"Status","Year","Ethnicity","Parent_department","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Chinese","Department for Education","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Education","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Education","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Education","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Education","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Education","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Education","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Education","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chinese","Department for Education","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Education","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Education","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Education","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Education","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Education","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Education","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Education","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Chinese","Department for Education","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Education","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Education","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Education","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for International Trade","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for International Trade","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for International Trade","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for International Trade","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for International Trade","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for International Trade","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chinese","Department for International Trade","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for International Trade","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for International Trade","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for International Trade","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for International Trade","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for International Trade","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for International Trade","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Department for International Trade","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for International Trade","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for International Trade","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Transport","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Transport","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Transport","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Transport","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Transport","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chinese","Department for Transport","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Transport","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Transport","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Transport","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chinese","Department for Transport","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Transport","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Transport","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Transport","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Transport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Transport","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Transport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Transport","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chinese","Department for Transport","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Transport","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Transport","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Work and Pensions","AA/AO","Heterosexual / straight","40","35","21570","21010"
"In post","2021","Chinese","Department for Work and Pensions","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Work and Pensions","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Work and Pensions","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2021","Chinese","Department for Work and Pensions","EO","Heterosexual / straight","55","50","28970","27570"
"In post","2021","Chinese","Department for Work and Pensions","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Chinese","Department for Work and Pensions","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Chinese","Department for Work and Pensions","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Chinese","Department for Work and Pensions","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Work and Pensions","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Work and Pensions","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Work and Pensions","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Work and Pensions","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Work and Pensions","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Work and Pensions","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Work and Pensions","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Work and Pensions","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Chinese","Department for Work and Pensions","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Work and Pensions","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Work and Pensions","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department of Health and Social Care","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department of Health and Social Care","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department of Health and Social Care","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department of Health and Social Care","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department of Health and Social Care","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chinese","Department of Health and Social Care","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department of Health and Social Care","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department of Health and Social Care","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department of Health and Social Care","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Chinese","Department of Health and Social Care","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department of Health and Social Care","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department of Health and Social Care","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","Chinese","Department of Health and Social Care","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department of Health and Social Care","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department of Health and Social Care","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department of Health and Social Care","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department of Health and Social Care","SEO/HEO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Chinese","Department of Health and Social Care","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department of Health and Social Care","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department of Health and Social Care","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Chinese","ESTYN","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","ESTYN","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","ESTYN","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","ESTYN","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","ESTYN","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","ESTYN","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","ESTYN","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","ESTYN","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","ESTYN","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","ESTYN","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","ESTYN","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","ESTYN","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","ESTYN","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","ESTYN","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","ESTYN","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","ESTYN","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","ESTYN","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","ESTYN","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","ESTYN","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","ESTYN","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","AA/AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","EO","Heterosexual / straight","40","35","26080","25560"
"In post","2021","Chinese","HM Revenue and Customs","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","SEO/HEO","Heterosexual / straight","35","35","34740","35000"
"In post","2021","Chinese","HM Revenue and Customs","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Chinese","HM Treasury","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","HM Treasury","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","AA/AO","Heterosexual / straight","30","30","21990","21430"
"In post","2021","Chinese","Home Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","EO","Heterosexual / straight","55","50","27510","27660"
"In post","2021","Chinese","Home Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chinese","Home Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","SEO/HEO","Heterosexual / straight","30","30","37570","36190"
"In post","2021","Chinese","Home Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Chinese","Home Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","AA/AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
