"Status","Year","Disability","Function_of_post","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","15","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Transport (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Transport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department of Health and Social Care (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department of Health and Social Care (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department of Health and Social Care (excl. agencies)","SEO/HEO","10","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Driver and Vehicle Licensing Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Driver and Vehicle Licensing Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Driver and Vehicle Licensing Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Driver and Vehicle Licensing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Driver and Vehicle Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Education and Skills Funding Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","ESTYN","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","ESTYN","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","FCDO Services","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","FCDO Services","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","FCDO Services","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","FCDO Services","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","FCDO Services","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Government Actuary's Department","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Government Actuary's Department","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Government Actuary's Department","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Health and Safety Executive","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","HM Prison and Probation Service","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","HM Prison and Probation Service","EO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","HM Prison and Probation Service","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared disabled","Commercial","HM Prison and Probation Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","HM Prison and Probation Service","SEO/HEO","50","50","45790","46570"
"In post","2021","Declared disabled","Commercial","HM Prison and Probation Service","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","HM Revenue and Customs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","HM Revenue and Customs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","HM Revenue and Customs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","HM Revenue and Customs (excl. agencies)","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","HM Treasury (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","HM Treasury (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Insolvency Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Insolvency Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Insolvency Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Institute for Apprenticeships and Technical Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Institute for Apprenticeships and Technical Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Institute for Apprenticeships and Technical Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Institute for Apprenticeships and Technical Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Legal Aid Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Legal Aid Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Legal Aid Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Legal Aid Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Legal Aid Agency","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Met Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Met Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Met Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Met Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Met Office","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Ministry of Defence (excl. agencies)","AA/AO","30","30","21900","21130"
"In post","2021","Declared disabled","Commercial","Ministry of Defence (excl. agencies)","EO","40","40","28000","26670"
"In post","2021","Declared disabled","Commercial","Ministry of Defence (excl. agencies)","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Ministry of Defence (excl. agencies)","SEO/HEO","95","90","38050","37000"
"In post","2021","Declared disabled","Commercial","Ministry of Defence (excl. agencies)","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Ministry of Justice (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Ministry of Justice (excl. agencies)","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","National Savings and Investments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","National Savings and Investments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Planning Inspectorate","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Planning Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Planning Inspectorate","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Public Health England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Public Health England","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Public Health England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Public Health England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Queen Elizabeth II Centre","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Queen Elizabeth II Centre","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Queen Elizabeth II Centre","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Registers of Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Registers of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Registers of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Scottish Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
