"Status","Year","Age","Parent_department","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","775","750","35030","35580"
"In post","2021","50-59","Department for International Trade","London","AA/AO","15","15","24870","25140"
"In post","2021","50-59","Department for International Trade","London","EO","50","50","28910","29530"
"In post","2021","50-59","Department for International Trade","London","G6/G7","130","125","58650","59030"
"In post","2021","50-59","Department for International Trade","London","SCS level","35","35","90390","80790"
"In post","2021","50-59","Department for International Trade","London","SEO/HEO","130","130","37320","35560"
"In post","2021","50-59","Department for International Trade","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for International Trade","Outside London","EO","5","5","[c]","[c]"
"In post","2021","50-59","Department for International Trade","Outside London","G6/G7","25","25","55690","52150"
"In post","2021","50-59","Department for International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for International Trade","Outside London","SEO/HEO","20","20","34020","34430"
"In post","2021","50-59","Department for International Trade","Overseas","G6/G7","15","15","58100","58850"
"In post","2021","50-59","Department for International Trade","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for International Trade","Overseas","SEO/HEO","10","10","[c]","[c]"
"In post","2021","50-59","Department for Transport","London","AA/AO","50","45","31200","32740"
"In post","2021","50-59","Department for Transport","London","EO","170","165","30860","30720"
"In post","2021","50-59","Department for Transport","London","G6/G7","215","210","61160","59540"
"In post","2021","50-59","Department for Transport","London","SCS level","55","55","95610","84990"
"In post","2021","50-59","Department for Transport","London","SEO/HEO","230","225","40470","38800"
"In post","2021","50-59","Department for Transport","Outside London","AA/AO","1275","1130","21820","21590"
"In post","2021","50-59","Department for Transport","Outside London","EO","1170","1125","27800","26780"
"In post","2021","50-59","Department for Transport","Outside London","G6/G7","270","265","64860","60860"
"In post","2021","50-59","Department for Transport","Outside London","SCS level","10","10","98510","94270"
"In post","2021","50-59","Department for Transport","Outside London","SEO/HEO","750","730","37620","36180"
"In post","2021","50-59","Department for Transport","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Transport","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Work and Pensions","London","AA/AO","570","510","24280","25110"
"In post","2021","50-59","Department for Work and Pensions","London","EO","1900","1790","31160","31060"
"In post","2021","50-59","Department for Work and Pensions","London","G6/G7","210","205","60930","57230"
"In post","2021","50-59","Department for Work and Pensions","London","SCS level","50","50","97370","83470"
"In post","2021","50-59","Department for Work and Pensions","London","SEO/HEO","505","495","39600","39000"
"In post","2021","50-59","Department for Work and Pensions","Outside London","AA/AO","9505","8150","20890","21010"
"In post","2021","50-59","Department for Work and Pensions","Outside London","EO","14620","13235","27660","27570"
"In post","2021","50-59","Department for Work and Pensions","Outside London","G6/G7","1215","1185","56760","53430"
"In post","2021","50-59","Department for Work and Pensions","Outside London","SCS level","90","85","86520","79730"
"In post","2021","50-59","Department for Work and Pensions","Outside London","SEO/HEO","4225","4040","35600","34290"
"In post","2021","50-59","Department for Work and Pensions","Unknown","AA/AO","55","45","22840","23130"
"In post","2021","50-59","Department for Work and Pensions","Unknown","EO","160","150","28320","27570"
"In post","2021","50-59","Department for Work and Pensions","Unknown","G6/G7","30","30","54710","52340"
"In post","2021","50-59","Department for Work and Pensions","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Work and Pensions","Unknown","SEO/HEO","50","50","34810","34290"
"In post","2021","50-59","Department of Health and Social Care","London","AA/AO","55","45","23610","23550"
"In post","2021","50-59","Department of Health and Social Care","London","EO","155","145","28530","28170"
"In post","2021","50-59","Department of Health and Social Care","London","G6/G7","495","475","61650","59680"
"In post","2021","50-59","Department of Health and Social Care","London","SCS level","180","170","100860","93300"
"In post","2021","50-59","Department of Health and Social Care","London","SEO/HEO","395","375","39000","40450"
"In post","2021","50-59","Department of Health and Social Care","Outside London","AA/AO","100","85","20730","20150"
"In post","2021","50-59","Department of Health and Social Care","Outside London","EO","130","120","26010","25800"
"In post","2021","50-59","Department of Health and Social Care","Outside London","G6/G7","460","445","58320","55310"
"In post","2021","50-59","Department of Health and Social Care","Outside London","SCS level","145","135","110820","110210"
"In post","2021","50-59","Department of Health and Social Care","Outside London","SEO/HEO","435","395","36500","36820"
"In post","2021","50-59","ESTYN","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","ESTYN","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","ESTYN","Outside London","G6/G7","35","35","74020","74730"
"In post","2021","50-59","ESTYN","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","ESTYN","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","London","EO","15","15","29070","29090"
"In post","2021","50-59","Food Standards Agency","London","G6/G7","35","35","58360","56130"
"In post","2021","50-59","Food Standards Agency","London","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","London","SEO/HEO","75","70","36980","36960"
"In post","2021","50-59","Food Standards Agency","Outside London","EO","180","175","27160","26750"
"In post","2021","50-59","Food Standards Agency","Outside London","G6/G7","30","30","55300","52070"
"In post","2021","50-59","Food Standards Agency","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Outside London","SEO/HEO","90","90","35780","37350"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","London","AA/AO","85","80","28200","28000"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","London","EO","135","135","33120","33680"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","London","G6/G7","365","355","65090","64950"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","London","SCS level","95","95","91840","79720"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","London","SEO/HEO","260","260","41880","39770"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Outside London","AA/AO","60","60","23740","23710"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Outside London","EO","90","85","28160","27240"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Outside London","G6/G7","160","155","60180","56610"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Outside London","SCS level","15","15","86840","77650"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Outside London","SEO/HEO","240","235","39920","39630"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Overseas","AA/AO","10","10","[c]","[c]"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Overseas","EO","30","30","28270","28680"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Overseas","G6/G7","250","245","61970","63200"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Overseas","SCS level","100","100","90330","81860"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Overseas","SEO/HEO","165","165","37790","35260"
"In post","2021","50-59","HM Land Registry","London","AA/AO","20","20","25880","25850"
"In post","2021","50-59","HM Land Registry","London","EO","35","30","31000","30600"
"In post","2021","50-59","HM Land Registry","London","G6/G7","20","20","70040","70090"
"In post","2021","50-59","HM Land Registry","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Land Registry","London","SEO/HEO","70","65","41490","37290"
"In post","2021","50-59","HM Land Registry","Outside London","AA/AO","305","280","22350","22350"
"In post","2021","50-59","HM Land Registry","Outside London","EO","955","830","27280","27130"
"In post","2021","50-59","HM Land Registry","Outside London","G6/G7","90","85","61820","60520"
"In post","2021","50-59","HM Land Registry","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Land Registry","Outside London","SEO/HEO","940","865","36640","33840"
"In post","2021","50-59","HM Revenue and Customs","London","AA/AO","390","360","25060","25630"
"In post","2021","50-59","HM Revenue and Customs","London","EO","630","605","31100","31740"
"In post","2021","50-59","HM Revenue and Customs","London","G6/G7","745","730","64120","60440"
"In post","2021","50-59","HM Revenue and Customs","London","SCS level","105","105","93020","85140"
"In post","2021","50-59","HM Revenue and Customs","London","SEO/HEO","1300","1270","39870","39800"
"In post","2021","50-59","HM Revenue and Customs","Outside London","AA/AO","5895","4960","20860","21400"
"In post","2021","50-59","HM Revenue and Customs","Outside London","EO","3530","3220","26540","25820"
"In post","2021","50-59","HM Revenue and Customs","Outside London","G6/G7","2060","2015","55810","52580"
"In post","2021","50-59","HM Revenue and Customs","Outside London","SCS level","130","130","81600","76430"
"In post","2021","50-59","HM Revenue and Customs","Outside London","SEO/HEO","5285","5045","35130","33530"
"In post","2021","50-59","HM Treasury","London","AA/AO","5","5","[c]","[c]"
"In post","2021","50-59","HM Treasury","London","EO","30","30","29730","29730"
"In post","2021","50-59","HM Treasury","London","G6/G7","100","95","65300","63220"
"In post","2021","50-59","HM Treasury","London","SCS level","25","25","108280","100200"
"In post","2021","50-59","HM Treasury","London","SEO/HEO","80","75","42630","42320"
"In post","2021","50-59","HM Treasury","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Treasury","Outside London","EO","10","10","24630","23760"
"In post","2021","50-59","HM Treasury","Outside London","G6/G7","50","50","57970","58930"
"In post","2021","50-59","HM Treasury","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","HM Treasury","Outside London","SEO/HEO","65","65","39810","39980"
"In post","2021","50-59","Home Office","London","AA/AO","500","455","24980","25630"
"In post","2021","50-59","Home Office","London","EO","1210","1095","29850","29370"
"In post","2021","50-59","Home Office","London","G6/G7","680","670","63590","61530"
"In post","2021","50-59","Home Office","London","SCS level","80","80","97420","89440"
"In post","2021","50-59","Home Office","London","SEO/HEO","1110","1085","39670","38330"
"In post","2021","50-59","Home Office","Outside London","AA/AO","1425","1270","21100","21430"
"In post","2021","50-59","Home Office","Outside London","EO","2820","2535","26640","26160"
"In post","2021","50-59","Home Office","Outside London","G6/G7","265","265","56420","52340"
"In post","2021","50-59","Home Office","Outside London","SCS level","15","15","92910","84440"
"In post","2021","50-59","Home Office","Outside London","SEO/HEO","1235","1205","34590","32740"
"In post","2021","50-59","Home Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office","Overseas","EO","35","35","27710","27370"
"In post","2021","50-59","Home Office","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office","Overseas","Unknown","45","45","[c]","[c]"
"In post","2021","50-59","Home Office","Unknown","EO","5","5","[c]","[c]"
"In post","2021","50-59","Home Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","London","AA/AO","330","325","24260","23090"
"In post","2021","50-59","Ministry of Defence","London","EO","205","200","29580","30370"
"In post","2021","50-59","Ministry of Defence","London","G6/G7","165","165","63660","59870"
"In post","2021","50-59","Ministry of Defence","London","SCS level","55","55","93380","91610"
"In post","2021","50-59","Ministry of Defence","London","SEO/HEO","405","400","40740","41500"
"In post","2021","50-59","Ministry of Defence","London","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Outside London","AA/AO","5720","5560","22680","20920"
"In post","2021","50-59","Ministry of Defence","Outside London","EO","3155","3085","27890","26670"
"In post","2021","50-59","Ministry of Defence","Outside London","G6/G7","2130","2085","58270","55710"
"In post","2021","50-59","Ministry of Defence","Outside London","SCS level","130","130","96770","89940"
"In post","2021","50-59","Ministry of Defence","Outside London","SEO/HEO","5705","5600","37720","36870"
"In post","2021","50-59","Ministry of Defence","Outside London","Unknown","570","560","48600","44450"
"In post","2021","50-59","Ministry of Defence","Overseas","AA/AO","10","10","21480","20920"
"In post","2021","50-59","Ministry of Defence","Overseas","EO","40","40","28600","26670"
"In post","2021","50-59","Ministry of Defence","Overseas","G6/G7","35","35","68280","66440"
"In post","2021","50-59","Ministry of Defence","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Overseas","SEO/HEO","155","155","41100","40580"
"In post","2021","50-59","Ministry of Defence","Overseas","Unknown","10","10","47860","47920"
"In post","2021","50-59","Ministry of Defence","Unknown","AA/AO","15","15","23510","22080"
"In post","2021","50-59","Ministry of Defence","Unknown","EO","15","15","28460","26930"
"In post","2021","50-59","Ministry of Defence","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Unknown","SEO/HEO","20","20","38850","36750"
"In post","2021","50-59","Ministry of Defence","Unknown","Unknown","520","520","42180","37150"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","London","AA/AO","10","10","27050","26870"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","London","EO","45","45","31280","32530"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","London","G6/G7","150","150","60480","60670"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","London","SCS level","25","25","90160","81090"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","London","SEO/HEO","95","95","39170","38160"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Outside London","AA/AO","45","40","22280","22560"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Outside London","EO","40","40","27670","27530"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Outside London","G6/G7","195","185","57980","58810"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Outside London","SEO/HEO","130","130","36360","34860"
"In post","2021","50-59","Ministry of Justice","London","AA/AO","1290","1235","26040","23500"
"In post","2021","50-59","Ministry of Justice","London","EO","570","555","29620","28400"
"In post","2021","50-59","Ministry of Justice","London","G6/G7","445","440","64270","61950"
"In post","2021","50-59","Ministry of Justice","London","SCS level","75","75","92870","89000"
"In post","2021","50-59","Ministry of Justice","London","SEO/HEO","870","850","41510","40530"
"In post","2021","50-59","Ministry of Justice","London","Unknown","370","360","36480","36580"
"In post","2021","50-59","Ministry of Justice","Outside London","AA/AO","9020","8325","24560","21710"
"In post","2021","50-59","Ministry of Justice","Outside London","EO","2620","2520","28850","27380"
"In post","2021","50-59","Ministry of Justice","Outside London","G6/G7","565","560","64970","63110"
"In post","2021","50-59","Ministry of Justice","Outside London","SCS level","60","60","93020","99000"
"In post","2021","50-59","Ministry of Justice","Outside London","SEO/HEO","3005","2890","40100","38160"
"In post","2021","50-59","Ministry of Justice","Outside London","Unknown","2480","2310","30940","28200"
"In post","2021","50-59","Ministry of Justice","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","National Crime Agency","London","AA/AO","25","25","26930","26940"
"In post","2021","50-59","National Crime Agency","London","EO","95","95","36770","37560"
"In post","2021","50-59","National Crime Agency","London","G6/G7","70","70","67640","64960"
"In post","2021","50-59","National Crime Agency","London","SCS level","10","10","[c]","[c]"
"In post","2021","50-59","National Crime Agency","London","SEO/HEO","180","180","47490","47130"
"In post","2021","50-59","National Crime Agency","Outside London","AA/AO","40","40","23340","22800"
"In post","2021","50-59","National Crime Agency","Outside London","EO","430","420","34810","35100"
"In post","2021","50-59","National Crime Agency","Outside London","G6/G7","75","75","62560","60990"
"In post","2021","50-59","National Crime Agency","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","National Crime Agency","Outside London","SEO/HEO","510","505","43680","43710"
"In post","2021","50-59","National Crime Agency","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","National Crime Agency","Overseas","G6/G7","10","10","80500","75560"
"In post","2021","50-59","National Crime Agency","Overseas","SEO/HEO","45","45","67850","64440"
"In post","2021","50-59","National Crime Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","National Crime Agency","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2021","50-59","National Crime Agency","Unknown","SEO/HEO","40","40","44280","43710"
"In post","2021","50-59","Northern Ireland Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","London","G6/G7","5","5","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","Outside London","SEO/HEO","10","10","33620","34990"
"In post","2021","50-59","Office for Standards in Education","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Office for Standards in Education","London","EO","5","5","[c]","[c]"
"In post","2021","50-59","Office for Standards in Education","London","G6/G7","70","70","74360","75500"
"In post","2021","50-59","Office for Standards in Education","London","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Office for Standards in Education","London","SEO/HEO","60","60","46870","51360"
"In post","2021","50-59","Office for Standards in Education","Outside London","AA/AO","50","45","21160","21160"
"In post","2021","50-59","Office for Standards in Education","Outside London","EO","25","25","25680","25880"
"In post","2021","50-59","Office for Standards in Education","Outside London","G6/G7","170","170","74500","75500"
"In post","2021","50-59","Office for Standards in Education","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Office for Standards in Education","Outside London","SEO/HEO","155","150","46520","51360"
"In post","2021","50-59","Office of Gas and Electricity Markets","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Office of Gas and Electricity Markets","London","EO","15","15","30940","31610"
"In post","2021","50-59","Office of Gas and Electricity Markets","London","G6/G7","45","45","65420","65560"
"In post","2021","50-59","Office of Gas and Electricity Markets","London","SCS level","15","15","103420","98120"
"In post","2021","50-59","Office of Gas and Electricity Markets","London","SEO/HEO","15","15","40680","40720"
"In post","2021","50-59","Office of Gas and Electricity Markets","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","50-59","Office of Gas and Electricity Markets","Outside London","EO","10","10","25530","24830"
"In post","2021","50-59","Office of Gas and Electricity Markets","Outside London","G6/G7","15","15","60680","61420"
"In post","2021","50-59","Office of Gas and Electricity Markets","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Office of Gas and Electricity Markets","Outside London","SEO/HEO","15","15","37560","38000"
"In post","2021","50-59","Office of Qualifications and Examinations Regulation","Outside London","EO","5","5","[c]","[c]"
"In post","2021","50-59","Office of Qualifications and Examinations Regulation","Outside London","G6/G7","20","20","53840","51280"
"In post","2021","50-59","Office of Qualifications and Examinations Regulation","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","15","15","35820","36120"
"In post","2021","50-59","Office of Rail and Road","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Office of Rail and Road","London","EO","5","5","[c]","[c]"
"In post","2021","50-59","Office of Rail and Road","London","G6/G7","35","30","65480","63920"
"In post","2021","50-59","Office of Rail and Road","London","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Office of Rail and Road","London","SEO/HEO","15","15","43150","44840"
"In post","2021","50-59","Office of Rail and Road","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Office of Rail and Road","Outside London","G6/G7","25","20","62900","62420"
"In post","2021","50-59","Office of Rail and Road","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Office of Rail and Road","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","50-59","Other Cabinet Office Agencies","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other Cabinet Office Agencies","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other Cabinet Office Agencies","London","G6/G7","15","15","62110","64500"
"In post","2021","50-59","Other Cabinet Office Agencies","London","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Other Cabinet Office Agencies","London","SEO/HEO","10","10","37440","36470"
"In post","2021","50-59","Other Cabinet Office Agencies","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","50-59","Other Cabinet Office Agencies","Outside London","EO","25","25","24490","24280"
"In post","2021","50-59","Other Cabinet Office Agencies","Outside London","G6/G7","70","70","54870","54620"
"In post","2021","50-59","Other Cabinet Office Agencies","Outside London","SCS level","15","15","87250","78350"
"In post","2021","50-59","Other Cabinet Office Agencies","Outside London","SEO/HEO","90","90","34710","34800"
"In post","2021","50-59","Other Cabinet Office Agencies","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Scotland Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Scotland Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Scotland Office","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Scotland Office","Outside London","G6/G7","15","10","64800","61010"
"In post","2021","50-59","Scotland Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Scotland Office","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","50-59","Scottish Government","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Scottish Government","Outside London","AA/AO","1450","1340","23400","22820"
"In post","2021","50-59","Scottish Government","Outside London","EO","1580","1515","31510","33650"
"In post","2021","50-59","Scottish Government","Outside London","G6/G7","1060","1035","65040","64060"
"In post","2021","50-59","Scottish Government","Outside London","SCS level","130","130","90700","83230"
"In post","2021","50-59","Scottish Government","Outside London","SEO/HEO","1910","1830","40970","39500"
"In post","2021","50-59","Scottish Government","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Scottish Government","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","The National Archives","London","AA/AO","20","20","22390","22390"
"In post","2021","50-59","The National Archives","London","EO","25","25","26290","25170"
"In post","2021","50-59","The National Archives","London","G6/G7","25","25","54150","51130"
"In post","2021","50-59","The National Archives","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","The National Archives","London","SEO/HEO","70","65","38640","36720"
"In post","2021","50-59","UK Export Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","UK Export Finance","London","EO","10","10","30120","29470"
"In post","2021","50-59","UK Export Finance","London","G6/G7","30","30","68640","70570"
"In post","2021","50-59","UK Export Finance","London","SCS level","10","10","129200","108310"
"In post","2021","50-59","UK Export Finance","London","SEO/HEO","45","45","43920","44080"
"In post","2021","50-59","UK Supreme Court","London","EO","10","10","[c]","[c]"
"In post","2021","50-59","UK Supreme Court","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","UK Supreme Court","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","UK Supreme Court","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","United Kingdom Statistics Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","United Kingdom Statistics Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","United Kingdom Statistics Authority","London","G6/G7","15","15","58160","56500"
"In post","2021","50-59","United Kingdom Statistics Authority","London","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","United Kingdom Statistics Authority","London","SEO/HEO","10","10","39990","39740"
"In post","2021","50-59","United Kingdom Statistics Authority","Outside London","AA/AO","480","325","19620","19520"
"In post","2021","50-59","United Kingdom Statistics Authority","Outside London","EO","165","150","24260","23520"
"In post","2021","50-59","United Kingdom Statistics Authority","Outside London","G6/G7","215","215","54040","51640"
"In post","2021","50-59","United Kingdom Statistics Authority","Outside London","SCS level","20","20","82110","75300"
"In post","2021","50-59","United Kingdom Statistics Authority","Outside London","SEO/HEO","335","325","33850","34060"
"In post","2021","50-59","Wales Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Wales Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Water Services Regulation Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Water Services Regulation Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Water Services Regulation Authority","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Water Services Regulation Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Water Services Regulation Authority","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Water Services Regulation Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Water Services Regulation Authority","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","50-59","Water Services Regulation Authority","Outside London","SEO/HEO","20","20","50370","50010"
"In post","2021","50-59","Welsh Government","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Welsh Government","Outside London","AA/AO","195","180","23800","23830"
"In post","2021","50-59","Welsh Government","Outside London","EO","255","245","28830","28850"
"In post","2021","50-59","Welsh Government","Outside London","G6/G7","380","375","63480","60830"
"In post","2021","50-59","Welsh Government","Outside London","SCS level","70","70","91290","82600"
"In post","2021","50-59","Welsh Government","Outside London","SEO/HEO","765","740","41980","41560"
"In post","2021","50-59","Welsh Government","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Welsh Government","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Welsh Government","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Attorney General's Departments","London","AA/AO","40","35","23740","23520"
"In post","2021","60-64","Attorney General's Departments","London","EO","35","35","28850","29620"
"In post","2021","60-64","Attorney General's Departments","London","G6/G7","110","95","67090","65050"
"In post","2021","60-64","Attorney General's Departments","London","SCS level","20","20","98060","93010"
"In post","2021","60-64","Attorney General's Departments","London","SEO/HEO","20","20","38370","36240"
"In post","2021","60-64","Attorney General's Departments","Outside London","AA/AO","65","55","22150","21950"
"In post","2021","60-64","Attorney General's Departments","Outside London","EO","50","45","28410","28430"
"In post","2021","60-64","Attorney General's Departments","Outside London","G6/G7","155","125","58990","55610"
"In post","2021","60-64","Attorney General's Departments","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Attorney General's Departments","Outside London","SEO/HEO","30","30","35130","34480"
"In post","2021","60-64","Cabinet Office","London","AA/AO","10","10","[c]","[c]"
"In post","2021","60-64","Cabinet Office","London","EO","10","10","29790","30170"
"In post","2021","60-64","Cabinet Office","London","G6/G7","50","45","62870","60200"
"In post","2021","60-64","Cabinet Office","London","SCS level","35","35","110980","102360"
"In post","2021","60-64","Cabinet Office","London","SEO/HEO","25","20","37440","37920"
"In post","2021","60-64","Cabinet Office","Outside London","AA/AO","35","25","21090","20920"
"In post","2021","60-64","Cabinet Office","Outside London","EO","20","15","26320","26670"
"In post","2021","60-64","Cabinet Office","Outside London","G6/G7","20","15","62350","56520"
"In post","2021","60-64","Cabinet Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Cabinet Office","Outside London","SEO/HEO","45","45","35020","33630"
"In post","2021","60-64","Cabinet Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Cabinet Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
