"Status","Year","Organisation","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","LGBO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Undeclared","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Unknown","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Highlands and Islands","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inner London - West","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inner London - West","Undeclared","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Kent","Heterosexual / straight","30","30","28640","28240"
"In post","2021","Animal and Plant Health Agency","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Kent","Unknown","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lancashire","Heterosexual / straight","55","50","30470","25670"
"In post","2021","Animal and Plant Health Agency","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lancashire","Undeclared","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lancashire","Unknown","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lincolnshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Eastern Scotland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Yorkshire","Heterosexual / straight","125","120","29010","25190"
"In post","2021","Animal and Plant Health Agency","North Yorkshire","LGBO","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Yorkshire","Undeclared","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Yorkshire","Unknown","20","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Northumberland and Tyne and Wear","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Northumberland and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Northumberland and Tyne and Wear","Undeclared","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Outer London - West and North West","Heterosexual / straight","55","55","33670","31690"
"In post","2021","Animal and Plant Health Agency","Outer London - West and North West","LGBO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Outer London - West and North West","Undeclared","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Outer London - West and North West","Unknown","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Shropshire and Staffordshire","Heterosexual / straight","60","60","30130","24920"
"In post","2021","Animal and Plant Health Agency","Shropshire and Staffordshire","LGBO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Shropshire and Staffordshire","Undeclared","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Shropshire and Staffordshire","Unknown","25","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Southern Scotland","Heterosexual / straight","45","40","30960","26520"
"In post","2021","Animal and Plant Health Agency","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Surrey, East and West Sussex","Heterosexual / straight","415","395","33020","28580"
"In post","2021","Animal and Plant Health Agency","Surrey, East and West Sussex","LGBO","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Surrey, East and West Sussex","Undeclared","70","70","38990","33890"
"In post","2021","Animal and Plant Health Agency","Surrey, East and West Sussex","Unknown","80","70","30460","24370"
"In post","2021","Animal and Plant Health Agency","West Wales and The Valleys","Heterosexual / straight","145","135","27550","25100"
"In post","2021","Animal and Plant Health Agency","West Wales and The Valleys","LGBO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Wales and The Valleys","Undeclared","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Wales and The Valleys","Unknown","45","40","27670","25260"
"In post","2021","Animal and Plant Health Agency","West Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Inner London - West","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Attorney General's Office","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Inner London - West","Unknown","30","25","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bedfordshire and Hertfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","60","55","33370","33300"
"In post","2021","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","50","50","38540","33300"
"In post","2021","Cabinet Office (excl. agencies)","Cheshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cumbria","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","Unknown","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Devon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Dorset and Somerset","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Anglia","Heterosexual / straight","55","50","39340","33300"
"In post","2021","Cabinet Office (excl. agencies)","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Anglia","Undeclared","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Anglia","Unknown","45","45","59270","55910"
"In post","2021","Cabinet Office (excl. agencies)","East Wales","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Wales","Unknown","50","50","35980","29250"
"In post","2021","Cabinet Office (excl. agencies)","Eastern Scotland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Eastern Scotland","Unknown","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","55","50","45890","39740"
"In post","2021","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","105","105","61380","53320"
"In post","2021","Cabinet Office (excl. agencies)","Greater Manchester","Heterosexual / straight","115","110","42610","37300"
"In post","2021","Cabinet Office (excl. agencies)","Greater Manchester","LGBO","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Greater Manchester","Unknown","145","145","48250","49700"
"In post","2021","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","Unknown","70","70","53290","53320"
"In post","2021","Cabinet Office (excl. agencies)","Inner London - East","Heterosexual / straight","550","540","53620","54700"
"In post","2021","Cabinet Office (excl. agencies)","Inner London - East","LGBO","70","70","51970","54700"
"In post","2021","Cabinet Office (excl. agencies)","Inner London - East","Undeclared","85","85","50060","54700"
"In post","2021","Cabinet Office (excl. agencies)","Inner London - East","Unknown","190","190","48720","40600"
"In post","2021","Cabinet Office (excl. agencies)","Inner London - West","Heterosexual / straight","2670","2620","51630","54700"
"In post","2021","Cabinet Office (excl. agencies)","Inner London - West","LGBO","290","290","46100","40600"
"In post","2021","Cabinet Office (excl. agencies)","Inner London - West","Undeclared","320","315","51010","54700"
"In post","2021","Cabinet Office (excl. agencies)","Inner London - West","Unknown","2270","2250","47130","34550"
"In post","2021","Cabinet Office (excl. agencies)","Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Lancashire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Lancashire","Unknown","35","35","48780","49700"
"In post","2021","Cabinet Office (excl. agencies)","Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Merseyside","Heterosexual / straight","40","40","47230","32960"
"In post","2021","Cabinet Office (excl. agencies)","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Merseyside","Unknown","85","85","50330","49700"
"In post","2021","Cabinet Office (excl. agencies)","North Yorkshire","Heterosexual / straight","220","210","30610","29200"
"In post","2021","Cabinet Office (excl. agencies)","North Yorkshire","LGBO","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North Yorkshire","Undeclared","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North Yorkshire","Unknown","190","180","27930","21580"
"In post","2021","Cabinet Office (excl. agencies)","Northern Ireland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Northumberland and Tyne and Wear","Heterosexual / straight","310","290","28350","23850"
"In post","2021","Cabinet Office (excl. agencies)","Northumberland and Tyne and Wear","LGBO","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Northumberland and Tyne and Wear","Undeclared","20","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Northumberland and Tyne and Wear","Unknown","55","55","30250","28000"
"In post","2021","Cabinet Office (excl. agencies)","Outer London - South","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Outer London - South","Unknown","45","45","41960","29250"
"In post","2021","Cabinet Office (excl. agencies)","Outer London - West and North West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
