"Status","Year","Profession_of_post","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Other","Unknown","AA/AO","15","15","21180","21580"
"In post","2021","Other","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Other","Unknown","Unknown","1835","1835","37610","34460"
"In post","2021","Other","Wales","AA/AO","325","310","21110","20920"
"In post","2021","Other","Wales","EO","165","155","27660","28850"
"In post","2021","Other","Wales","G6/G7","130","125","61570","60830"
"In post","2021","Other","Wales","SCS level","20","15","90870","81950"
"In post","2021","Other","Wales","SEO/HEO","460","435","39200","37410"
"In post","2021","Other","Wales","Unknown","10","10","[c]","[c]"
"In post","2021","Other","West Midlands (England)","AA/AO","520","485","20640","20920"
"In post","2021","Other","West Midlands (England)","EO","415","400","26130","26670"
"In post","2021","Other","West Midlands (England)","G6/G7","20","20","59380","54540"
"In post","2021","Other","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other","West Midlands (England)","SEO/HEO","175","165","34980","33300"
"In post","2021","Other","West Midlands (England)","Unknown","45","45","35180","34320"
"In post","2021","Other","Yorkshire and The Humber","AA/AO","625","600","20550","20920"
"In post","2021","Other","Yorkshire and The Humber","EO","425","405","26880","26670"
"In post","2021","Other","Yorkshire and The Humber","G6/G7","40","35","58230","55000"
"In post","2021","Other","Yorkshire and The Humber","SEO/HEO","150","150","34700","33300"
"In post","2021","Planning","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Planning","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","London","EO","15","10","28530","27850"
"In post","2021","Planning","London","G6/G7","35","35","58190","54700"
"In post","2021","Planning","London","SCS level","10","10","[c]","[c]"
"In post","2021","Planning","London","SEO/HEO","40","40","38380","39600"
"In post","2021","Planning","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Planning","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Planning","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","South West (England)","G6/G7","10","10","55590","54940"
"In post","2021","Planning","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Planning","South West (England)","SEO/HEO","25","25","38060","40000"
"In post","2021","Planning","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Wales","SEO/HEO","20","20","40280","37410"
"In post","2021","Planning","West Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2021","Planning","West Midlands (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Planning","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","South West (England)","G6/G7","320","285","57610","58810"
"In post","2021","Planning Inspectors","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Wales","G6/G7","20","20","60170","58810"
"In post","2021","Policy","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","East Midlands (England)","EO","35","30","25960","26000"
"In post","2021","Policy","East Midlands (England)","G6/G7","75","75","54960","50630"
"In post","2021","Policy","East Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2021","Policy","East Midlands (England)","SEO/HEO","135","125","35550","35000"
"In post","2021","Policy","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","East of England","EO","20","20","25920","24480"
"In post","2021","Policy","East of England","G6/G7","65","60","56240","53010"
"In post","2021","Policy","East of England","SCS level","5","5","[c]","[c]"
"In post","2021","Policy","East of England","SEO/HEO","110","105","37810","38630"
"In post","2021","Policy","London","AA/AO","365","355","25270","24490"
"In post","2021","Policy","London","EO","1750","1710","29120","28670"
"In post","2021","Policy","London","G6/G7","8360","8120","59200","57460"
"In post","2021","Policy","London","SCS level","1395","1340","85440","77450"
"In post","2021","Policy","London","SEO/HEO","7805","7675","37630","37000"
"In post","2021","Policy","London","Unknown","15","15","46610","46990"
"In post","2021","Policy","North East (England)","AA/AO","5","5","[c]","[c]"
"In post","2021","Policy","North East (England)","EO","50","45","25740","26000"
"In post","2021","Policy","North East (England)","G6/G7","110","110","53530","50840"
"In post","2021","Policy","North East (England)","SCS level","10","10","[c]","[c]"
"In post","2021","Policy","North East (England)","SEO/HEO","180","170","34940","36500"
"In post","2021","Policy","North West (England)","AA/AO","15","10","21090","21430"
"In post","2021","Policy","North West (England)","EO","115","110","25930","25560"
"In post","2021","Policy","North West (England)","G6/G7","315","305","53850","52580"
"In post","2021","Policy","North West (England)","SCS level","20","20","78220","74500"
"In post","2021","Policy","North West (England)","SEO/HEO","520","505","35230","36500"
"In post","2021","Policy","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Northern Ireland","EO","5","5","[c]","[c]"
"In post","2021","Policy","Northern Ireland","G6/G7","20","20","52960","52070"
"In post","2021","Policy","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Northern Ireland","SEO/HEO","45","45","35450","37190"
"In post","2021","Policy","Overseas","AA/AO","20","20","23050","23000"
"In post","2021","Policy","Overseas","EO","40","40","27770","28150"
"In post","2021","Policy","Overseas","G6/G7","840","840","58710","56900"
"In post","2021","Policy","Overseas","SCS level","215","215","86410","76150"
"In post","2021","Policy","Overseas","SEO/HEO","630","630","35620","34350"
"In post","2021","Policy","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Scotland","AA/AO","70","65","21000","20920"
"In post","2021","Policy","Scotland","EO","35","35","25960","26120"
"In post","2021","Policy","Scotland","G6/G7","135","130","56890","54270"
"In post","2021","Policy","Scotland","SCS level","5","5","[c]","[c]"
"In post","2021","Policy","Scotland","SEO/HEO","170","165","43550","36740"
"In post","2021","Policy","South East (England)","AA/AO","30","30","22010","21590"
"In post","2021","Policy","South East (England)","EO","65","65","27080","26670"
"In post","2021","Policy","South East (England)","G6/G7","105","105","56820","54540"
"In post","2021","Policy","South East (England)","SCS level","5","5","[c]","[c]"
"In post","2021","Policy","South East (England)","SEO/HEO","240","235","36640","35960"
"In post","2021","Policy","South West (England)","AA/AO","10","10","21210","21130"
"In post","2021","Policy","South West (England)","EO","50","45","25550","25100"
"In post","2021","Policy","South West (England)","G6/G7","240","230","53750","50560"
"In post","2021","Policy","South West (England)","SCS level","15","15","83340","78110"
"In post","2021","Policy","South West (England)","SEO/HEO","440","415","34710","35900"
"In post","2021","Policy","South West (England)","Unknown","10","10","39430","36430"
"In post","2021","Policy","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","G6/G7","10","10","54540","51710"
"In post","2021","Policy","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Wales","AA/AO","195","185","22870","23830"
"In post","2021","Policy","Wales","EO","350","330","28220","28850"
"In post","2021","Policy","Wales","G6/G7","395","380","59820","60830"
"In post","2021","Policy","Wales","SCS level","70","70","89210","80360"
"In post","2021","Policy","Wales","SEO/HEO","940","895","39690","37410"
"In post","2021","Policy","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Policy","West Midlands (England)","AA/AO","60","60","19820","19830"
"In post","2021","Policy","West Midlands (England)","EO","55","50","25630","25000"
"In post","2021","Policy","West Midlands (England)","G6/G7","150","150","56750","52580"
"In post","2021","Policy","West Midlands (England)","SCS level","30","30","91440","87040"
"In post","2021","Policy","West Midlands (England)","SEO/HEO","310","305","35640","34860"
"In post","2021","Policy","Yorkshire and The Humber","AA/AO","10","10","[c]","[c]"
"In post","2021","Policy","Yorkshire and The Humber","EO","125","120","24940","25000"
"In post","2021","Policy","Yorkshire and The Humber","G6/G7","550","525","54150","50630"
"In post","2021","Policy","Yorkshire and The Humber","SCS level","50","50","83190","74700"
"In post","2021","Policy","Yorkshire and The Humber","SEO/HEO","830","800","34200","35900"
"In post","2021","Policy","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East Midlands (England)","AA/AO","20","15","21190","21020"
"In post","2021","Project Delivery","East Midlands (England)","EO","60","60","26680","26670"
"In post","2021","Project Delivery","East Midlands (England)","G6/G7","90","90","54140","52580"
"In post","2021","Project Delivery","East Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2021","Project Delivery","East Midlands (England)","SEO/HEO","185","175","36280","35290"
"In post","2021","Project Delivery","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East of England","AA/AO","25","20","21330","21130"
"In post","2021","Project Delivery","East of England","EO","80","80","27100","26670"
"In post","2021","Project Delivery","East of England","G6/G7","105","105","56460","54540"
"In post","2021","Project Delivery","East of England","SCS level","5","5","[c]","[c]"
"In post","2021","Project Delivery","East of England","SEO/HEO","375","365","37280","37640"
"In post","2021","Project Delivery","London","AA/AO","55","55","24360","24370"
"In post","2021","Project Delivery","London","EO","330","320","29060","29080"
"In post","2021","Project Delivery","London","G6/G7","1395","1360","61140","59160"
"In post","2021","Project Delivery","London","SCS level","255","250","94660","93000"
"In post","2021","Project Delivery","London","SEO/HEO","1615","1580","38960","38600"
"In post","2021","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","North East (England)","AA/AO","10","10","21210","21430"
"In post","2021","Project Delivery","North East (England)","EO","75","65","25950","25560"
"In post","2021","Project Delivery","North East (England)","G6/G7","280","270","52670","52580"
"In post","2021","Project Delivery","North East (England)","SCS level","15","15","78060","74500"
"In post","2021","Project Delivery","North East (England)","SEO/HEO","505","480","35250","36970"
"In post","2021","Project Delivery","North West (England)","AA/AO","40","35","21390","21440"
"In post","2021","Project Delivery","North West (England)","EO","155","150","25980","25930"
"In post","2021","Project Delivery","North West (England)","G6/G7","360","355","54370","52580"
"In post","2021","Project Delivery","North West (England)","SCS level","20","20","78900","74800"
"In post","2021","Project Delivery","North West (England)","SEO/HEO","745","715","35490","36520"
"In post","2021","Project Delivery","North West (England)","Unknown","45","45","45910","41920"
"In post","2021","Project Delivery","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Northern Ireland","EO","15","15","27550","27420"
"In post","2021","Project Delivery","Northern Ireland","G6/G7","15","15","56360","54070"
"In post","2021","Project Delivery","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Northern Ireland","SEO/HEO","40","35","34720","34050"
"In post","2021","Project Delivery","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Overseas","EO","15","15","27930","26800"
"In post","2021","Project Delivery","Overseas","G6/G7","55","55","58100","55620"
"In post","2021","Project Delivery","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Overseas","SEO/HEO","80","80","41470","41800"
"In post","2021","Project Delivery","Overseas","Unknown","5","5","[c]","[c]"
"In post","2021","Project Delivery","Scotland","AA/AO","15","15","20650","20920"
"In post","2021","Project Delivery","Scotland","EO","80","80","26650","26670"
"In post","2021","Project Delivery","Scotland","G6/G7","150","145","55270","53670"
"In post","2021","Project Delivery","Scotland","SCS level","10","10","[c]","[c]"
"In post","2021","Project Delivery","Scotland","SEO/HEO","370","355","36320","34190"
"In post","2021","Project Delivery","Scotland","Unknown","40","40","36760","37590"
"In post","2021","Project Delivery","South East (England)","AA/AO","55","50","21200","20920"
"In post","2021","Project Delivery","South East (England)","EO","235","225","26840","26670"
"In post","2021","Project Delivery","South East (England)","G6/G7","355","345","55370","54540"
"In post","2021","Project Delivery","South East (England)","SCS level","20","20","80790","77480"
"In post","2021","Project Delivery","South East (England)","SEO/HEO","1020","1000","36680","36030"
"In post","2021","Project Delivery","South East (England)","Unknown","20","20","48210","46270"
"In post","2021","Project Delivery","South West (England)","AA/AO","50","45","21010","20920"
"In post","2021","Project Delivery","South West (England)","EO","585","565","25210","26350"
"In post","2021","Project Delivery","South West (England)","G6/G7","1035","1015","55160","54540"
"In post","2021","Project Delivery","South West (England)","SCS level","65","60","95680","86760"
"In post","2021","Project Delivery","South West (England)","SEO/HEO","2580","2485","36610","37320"
"In post","2021","Project Delivery","South West (England)","Unknown","430","420","43350","40250"
"In post","2021","Project Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","SEO/HEO","15","15","38960","39550"
"In post","2021","Project Delivery","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Project Delivery","Wales","AA/AO","20","15","21360","21510"
"In post","2021","Project Delivery","Wales","EO","75","65","26560","26670"
"In post","2021","Project Delivery","Wales","G6/G7","160","160","55040","52620"
"In post","2021","Project Delivery","Wales","SCS level","10","10","89450","85430"
"In post","2021","Project Delivery","Wales","SEO/HEO","265","255","36700","36790"
"In post","2021","Project Delivery","West Midlands (England)","AA/AO","20","20","21380","21130"
"In post","2021","Project Delivery","West Midlands (England)","EO","120","110","26290","26670"
"In post","2021","Project Delivery","West Midlands (England)","G6/G7","185","185","55000","52580"
"In post","2021","Project Delivery","West Midlands (England)","SCS level","10","10","90800","76460"
"In post","2021","Project Delivery","West Midlands (England)","SEO/HEO","400","385","36370","36740"
"In post","2021","Project Delivery","Yorkshire and The Humber","AA/AO","10","10","21170","21230"
"In post","2021","Project Delivery","Yorkshire and The Humber","EO","75","75","25750","26350"
"In post","2021","Project Delivery","Yorkshire and The Humber","G6/G7","140","135","53990","52580"
"In post","2021","Project Delivery","Yorkshire and The Humber","SCS level","5","5","[c]","[c]"
"In post","2021","Project Delivery","Yorkshire and The Humber","SEO/HEO","290","285","35080","35600"
"In post","2021","Property","East Midlands (England)","AA/AO","125","115","18970","18760"
"In post","2021","Property","East Midlands (England)","EO","90","80","26430","26410"
"In post","2021","Property","East Midlands (England)","G6/G7","80","75","55960","54940"
"In post","2021","Property","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Midlands (England)","SEO/HEO","185","175","36750","36460"
"In post","2021","Property","East of England","AA/AO","105","100","19250","18800"
"In post","2021","Property","East of England","EO","115","110","26380","26500"
"In post","2021","Property","East of England","G6/G7","45","45","56920","54990"
"In post","2021","Property","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Property","East of England","SEO/HEO","240","230","36790","34610"
"In post","2021","Property","London","AA/AO","95","90","23510","24960"
"In post","2021","Property","London","EO","260","245","29980","29630"
"In post","2021","Property","London","G6/G7","310","300","62760","62960"
"In post","2021","Property","London","SCS level","30","30","96350","92550"
"In post","2021","Property","London","SEO/HEO","410","395","40490","38410"
"In post","2021","Property","London","Unknown","5","5","[c]","[c]"
"In post","2021","Property","North East (England)","AA/AO","45","40","19380","20070"
"In post","2021","Property","North East (England)","EO","65","55","25700","25860"
"In post","2021","Property","North East (England)","G6/G7","50","45","55740","54990"
"In post","2021","Property","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Property","North East (England)","SEO/HEO","130","120","36010","35900"
"In post","2021","Property","North West (England)","AA/AO","45","40","19520","21030"
"In post","2021","Property","North West (England)","EO","155","140","26040","26000"
"In post","2021","Property","North West (England)","G6/G7","105","100","56730","55240"
"In post","2021","Property","North West (England)","SCS level","5","5","[c]","[c]"
"In post","2021","Property","North West (England)","SEO/HEO","215","205","35530","33300"
"In post","2021","Property","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Northern Ireland","AA/AO","45","45","18460","17980"
"In post","2021","Property","Northern Ireland","EO","15","15","28390","27700"
"In post","2021","Property","Northern Ireland","G6/G7","5","5","[c]","[c]"
"In post","2021","Property","Northern Ireland","SEO/HEO","35","35","37920","37210"
"In post","2021","Property","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Overseas","EO","30","30","27410","26950"
"In post","2021","Property","Overseas","G6/G7","25","25","59060","55900"
"In post","2021","Property","Overseas","SEO/HEO","135","135","38110","38080"
"In post","2021","Property","Scotland","AA/AO","105","105","19170","18760"
"In post","2021","Property","Scotland","EO","35","35","27090","26670"
"In post","2021","Property","Scotland","G6/G7","30","30","57190","54540"
"In post","2021","Property","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Property","Scotland","SEO/HEO","180","175","36970","35000"
"In post","2021","Property","South East (England)","AA/AO","160","155","19130","18760"
"In post","2021","Property","South East (England)","EO","210","200","26670","26670"
"In post","2021","Property","South East (England)","G6/G7","130","130","56780","54990"
"In post","2021","Property","South East (England)","SCS level","10","10","[c]","[c]"
"In post","2021","Property","South East (England)","SEO/HEO","430","420","37900","36460"
"In post","2021","Property","South East (England)","Unknown","35","35","25410","21600"
"In post","2021","Property","South West (England)","AA/AO","100","90","19290","18800"
"In post","2021","Property","South West (England)","EO","160","150","26350","26350"
"In post","2021","Property","South West (England)","G6/G7","125","120","54760","54540"
"In post","2021","Property","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Property","South West (England)","SEO/HEO","500","485","36120","33640"
"In post","2021","Property","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","G6/G7","10","10","[c]","[c]"
"In post","2021","Property","Unknown","SEO/HEO","10","5","[c]","[c]"
"In post","2021","Property","Wales","AA/AO","65","60","21010","21590"
"In post","2021","Property","Wales","EO","100","95","26740","26490"
"In post","2021","Property","Wales","G6/G7","45","45","57230","57130"
"In post","2021","Property","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Property","Wales","SEO/HEO","200","190","37310","36450"
"In post","2021","Property","West Midlands (England)","AA/AO","75","70","19260","18800"
"In post","2021","Property","West Midlands (England)","EO","115","110","26080","26000"
"In post","2021","Property","West Midlands (England)","G6/G7","80","80","56740","54990"
"In post","2021","Property","West Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2021","Property","West Midlands (England)","SEO/HEO","240","225","36390","33300"
"In post","2021","Property","Yorkshire and The Humber","AA/AO","55","50","18640","17230"
"In post","2021","Property","Yorkshire and The Humber","EO","150","140","26220","26180"
"In post","2021","Property","Yorkshire and The Humber","G6/G7","120","115","56390","54990"
"In post","2021","Property","Yorkshire and The Humber","SCS level","5","5","[c]","[c]"
"In post","2021","Property","Yorkshire and The Humber","SEO/HEO","265","250","35740","33300"
"In post","2021","Psychology","East Midlands (England)","AA/AO","5","5","[c]","[c]"
"In post","2021","Psychology","East Midlands (England)","EO","55","50","26500","26330"
"In post","2021","Psychology","East Midlands (England)","G6/G7","10","10","[c]","[c]"
"In post","2021","Psychology","East Midlands (England)","SEO/HEO","110","105","37050","31180"
"In post","2021","Psychology","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","East of England","EO","55","55","26290","25830"
"In post","2021","Psychology","East of England","G6/G7","10","10","68710","65890"
"In post","2021","Psychology","East of England","SEO/HEO","105","95","36500","31180"
"In post","2021","Psychology","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Psychology","London","EO","10","10","28740","27070"
"In post","2021","Psychology","London","G6/G7","10","5","[c]","[c]"
"In post","2021","Psychology","London","SEO/HEO","40","35","41970","42550"
"In post","2021","Psychology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","North East (England)","EO","20","20","26360","26330"
"In post","2021","Psychology","North East (England)","G6/G7","5","5","[c]","[c]"
"In post","2021","Psychology","North East (England)","SEO/HEO","65","60","39110","40060"
"In post","2021","Psychology","North West (England)","AA/AO","10","10","[c]","[c]"
"In post","2021","Psychology","North West (England)","EO","50","45","26580","27380"
"In post","2021","Psychology","North West (England)","G6/G7","10","10","67860","65910"
"In post","2021","Psychology","North West (England)","SEO/HEO","85","85","37010","31180"
"In post","2021","Psychology","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Scotland","AA/AO","10","10","22100","21280"
"In post","2021","Psychology","Scotland","EO","30","30","33090","33650"
"In post","2021","Psychology","Scotland","G6/G7","10","10","60910","53660"
"In post","2021","Psychology","Scotland","SEO/HEO","20","20","44650","45110"
"In post","2021","Psychology","South East (England)","AA/AO","10","10","21330","21710"
"In post","2021","Psychology","South East (England)","EO","75","65","26440","26330"
"In post","2021","Psychology","South East (England)","G6/G7","25","25","60440","59540"
"In post","2021","Psychology","South East (England)","SEO/HEO","125","120","37620","33120"
"In post","2021","Psychology","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","South West (England)","EO","25","25","25880","25830"
"In post","2021","Psychology","South West (England)","G6/G7","20","20","58080","56350"
"In post","2021","Psychology","South West (England)","SEO/HEO","55","55","37000","36710"
"In post","2021","Psychology","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Wales","EO","15","15","26080","25830"
"In post","2021","Psychology","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Wales","SEO/HEO","30","30","35950","30810"
"In post","2021","Psychology","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","West Midlands (England)","EO","45","45","26090","26330"
"In post","2021","Psychology","West Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2021","Psychology","West Midlands (England)","SEO/HEO","65","60","34860","31180"
"In post","2021","Psychology","Yorkshire and The Humber","AA/AO","10","10","20950","20890"
"In post","2021","Psychology","Yorkshire and The Humber","EO","55","55","26560","26850"
"In post","2021","Psychology","Yorkshire and The Humber","G6/G7","10","10","[c]","[c]"
"In post","2021","Psychology","Yorkshire and The Humber","SEO/HEO","100","95","36430","31180"
"In post","2021","Psychology","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","East Midlands (England)","AA/AO","45","40","21480","21540"
"In post","2021","Science and Engineering","East Midlands (England)","EO","65","65","26670","26410"
"In post","2021","Science and Engineering","East Midlands (England)","G6/G7","105","95","58810","57510"
"In post","2021","Science and Engineering","East Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2021","Science and Engineering","East Midlands (England)","SEO/HEO","320","300","37560","37790"
"In post","2021","Science and Engineering","East Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2021","Science and Engineering","East of England","AA/AO","130","120","21710","21570"
"In post","2021","Science and Engineering","East of England","EO","130","125","26160","25190"
"In post","2021","Science and Engineering","East of England","G6/G7","175","170","57060","53860"
"In post","2021","Science and Engineering","East of England","SCS level","5","5","[c]","[c]"
"In post","2021","Science and Engineering","East of England","SEO/HEO","480","450","35450","35900"
"In post","2021","Science and Engineering","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","London","AA/AO","110","100","24190","23710"
"In post","2021","Science and Engineering","London","EO","115","110","28210","27510"
"In post","2021","Science and Engineering","London","G6/G7","460","435","60700","59020"
"In post","2021","Science and Engineering","London","SCS level","60","50","102590","95310"
"In post","2021","Science and Engineering","London","SEO/HEO","650","620","39030","40070"
"In post","2021","Science and Engineering","London","Unknown","25","25","31770","33950"
"In post","2021","Science and Engineering","North East (England)","AA/AO","25","25","21630","21180"
"In post","2021","Science and Engineering","North East (England)","EO","10","10","[c]","[c]"
"In post","2021","Science and Engineering","North East (England)","G6/G7","5","5","[c]","[c]"
"In post","2021","Science and Engineering","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","North East (England)","SEO/HEO","25","20","37720","38590"
"In post","2021","Science and Engineering","North West (England)","AA/AO","85","80","20670","20230"
"In post","2021","Science and Engineering","North West (England)","EO","85","85","25710","26370"
"In post","2021","Science and Engineering","North West (England)","G6/G7","50","50","57760","55560"
"In post","2021","Science and Engineering","North West (England)","SCS level","5","5","[c]","[c]"
"In post","2021","Science and Engineering","North West (England)","SEO/HEO","190","170","36750","36330"
"In post","2021","Science and Engineering","North West (England)","Unknown","80","80","42070","41230"
"In post","2021","Science and Engineering","Northern Ireland","AA/AO","25","25","23120","23250"
"In post","2021","Science and Engineering","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Northern Ireland","SEO/HEO","15","15","37260","37660"
"In post","2021","Science and Engineering","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","AA/AO","10","10","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","EO","5","5","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","G6/G7","25","25","62010","57000"
"In post","2021","Science and Engineering","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","SEO/HEO","65","65","43820","42870"
"In post","2021","Science and Engineering","Overseas","Unknown","20","20","34960","32750"
"In post","2021","Science and Engineering","Scotland","AA/AO","80","80","21920","21580"
"In post","2021","Science and Engineering","Scotland","EO","110","105","23170","24150"
"In post","2021","Science and Engineering","Scotland","G6/G7","40","40","62230","63940"
"In post","2021","Science and Engineering","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Scotland","SEO/HEO","195","195","40920","40830"
"In post","2021","Science and Engineering","Scotland","Unknown","30","30","49490","46010"
"In post","2021","Science and Engineering","South East (England)","AA/AO","230","220","23180","24370"
"In post","2021","Science and Engineering","South East (England)","EO","275","260","26740","27960"
"In post","2021","Science and Engineering","South East (England)","G6/G7","600","575","52970","52060"
"In post","2021","Science and Engineering","South East (England)","SCS level","5","5","[c]","[c]"
"In post","2021","Science and Engineering","South East (England)","SEO/HEO","925","895","35700","36910"
"In post","2021","Science and Engineering","South East (England)","Unknown","5","5","[c]","[c]"
"In post","2021","Science and Engineering","South West (England)","AA/AO","420","410","20810","21050"
"In post","2021","Science and Engineering","South West (England)","EO","810","800","24550","25590"
"In post","2021","Science and Engineering","South West (England)","G6/G7","1365","1305","53560","50600"
"In post","2021","Science and Engineering","South West (England)","SCS level","20","20","97370","93100"
"In post","2021","Science and Engineering","South West (England)","SEO/HEO","3185","3075","36680","37320"
"In post","2021","Science and Engineering","South West (England)","Unknown","575","570","40510","39860"
"In post","2021","Science and Engineering","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","Unknown","70","65","27660","27370"
"In post","2021","Science and Engineering","Wales","AA/AO","80","80","20210","21000"
"In post","2021","Science and Engineering","Wales","EO","240","230","28940","28750"
"In post","2021","Science and Engineering","Wales","G6/G7","190","175","60110","59720"
"In post","2021","Science and Engineering","Wales","SCS level","10","10","82140","72150"
