"Status","Year","Age","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","50-59","Attorney General's Departments","London","45","[c]","55710","55000"
"New entrant CS","2021","50-59","Attorney General's Departments","Outside London","55","[c]","43150","48080"
"New entrant CS","2021","50-59","Cabinet Office","London","90","[c]","68330","68000"
"New entrant CS","2021","50-59","Cabinet Office","Outside London","30","[c]","55000","55100"
"New entrant CS","2021","50-59","Cabinet Office","Unknown","20","[c]","71030","67500"
"New entrant CS","2021","50-59","Chancellor's other departments","London","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Charity Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Charity Commission","Outside London","10","[c]","38040","29160"
"New entrant CS","2021","50-59","Competition and Markets Authority","London","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy","London","30","[c]","55800","40050"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy","Outside London","80","[c]","34440","25270"
"New entrant CS","2021","50-59","Department for Digital, Culture, Media and Sport","London","15","[c]","49050","51730"
"New entrant CS","2021","50-59","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Education","London","15","[c]","47240","45250"
"New entrant CS","2021","50-59","Department for Education","Outside London","50","[c]","37200","36260"
"New entrant CS","2021","50-59","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Environment, Food and Rural Affairs","London","25","[c]","47160","40930"
"New entrant CS","2021","50-59","Department for Environment, Food and Rural Affairs","Outside London","150","[c]","36810","29910"
"New entrant CS","2021","50-59","Department for International Trade","London","10","[c]","50270","50590"
"New entrant CS","2021","50-59","Department for International Trade","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Transport","London","25","[c]","49600","43530"
"New entrant CS","2021","50-59","Department for Transport","Outside London","145","[c]","29360","26130"
"New entrant CS","2021","50-59","Department for Work and Pensions","London","365","[c]","30570","31060"
"New entrant CS","2021","50-59","Department for Work and Pensions","Outside London","2430","[c]","26180","27570"
"New entrant CS","2021","50-59","Department for Work and Pensions","Unknown","60","[c]","27840","27570"
"New entrant CS","2021","50-59","Department of Health and Social Care","London","215","[c]","47410","40650"
"New entrant CS","2021","50-59","Department of Health and Social Care","Outside London","225","[c]","41460","36330"
"New entrant CS","2021","50-59","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Agency","London","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Agency","Outside London","10","[c]","35110","33850"
"New entrant CS","2021","50-59","HM Land Registry","London","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Land Registry","Outside London","70","[c]","24880","22350"
"New entrant CS","2021","50-59","HM Revenue and Customs","London","35","[c]","47220","36160"
"New entrant CS","2021","50-59","HM Revenue and Customs","Outside London","485","[c]","25700","20140"
"New entrant CS","2021","50-59","HM Revenue and Customs","Unknown","65","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Treasury","London","15","[c]","46150","42700"
"New entrant CS","2021","50-59","HM Treasury","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office","London","80","[c]","48350","41970"
"New entrant CS","2021","50-59","Home Office","Outside London","190","[c]","28960","24880"
"New entrant CS","2021","50-59","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","London","25","[c]","34640","28000"
"New entrant CS","2021","50-59","Ministry of Defence","Outside London","820","[c]","32180","29000"
"New entrant CS","2021","50-59","Ministry of Defence","Overseas","15","[c]","42380","33000"
"New entrant CS","2021","50-59","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Housing, Communities and Local Government","London","15","[c]","60330","53130"
"New entrant CS","2021","50-59","Ministry of Housing, Communities and Local Government","Outside London","25","[c]","39730","40720"
"New entrant CS","2021","50-59","Ministry of Justice","London","200","[c]","29310","24660"
"New entrant CS","2021","50-59","Ministry of Justice","Outside London","800","[c]","23350","20600"
"New entrant CS","2021","50-59","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","National Crime Agency","London","50","[c]","43940","40170"
"New entrant CS","2021","50-59","National Crime Agency","Outside London","140","[c]","36280","34140"
"New entrant CS","2021","50-59","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office for Standards in Education","London","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office for Standards in Education","Outside London","20","[c]","64550","70500"
"New entrant CS","2021","50-59","Office of Gas and Electricity Markets","London","15","[c]","59070","59500"
"New entrant CS","2021","50-59","Office of Gas and Electricity Markets","Outside London","15","[c]","32020","25300"
"New entrant CS","2021","50-59","Office of Qualifications and Examinations Regulation","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Other Cabinet Office Agencies","Outside London","25","[c]","42510","40000"
"New entrant CS","2021","50-59","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Scotland Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Scottish Government","Outside London","285","[c]","34700","28170"
"New entrant CS","2021","50-59","The National Archives","London","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","UK Export Finance","London","15","[c]","55240","50530"
"New entrant CS","2021","50-59","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","United Kingdom Statistics Authority","London","15","[c]","47310","40400"
"New entrant CS","2021","50-59","United Kingdom Statistics Authority","Outside London","85","[c]","32620","29540"
"New entrant CS","2021","50-59","Wales Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Welsh Government","Outside London","20","[c]","38090","39310"
"New entrant CS","2021","60-64","Attorney General's Departments","London","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Attorney General's Departments","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Cabinet Office","London","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Business, Energy and Industrial Strategy","London","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Business, Energy and Industrial Strategy","Outside London","10","[c]","31700","28110"
"New entrant CS","2021","60-64","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Education","London","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Education","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Environment, Food and Rural Affairs","London","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Environment, Food and Rural Affairs","Outside London","25","[c]","30370","27050"
"New entrant CS","2021","60-64","Department for International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Transport","London","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Transport","Outside London","25","[c]","28320","26350"
"New entrant CS","2021","60-64","Department for Work and Pensions","London","50","[c]","31360","31060"
"New entrant CS","2021","60-64","Department for Work and Pensions","Outside London","525","[c]","25590","27570"
"New entrant CS","2021","60-64","Department for Work and Pensions","Unknown","15","[c]","27120","27570"
"New entrant CS","2021","60-64","Department of Health and Social Care","London","50","[c]","56560","43490"
"New entrant CS","2021","60-64","Department of Health and Social Care","Outside London","65","[c]","43140","36330"
"New entrant CS","2021","60-64","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","HM Land Registry","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","HM Revenue and Customs","Outside London","65","[c]","23670","20140"
"New entrant CS","2021","60-64","HM Revenue and Customs","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","60-64","HM Treasury","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Home Office","London","10","[c]","53180","44570"
"New entrant CS","2021","60-64","Home Office","Outside London","20","[c]","30730","24880"
"New entrant CS","2021","60-64","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Ministry of Defence","Outside London","110","[c]","32800","29580"
"New entrant CS","2021","60-64","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Ministry of Housing, Communities and Local Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Ministry of Justice","London","25","[c]","25620","22680"
"New entrant CS","2021","60-64","Ministry of Justice","Outside London","165","[c]","20790","18880"
"New entrant CS","2021","60-64","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","National Crime Agency","London","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","National Crime Agency","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Scottish Government","Outside London","40","[c]","33180","26160"
"New entrant CS","2021","60-64","The National Archives","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","UK Export Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","United Kingdom Statistics Authority","Outside London","15","[c]","25630","23050"
"New entrant CS","2021","60-64","Welsh Government","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","65+","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Cabinet Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Department for Environment, Food and Rural Affairs","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","65+","Department for Transport","Outside London","10","[c]","36560","34690"
"New entrant CS","2021","65+","Department for Work and Pensions","London","5","[c]","[c]","[c]"
"New entrant CS","2021","65+","Department for Work and Pensions","Outside London","60","[c]","24350","21010"
"New entrant CS","2021","65+","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Department of Health and Social Care","London","20","[c]","49990","39480"
"New entrant CS","2021","65+","Department of Health and Social Care","Outside London","40","[c]","51000","36930"
"New entrant CS","2021","65+","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","HM Revenue and Customs","Outside London","15","[c]","25930","20140"
"New entrant CS","2021","65+","HM Revenue and Customs","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","65+","HM Treasury","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Home Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Home Office","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","65+","Ministry of Defence","Outside London","25","[c]","29170","23230"
"New entrant CS","2021","65+","Ministry of Housing, Communities and Local Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Ministry of Justice","London","15","[c]","25650","22350"
"New entrant CS","2021","65+","Ministry of Justice","Outside London","30","[c]","19940","18460"
"New entrant CS","2021","65+","National Crime Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Scottish Government","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","65+","UK Export Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Parent_department","Government Department, total figures for both Ministerial and Non-Ministerial Departments include all of their Executive Agencies.","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","",""
"Age","Age in 10 year bands. Age is calculated as at the reference date in each year (31st March), so entrants or leavers may have been up to one year younger at the date of exit or entry.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
