"Status","Year","Age","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Attorney General's Departments","London","5","5","[c]","[c]"
"In post","2021","16-19","Attorney General's Departments","Outside London","25","25","21770","21950"
"In post","2021","16-19","Cabinet Office","London","10","10","[c]","[c]"
"In post","2021","16-19","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","London","10","10","27390","27680"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","Outside London","25","25","20510","20750"
"In post","2021","16-19","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","Outside London","15","15","24720","25000"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","London","10","10","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Outside London","15","15","22970","22430"
"In post","2021","16-19","Department for International Trade","London","5","5","[c]","[c]"
"In post","2021","16-19","Department for Transport","London","5","5","[c]","[c]"
"In post","2021","16-19","Department for Transport","Outside London","45","35","19920","18060"
"In post","2021","16-19","Department for Work and Pensions","London","10","10","29280","31060"
"In post","2021","16-19","Department for Work and Pensions","Outside London","190","190","22280","21010"
"In post","2021","16-19","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","London","15","10","23630","22920"
"In post","2021","16-19","Department of Health and Social Care","Outside London","15","15","19650","19630"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Outside London","15","15","21490","21600"
"In post","2021","16-19","HM Land Registry","Outside London","15","15","21500","22350"
"In post","2021","16-19","HM Revenue and Customs","London","5","5","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Outside London","240","225","20580","20140"
"In post","2021","16-19","HM Treasury","London","25","25","23990","24300"
"In post","2021","16-19","Home Office","London","10","10","28540","28650"
"In post","2021","16-19","Home Office","Outside London","70","60","21430","21430"
"In post","2021","16-19","Ministry of Defence","London","5","5","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Outside London","210","210","18570","17780"
"In post","2021","16-19","Ministry of Defence","Unknown","35","35","18640","15940"
"In post","2021","16-19","Ministry of Justice","London","25","25","23230","22680"
"In post","2021","16-19","Ministry of Justice","Outside London","120","120","21510","20600"
"In post","2021","16-19","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government","Outside London","100","100","21190","21150"
"In post","2021","16-19","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Outside London","15","15","20500","19130"
"In post","2021","16-19","Welsh Government","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","London","680","675","33000","29280"
"In post","2021","20-29","Attorney General's Departments","Outside London","635","630","27170","25480"
"In post","2021","20-29","Cabinet Office","London","2515","2515","35450","32000"
"In post","2021","20-29","Cabinet Office","Outside London","515","510","28420","28000"
"In post","2021","20-29","Cabinet Office","Unknown","370","370","31530","29250"
"In post","2021","20-29","Chancellor's other departments","London","80","80","35820","34030"
"In post","2021","20-29","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","London","15","15","31080","29160"
"In post","2021","20-29","Charity Commission","Outside London","35","35","25560","24440"
"In post","2021","20-29","Competition and Markets Authority","London","140","140","37810","33610"
"In post","2021","20-29","Competition and Markets Authority","Outside London","10","10","49210","53530"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","London","1855","1850","40840","39610"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Outside London","1040","1030","27560","24570"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Overseas","15","15","39400","41200"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","London","650","645","41310","35660"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Outside London","25","25","34930","34020"
"In post","2021","20-29","Department for Education","London","655","650","39850","36980"
"In post","2021","20-29","Department for Education","Outside London","960","955","32500","29730"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","London","780","775","36330","33120"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Outside London","1155","1145","26710","24920"
"In post","2021","20-29","Department for International Trade","London","880","875","37440","33110"
"In post","2021","20-29","Department for International Trade","Outside London","55","55","34700","31800"
"In post","2021","20-29","Department for International Trade","Overseas","20","20","39940","36530"
"In post","2021","20-29","Department for Transport","London","865","865","38870","35060"
"In post","2021","20-29","Department for Transport","Outside London","1360","1315","24790","21590"
"In post","2021","20-29","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Work and Pensions","London","1820","1805","31830","31060"
"In post","2021","20-29","Department for Work and Pensions","Outside London","8595","8425","25570","27570"
"In post","2021","20-29","Department for Work and Pensions","Unknown","125","125","28080","27570"
"In post","2021","20-29","Department of Health and Social Care","London","1710","1675","35850","32790"
"In post","2021","20-29","Department of Health and Social Care","Outside London","975","935","27210","24130"
"In post","2021","20-29","ESTYN","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","London","55","55","35760","32830"
"In post","2021","20-29","Food Standards Agency","Outside London","60","55","30000","30350"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","London","925","925","36250","35700"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Outside London","350","350","28780","26560"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Overseas","205","205","37310","34220"
"In post","2021","20-29","HM Land Registry","London","50","50","31060","30600"
"In post","2021","20-29","HM Land Registry","Outside London","1060","1040","25100","22350"
"In post","2021","20-29","HM Revenue and Customs","London","1195","1190","37260","36160"
"In post","2021","20-29","HM Revenue and Customs","Outside London","9135","8915","25500","25560"
"In post","2021","20-29","HM Treasury","London","1015","1010","38830","33110"
"In post","2021","20-29","HM Treasury","Outside London","30","30","28010","23750"
"In post","2021","20-29","Home Office","London","1935","1920","35740","35050"
"In post","2021","20-29","Home Office","Outside London","3335","3210","24020","24880"
"In post","2021","20-29","Home Office","Overseas","15","15","[c]","[c]"
"In post","2021","20-29","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Defence","London","735","735","37000","37000"
"In post","2021","20-29","Ministry of Defence","Outside London","6415","6360","27450","26670"
"In post","2021","20-29","Ministry of Defence","Overseas","55","55","35650","34100"
"In post","2021","20-29","Ministry of Defence","Unknown","380","380","29060","28980"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","London","560","555","38420","33210"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","Outside London","165","165","29120","27860"
"In post","2021","20-29","Ministry of Justice","London","2890","2870","30520","30220"
"In post","2021","20-29","Ministry of Justice","Outside London","11140","10970","24610","24000"
"In post","2021","20-29","Ministry of Justice","Unknown","10","10","21300","20610"
"In post","2021","20-29","National Crime Agency","London","335","335","34900","36200"
"In post","2021","20-29","National Crime Agency","Outside London","600","600","30300","30640"
"In post","2021","20-29","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","London","20","20","44520","41410"
"In post","2021","20-29","Northern Ireland Office","Outside London","10","10","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education","London","40","40","33480","34700"
"In post","2021","20-29","Office for Standards in Education","Outside London","115","115","27220","25880"
"In post","2021","20-29","Office of Gas and Electricity Markets","London","180","180","33980","34240"
"In post","2021","20-29","Office of Gas and Electricity Markets","Outside London","165","165","27850","24830"
"In post","2021","20-29","Office of Qualifications and Examinations Regulation","Outside London","25","25","31420","31000"
"In post","2021","20-29","Office of Rail and Road","London","20","20","34630","31910"
"In post","2021","20-29","Office of Rail and Road","Outside London","10","10","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","London","25","25","36840","34550"
"In post","2021","20-29","Other Cabinet Office Agencies","Outside London","135","135","28680","27770"
"In post","2021","20-29","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland Office","London","10","10","29140","27090"
"In post","2021","20-29","Scotland Office","Outside London","15","15","32350","30750"
"In post","2021","20-29","Scottish Government","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scottish Government","Outside London","3465","3400","27500","26160"
"In post","2021","20-29","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","The National Archives","London","75","75","26800","23960"
"In post","2021","20-29","UK Export Finance","London","70","65","35960","33000"
"In post","2021","20-29","UK Supreme Court","London","15","15","33510","37230"
"In post","2021","20-29","United Kingdom Statistics Authority","London","195","195","33990","32540"
"In post","2021","20-29","United Kingdom Statistics Authority","Outside London","1030","1000","29080","29540"
"In post","2021","20-29","Wales Office","London","5","5","[c]","[c]"
"In post","2021","20-29","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","London","10","10","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","Outside London","20","20","30340","29000"
"In post","2021","20-29","Welsh Government","Outside London","555","545","26990","23830"
"In post","2021","30-39","Attorney General's Departments","London","1255","1195","49310","51250"
"In post","2021","30-39","Attorney General's Departments","Outside London","910","850","38910","38180"
"In post","2021","30-39","Cabinet Office","London","1775","1750","52530","54700"
"In post","2021","30-39","Cabinet Office","Outside London","455","440","38030","33110"
"In post","2021","30-39","Cabinet Office","Unknown","135","135","41090","33250"
"In post","2021","30-39","Chancellor's other departments","London","90","90","59340","55000"
"In post","2021","30-39","Chancellor's other departments","Outside London","10","10","46260","41310"
"In post","2021","30-39","Charity Commission","London","20","20","46850","46250"
"In post","2021","30-39","Charity Commission","Outside London","85","80","31650","29160"
"In post","2021","30-39","Competition and Markets Authority","London","280","270","59830","56630"
"In post","2021","30-39","Competition and Markets Authority","Outside London","20","20","59480","55860"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","London","1560","1515","52020","53380"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","Outside London","1870","1790","34370","32730"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","Overseas","5","5","[c]","[c]"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","London","585","570","52890","52130"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","Outside London","20","20","39920","34020"
"In post","2021","30-39","Department for Education","London","735","705","52130","53760"
"In post","2021","30-39","Department for Education","Outside London","1395","1340","39740","36780"
"In post","2021","30-39","Department for Education","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs","London","640","615","47460","52290"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs","Outside London","1845","1735","32570","29750"
"In post","2021","30-39","Department for International Trade","London","635","625","49650","51970"
"In post","2021","30-39","Department for International Trade","Outside London","50","50","45860","48220"
"In post","2021","30-39","Department for International Trade","Overseas","55","55","54290","52970"
"In post","2021","30-39","Department for Transport","London","855","840","49590","54110"
"In post","2021","30-39","Department for Transport","Outside London","2830","2595","27910","26350"
"In post","2021","30-39","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for Work and Pensions","London","1740","1665","34430","31060"
"In post","2021","30-39","Department for Work and Pensions","Outside London","13230","12065","27000","27570"
"In post","2021","30-39","Department for Work and Pensions","Unknown","180","175","29730","27570"
"In post","2021","30-39","Department of Health and Social Care","London","1605","1530","47290","42000"
"In post","2021","30-39","Department of Health and Social Care","Outside London","1180","1105","38080","36690"
"In post","2021","30-39","ESTYN","Outside London","15","10","34200","28850"
"In post","2021","30-39","Food Standards Agency","London","95","90","42000","40960"
"In post","2021","30-39","Food Standards Agency","Outside London","160","160","36150","37350"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","London","1140","1115","50090","53000"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Outside London","485","475","36990","33930"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Overseas","710","705","48090","52430"
"In post","2021","30-39","HM Land Registry","London","55","55","40020","37290"
"In post","2021","30-39","HM Land Registry","Outside London","840","795","29170","27130"
"In post","2021","30-39","HM Revenue and Customs","London","1515","1475","45750","41760"
"In post","2021","30-39","HM Revenue and Customs","Outside London","12470","11800","29470","25560"
"In post","2021","30-39","HM Treasury","London","685","665","56400","57530"
"In post","2021","30-39","HM Treasury","Outside London","55","55","40660","39200"
"In post","2021","30-39","Home Office","London","3075","2955","41400","35200"
"In post","2021","30-39","Home Office","Outside London","5410","5040","26720","25040"
"In post","2021","30-39","Home Office","Overseas","95","95","26560","25380"
"In post","2021","30-39","Home Office","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","London","790","775","45580","45200"
"In post","2021","30-39","Ministry of Defence","Outside London","9110","8755","33950","33300"
"In post","2021","30-39","Ministry of Defence","Overseas","170","170","41740","40580"
"In post","2021","30-39","Ministry of Defence","Unknown","435","435","37700","34460"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","London","520","510","51050","53130"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Outside London","345","325","38130","36340"
"In post","2021","30-39","Ministry of Justice","London","3470","3355","36430","33260"
"In post","2021","30-39","Ministry of Justice","Outside London","14805","13930","27560","26300"
"In post","2021","30-39","Ministry of Justice","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","National Crime Agency","London","435","425","42870","40170"
"In post","2021","30-39","National Crime Agency","Outside London","825","800","35370","36410"
"In post","2021","30-39","National Crime Agency","Overseas","15","15","57420","58340"
"In post","2021","30-39","National Crime Agency","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Northern Ireland Office","London","30","25","50250","52850"
"In post","2021","30-39","Northern Ireland Office","Outside London","25","25","43150","38050"
"In post","2021","30-39","Office for Standards in Education","London","85","80","54150","51360"
"In post","2021","30-39","Office for Standards in Education","Outside London","320","305","38310","32010"
"In post","2021","30-39","Office of Gas and Electricity Markets","London","220","215","51430","49630"
"In post","2021","30-39","Office of Gas and Electricity Markets","Outside London","185","185","38230","34910"
"In post","2021","30-39","Office of Qualifications and Examinations Regulation","Outside London","90","85","43030","38760"
"In post","2021","30-39","Office of Rail and Road","London","55","55","51290","55430"
"In post","2021","30-39","Office of Rail and Road","Outside London","35","35","48950","51310"
"In post","2021","30-39","Other Cabinet Office Agencies","London","40","40","47410","49300"
"In post","2021","30-39","Other Cabinet Office Agencies","Outside London","235","225","35130","34800"
"In post","2021","30-39","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scotland Office","London","15","15","51460","52850"
"In post","2021","30-39","Scotland Office","Outside London","20","20","48850","48930"
"In post","2021","30-39","Scottish Government","London","5","5","[c]","[c]"
"In post","2021","30-39","Scottish Government","Outside London","5340","5125","35440","32930"
"In post","2021","30-39","Scottish Government","Overseas","5","5","[c]","[c]"
"In post","2021","30-39","The National Archives","London","115","110","34520","34260"
"In post","2021","30-39","UK Export Finance","London","90","85","52590","50120"
"In post","2021","30-39","UK Supreme Court","London","10","10","38480","37230"
"In post","2021","30-39","United Kingdom Statistics Authority","London","90","90","45120","40020"
"In post","2021","30-39","United Kingdom Statistics Authority","Outside London","1220","1140","34330","32000"
"In post","2021","30-39","Wales Office","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","Outside London","10","10","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","London","15","15","53890","52890"
"In post","2021","30-39","Water Services Regulation Authority","Outside London","50","50","50750","47000"
"In post","2021","30-39","Welsh Government","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Welsh Government","Outside London","1275","1210","37620","37410"
"In post","2021","30-39","Welsh Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Attorney General's Departments","London","1270","1155","54650","56740"
"In post","2021","40-49","Attorney General's Departments","Outside London","1490","1365","42860","48080"
"In post","2021","40-49","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Cabinet Office","London","1200","1175","63420","59160"
"In post","2021","40-49","Cabinet Office","Outside London","595","575","48590","49700"
"In post","2021","40-49","Cabinet Office","Unknown","45","45","45820","34550"
"In post","2021","40-49","Chancellor's other departments","London","100","95","67530","59070"
"In post","2021","40-49","Chancellor's other departments","Outside London","15","15","56310","56020"
"In post","2021","40-49","Charity Commission","London","20","20","46260","44490"
"In post","2021","40-49","Charity Commission","Outside London","105","100","35510","29340"
"In post","2021","40-49","Competition and Markets Authority","London","205","190","72040","72430"
"In post","2021","40-49","Competition and Markets Authority","Outside London","15","15","61650","59420"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","London","1050","1005","55810","53750"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","Outside London","1995","1880","38730","38200"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","Overseas","5","5","[c]","[c]"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","London","275","260","58050","58420"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","Outside London","10","10","55830","52730"
"In post","2021","40-49","Department for Education","London","625","585","56910","54400"
"In post","2021","40-49","Department for Education","Outside London","1485","1420","43690","40300"
"In post","2021","40-49","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","London","565","535","52350","53620"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Outside London","2495","2320","34980","31070"
"In post","2021","40-49","Department for International Trade","London","355","345","52570","51970"
"In post","2021","40-49","Department for International Trade","Outside London","45","45","50580","51970"
"In post","2021","40-49","Department for International Trade","Overseas","45","45","62610","60080"
"In post","2021","40-49","Department for Transport","London","760","735","52930","54650"
"In post","2021","40-49","Department for Transport","Outside London","3110","2920","30780","26780"
"In post","2021","40-49","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Work and Pensions","London","2220","2055","35330","31060"
"In post","2021","40-49","Department for Work and Pensions","Outside London","19925","17890","27890","27570"
"In post","2021","40-49","Department for Work and Pensions","Unknown","195","185","30490","27570"
"In post","2021","40-49","Department of Health and Social Care","London","1405","1315","54530","53360"
"In post","2021","40-49","Department of Health and Social Care","Outside London","1445","1330","45430","40950"
"In post","2021","40-49","ESTYN","Outside London","25","25","55690","74730"
"In post","2021","40-49","Food Standards Agency","London","155","155","44600","40960"
"In post","2021","40-49","Food Standards Agency","Outside London","200","195","37270","32480"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","London","1035","990","56170","57400"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Outside London","485","470","41470","39580"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Overseas","715","715","54530","56160"
"In post","2021","40-49","HM Land Registry","London","80","80","49530","42100"
"In post","2021","40-49","HM Land Registry","Outside London","1185","1100","32570","27130"
"In post","2021","40-49","HM Revenue and Customs","London","1750","1675","45490","38370"
"In post","2021","40-49","HM Revenue and Customs","Outside London","12910","11990","30880","25860"
"In post","2021","40-49","HM Treasury","London","300","285","61550","63000"
"In post","2021","40-49","HM Treasury","Outside London","95","90","42810","41720"
"In post","2021","40-49","Home Office","London","3445","3255","42210","35380"
"In post","2021","40-49","Home Office","Outside London","5475","5100","28660","25410"
"In post","2021","40-49","Home Office","Overseas","120","115","28950","27370"
"In post","2021","40-49","Ministry of Defence","London","715","695","46400","43700"
"In post","2021","40-49","Ministry of Defence","Outside London","10740","10360","35980","33300"
"In post","2021","40-49","Ministry of Defence","Overseas","235","230","43620","41600"
"In post","2021","40-49","Ministry of Defence","Unknown","445","445","39460","34460"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government","London","385","370","56600","53650"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government","Outside London","430","405","42380","41020"
"In post","2021","40-49","Ministry of Justice","London","3210","3075","39520","35310"
"In post","2021","40-49","Ministry of Justice","Outside London","14065","13160","30210","28200"
"In post","2021","40-49","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Crime Agency","London","405","390","47230","45360"
"In post","2021","40-49","National Crime Agency","Outside London","905","875","39220","37790"
"In post","2021","40-49","National Crime Agency","Overseas","45","45","65020","64460"
"In post","2021","40-49","National Crime Agency","Unknown","25","25","45650","45480"
"In post","2021","40-49","Northern Ireland Office","London","10","10","53230","52850"
"In post","2021","40-49","Northern Ireland Office","Outside London","10","10","35720","34390"
"In post","2021","40-49","Office for Standards in Education","London","140","135","56950","51360"
"In post","2021","40-49","Office for Standards in Education","Outside London","365","355","50420","51360"
"In post","2021","40-49","Office of Gas and Electricity Markets","London","150","140","63180","59190"
"In post","2021","40-49","Office of Gas and Electricity Markets","Outside London","100","100","44560","40000"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","Outside London","85","80","48220","46660"
"In post","2021","40-49","Office of Rail and Road","London","60","55","57510","55600"
"In post","2021","40-49","Office of Rail and Road","Outside London","30","30","50460","51310"
"In post","2021","40-49","Other Cabinet Office Agencies","London","35","35","58670","54700"
"In post","2021","40-49","Other Cabinet Office Agencies","Outside London","220","215","42080","38000"
"In post","2021","40-49","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scotland Office","London","10","5","[c]","[c]"
"In post","2021","40-49","Scotland Office","Outside London","15","15","54240","57240"
"In post","2021","40-49","Scottish Government","London","5","5","[c]","[c]"
"In post","2021","40-49","Scottish Government","Outside London","5250","4985","40680","35110"
"In post","2021","40-49","Scottish Government","Overseas","5","5","[c]","[c]"
"In post","2021","40-49","The National Archives","London","150","140","39640","36710"
"In post","2021","40-49","UK Export Finance","London","110","110","58520","53950"
"In post","2021","40-49","UK Supreme Court","London","10","5","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","London","55","55","58780","53520"
"In post","2021","40-49","United Kingdom Statistics Authority","Outside London","1015","925","36760","36030"
"In post","2021","40-49","Wales Office","London","5","5","[c]","[c]"
"In post","2021","40-49","Wales Office","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Water Services Regulation Authority","London","35","35","80300","75020"
"In post","2021","40-49","Water Services Regulation Authority","Outside London","70","65","53100","49810"
"In post","2021","40-49","Welsh Government","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Welsh Government","Outside London","1675","1595","43920","37410"
"In post","2021","40-49","Welsh Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Attorney General's Departments","London","1165","1115","55350","59880"
"In post","2021","50-59","Attorney General's Departments","Outside London","1715","1590","43980","43800"
"In post","2021","50-59","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Cabinet Office","London","835","820","64900","58110"
"In post","2021","50-59","Cabinet Office","Outside London","635","615","46660","38420"
"In post","2021","50-59","Cabinet Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Cabinet Office","Unknown","40","40","50780","34640"
"In post","2021","50-59","Chancellor's other departments","London","65","60","71690","56480"
"In post","2021","50-59","Chancellor's other departments","Outside London","20","20","53410","42670"
"In post","2021","50-59","Charity Commission","London","10","10","36580","37910"
"In post","2021","50-59","Charity Commission","Outside London","105","100","35440","29690"
"In post","2021","50-59","Competition and Markets Authority","London","145","140","68870","61210"
"In post","2021","50-59","Competition and Markets Authority","Outside London","5","5","[c]","[c]"
"In post","2021","50-59","Department for Business, Energy and Industrial Strategy","London","915","895","51040","49100"
"In post","2021","50-59","Department for Business, Energy and Industrial Strategy","Outside London","1980","1890","38380","36530"
"In post","2021","50-59","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Digital, Culture, Media and Sport","London","165","160","54200","52250"
"In post","2021","50-59","Department for Digital, Culture, Media and Sport","Outside London","5","5","[c]","[c]"
"In post","2021","50-59","Department for Education","London","490","480","53410","54400"
"In post","2021","50-59","Department for Education","Outside London","1215","1175","43760","38720"
"In post","2021","50-59","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Environment, Food and Rural Affairs","London","475","460","47900","42620"
"In post","2021","50-59","Department for Environment, Food and Rural Affairs","Outside London","2205","2105","35720","31110"
"In post","2021","50-59","Department for International Trade","London","360","360","48660","41000"
"In post","2021","50-59","Department for International Trade","Outside London","60","55","46510","43400"
"In post","2021","50-59","Department for International Trade","Overseas","25","25","57980","54470"
"In post","2021","50-59","Department for Transport","London","720","705","48100","43360"
"In post","2021","50-59","Department for Transport","Outside London","3475","3260","30800","26780"
"In post","2021","50-59","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Work and Pensions","London","3230","3045","34180","31060"
"In post","2021","50-59","Department for Work and Pensions","Outside London","29650","26700","27990","27570"
"In post","2021","50-59","Department for Work and Pensions","Unknown","300","280","31680","27570"
"In post","2021","50-59","Department of Health and Social Care","London","1275","1215","54610","51480"
"In post","2021","50-59","Department of Health and Social Care","Outside London","1265","1180","50630","43550"
"In post","2021","50-59","ESTYN","Outside London","45","45","66190","74730"
"In post","2021","50-59","Food Standards Agency","London","130","130","43990","40960"
"In post","2021","50-59","Food Standards Agency","Outside London","305","300","33780","28660"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","London","940","920","53420","49380"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Outside London","565","545","43040","40670"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Overseas","550","545","57560","56710"
"In post","2021","50-59","HM Land Registry","London","145","135","41720","37290"
"In post","2021","50-59","HM Land Registry","Outside London","2295","2065","31890","27130"
"In post","2021","50-59","HM Revenue and Customs","London","3175","3070","43750","39800"
"In post","2021","50-59","HM Revenue and Customs","Outside London","16900","15365","31240","28130"
"In post","2021","50-59","HM Treasury","London","235","230","56150","52760"
"In post","2021","50-59","HM Treasury","Outside London","135","130","47290","44790"
"In post","2021","50-59","Home Office","London","3585","3385","40130","35070"
"In post","2021","50-59","Home Office","Outside London","5765","5290","28520","26160"
"In post","2021","50-59","Home Office","Overseas","85","85","28270","27370"
"In post","2021","50-59","Home Office","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","London","1170","1150","39900","35290"
"In post","2021","50-59","Ministry of Defence","Outside London","17410","17025","34310","32920"
"In post","2021","50-59","Ministry of Defence","Overseas","255","250","43120","40580"
"In post","2021","50-59","Ministry of Defence","Unknown","580","575","41440","35380"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","London","325","320","51040","53130"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Outside London","420","400","45130","43740"
"In post","2021","50-59","Ministry of Justice","London","3620","3510","37470","33260"
"In post","2021","50-59","Ministry of Justice","Outside London","17755","16660","30230","28200"
"In post","2021","50-59","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
