"Status","Year","Region_ITL2","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Highlands and Islands","SEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Highlands and Islands","SEO","Unknown","35","35","44530","45210"
"In post","2021","Highlands and Islands","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Highlands and Islands","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","AA","Heterosexual / straight","125","115","21910","21750"
"In post","2021","Inner London - East","AA","LGBO","10","10","[c]","[c]"
"In post","2021","Inner London - East","AA","Undeclared","25","25","[c]","[c]"
"In post","2021","Inner London - East","AA","Unknown","110","105","22480","22650"
"In post","2021","Inner London - East","AO","Heterosexual / straight","1380","1285","26120","25110"
"In post","2021","Inner London - East","AO","LGBO","85","85","26680","25110"
"In post","2021","Inner London - East","AO","Undeclared","195","180","25240","24810"
"In post","2021","Inner London - East","AO","Unknown","790","705","26880","25110"
"In post","2021","Inner London - East","EO","Heterosexual / straight","2870","2730","30840","31060"
"In post","2021","Inner London - East","EO","LGBO","215","210","30550","31060"
"In post","2021","Inner London - East","EO","Undeclared","400","380","30340","31060"
"In post","2021","Inner London - East","EO","Unknown","990","925","30910","31060"
"In post","2021","Inner London - East","G6","Heterosexual / straight","660","630","71690","71290"
"In post","2021","Inner London - East","G6","LGBO","50","50","71270","71290"
"In post","2021","Inner London - East","G6","Undeclared","110","100","71690","70580"
"In post","2021","Inner London - East","G6","Unknown","245","235","73780","72430"
"In post","2021","Inner London - East","G7","Heterosexual / straight","1745","1680","57540","57780"
"In post","2021","Inner London - East","G7","LGBO","135","135","57470","57680"
"In post","2021","Inner London - East","G7","Undeclared","245","235","58100","57870"
"In post","2021","Inner London - East","G7","Unknown","570","550","57770","58390"
"In post","2021","Inner London - East","HEO","Heterosexual / straight","1735","1685","36690","36160"
"In post","2021","Inner London - East","HEO","LGBO","130","130","35980","35730"
"In post","2021","Inner London - East","HEO","Undeclared","205","195","36050","36160"
"In post","2021","Inner London - East","HEO","Unknown","670","645","36510","36160"
"In post","2021","Inner London - East","SCS level","Heterosexual / straight","420","390","98540","96250"
"In post","2021","Inner London - East","SCS level","LGBO","25","25","[c]","[c]"
"In post","2021","Inner London - East","SCS level","Undeclared","55","50","92400","90500"
"In post","2021","Inner London - East","SCS level","Unknown","170","160","101670","92330"
"In post","2021","Inner London - East","SEO","Heterosexual / straight","1415","1360","43410","41850"
"In post","2021","Inner London - East","SEO","LGBO","90","90","43480","41800"
"In post","2021","Inner London - East","SEO","Undeclared","215","205","43250","41760"
"In post","2021","Inner London - East","SEO","Unknown","425","415","43420","41980"
"In post","2021","Inner London - East","Unknown","Heterosexual / straight","530","515","33310","32090"
"In post","2021","Inner London - East","Unknown","LGBO","45","45","33650","34100"
"In post","2021","Inner London - East","Unknown","Undeclared","65","65","37100","35310"
"In post","2021","Inner London - East","Unknown","Unknown","55","55","29470","26810"
"In post","2021","Inner London - West","AA","Heterosexual / straight","405","385","22130","22210"
"In post","2021","Inner London - West","AA","LGBO","15","15","[c]","[c]"
"In post","2021","Inner London - West","AA","Undeclared","40","35","21660","21800"
"In post","2021","Inner London - West","AA","Unknown","170","160","22850","22210"
"In post","2021","Inner London - West","AO","Heterosexual / straight","2465","2350","26090","24590"
"In post","2021","Inner London - West","AO","LGBO","145","140","26670","25010"
"In post","2021","Inner London - West","AO","Undeclared","330","310","25790","25110"
"In post","2021","Inner London - West","AO","Unknown","920","870","26120","24490"
"In post","2021","Inner London - West","EO","Heterosexual / straight","5135","4995","29320","29270"
"In post","2021","Inner London - West","EO","LGBO","415","410","28890","28500"
"In post","2021","Inner London - West","EO","Undeclared","635","615","29530","29500"
"In post","2021","Inner London - West","EO","Unknown","1690","1635","29200","29230"
"In post","2021","Inner London - West","G6","Heterosexual / straight","4215","4050","68760","67360"
"In post","2021","Inner London - West","G6","LGBO","360","355","67560","66250"
"In post","2021","Inner London - West","G6","Undeclared","555","530","69790","68450"
"In post","2021","Inner London - West","G6","Unknown","1380","1320","69160","66440"
"In post","2021","Inner London - West","G7","Heterosexual / straight","9950","9625","56400","54950"
"In post","2021","Inner London - West","G7","LGBO","1020","1000","55920","54700"
"In post","2021","Inner London - West","G7","Undeclared","1275","1245","56850","55930"
"In post","2021","Inner London - West","G7","Unknown","2950","2860","56170","54700"
"In post","2021","Inner London - West","HEO","Heterosexual / straight","8155","8030","35210","34980"
"In post","2021","Inner London - West","HEO","LGBO","855","850","34630","34020"
"In post","2021","Inner London - West","HEO","Undeclared","1095","1080","35550","35070"
"In post","2021","Inner London - West","HEO","Unknown","3575","3530","33470","32940"
"In post","2021","Inner London - West","SCS level","Heterosexual / straight","2610","2530","88990","79710"
"In post","2021","Inner London - West","SCS level","LGBO","220","215","86140","78000"
"In post","2021","Inner London - West","SCS level","Undeclared","245","240","86720","79460"
"In post","2021","Inner London - West","SCS level","Unknown","815","790","91580","80000"
"In post","2021","Inner London - West","SEO","Heterosexual / straight","6070","5945","42690","41970"
"In post","2021","Inner London - West","SEO","LGBO","570","565","42040","41340"
"In post","2021","Inner London - West","SEO","Undeclared","790","770","43040","42410"
"In post","2021","Inner London - West","SEO","Unknown","1835","1800","41900","41000"
"In post","2021","Inner London - West","Unknown","Heterosexual / straight","165","160","37740","35040"
"In post","2021","Inner London - West","Unknown","LGBO","15","15","[c]","[c]"
"In post","2021","Inner London - West","Unknown","Undeclared","25","20","[c]","[c]"
"In post","2021","Inner London - West","Unknown","Unknown","30","30","[c]","[c]"
"In post","2021","Kent","AA","Heterosexual / straight","285","270","20230","20600"
"In post","2021","Kent","AA","LGBO","20","20","[c]","[c]"
"In post","2021","Kent","AA","Undeclared","25","25","[c]","[c]"
"In post","2021","Kent","AA","Unknown","105","100","20350","21180"
"In post","2021","Kent","AO","Heterosexual / straight","1710","1610","25740","24180"
"In post","2021","Kent","AO","LGBO","90","90","26540","25110"
"In post","2021","Kent","AO","Undeclared","200","180","25230","24180"
"In post","2021","Kent","AO","Unknown","545","510","26340","25110"
"In post","2021","Kent","EO","Heterosexual / straight","2580","2380","28130","27370"
"In post","2021","Kent","EO","LGBO","145","135","29040","29290"
"In post","2021","Kent","EO","Undeclared","445","395","28080","27370"
"In post","2021","Kent","EO","Unknown","415","385","29660","29290"
"In post","2021","Kent","G6","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Kent","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Kent","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Kent","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Kent","G7","Heterosexual / straight","165","160","53470","52050"
"In post","2021","Kent","G7","LGBO","5","5","[c]","[c]"
"In post","2021","Kent","G7","Undeclared","25","25","[c]","[c]"
"In post","2021","Kent","G7","Unknown","50","50","55330","54730"
"In post","2021","Kent","HEO","Heterosexual / straight","670","645","33940","32400"
"In post","2021","Kent","HEO","LGBO","50","50","35040","34680"
"In post","2021","Kent","HEO","Undeclared","125","120","33290","32110"
"In post","2021","Kent","HEO","Unknown","100","95","35000","35120"
"In post","2021","Kent","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Kent","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Kent","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Kent","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Kent","SEO","Heterosexual / straight","315","300","42880","40990"
"In post","2021","Kent","SEO","LGBO","10","10","[c]","[c]"
"In post","2021","Kent","SEO","Undeclared","55","50","45020","42520"
"In post","2021","Kent","SEO","Unknown","55","50","41520","38630"
"In post","2021","Kent","Unknown","Heterosexual / straight","220","205","30050","30880"
"In post","2021","Kent","Unknown","LGBO","15","15","[c]","[c]"
"In post","2021","Kent","Unknown","Undeclared","25","25","[c]","[c]"
"In post","2021","Kent","Unknown","Unknown","20","20","[c]","[c]"
"In post","2021","Lancashire","AA","Heterosexual / straight","285","255","20040","20600"
"In post","2021","Lancashire","AA","LGBO","20","20","[c]","[c]"
"In post","2021","Lancashire","AA","Undeclared","30","25","[c]","[c]"
"In post","2021","Lancashire","AA","Unknown","130","115","20070","20600"
"In post","2021","Lancashire","AO","Heterosexual / straight","3430","3075","21910","21010"
"In post","2021","Lancashire","AO","LGBO","195","185","22120","21010"
"In post","2021","Lancashire","AO","Undeclared","415","365","21920","21010"
"In post","2021","Lancashire","AO","Unknown","1590","1380","22270","21010"
"In post","2021","Lancashire","EO","Heterosexual / straight","2815","2550","27440","27570"
"In post","2021","Lancashire","EO","LGBO","135","130","27590","27570"
"In post","2021","Lancashire","EO","Undeclared","360","320","27460","27570"
"In post","2021","Lancashire","EO","Unknown","1070","965","27570","27570"
"In post","2021","Lancashire","G6","Heterosexual / straight","150","140","67700","64940"
"In post","2021","Lancashire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","G6","Undeclared","15","15","[c]","[c]"
"In post","2021","Lancashire","G6","Unknown","40","35","65910","64720"
"In post","2021","Lancashire","G7","Heterosexual / straight","395","375","52260","52350"
"In post","2021","Lancashire","G7","LGBO","10","10","[c]","[c]"
"In post","2021","Lancashire","G7","Undeclared","40","35","54560","53150"
"In post","2021","Lancashire","G7","Unknown","125","115","53370","52580"
"In post","2021","Lancashire","HEO","Heterosexual / straight","1025","960","32890","31990"
"In post","2021","Lancashire","HEO","LGBO","45","45","32630","31990"
"In post","2021","Lancashire","HEO","Undeclared","135","125","33120","32370"
"In post","2021","Lancashire","HEO","Unknown","270","255","33040","32160"
"In post","2021","Lancashire","SCS level","Heterosexual / straight","35","35","84960","76540"
"In post","2021","Lancashire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","SCS level","Unknown","5","5","[c]","[c]"
"In post","2021","Lancashire","SEO","Heterosexual / straight","675","640","39950","38630"
"In post","2021","Lancashire","SEO","LGBO","25","25","[c]","[c]"
"In post","2021","Lancashire","SEO","Undeclared","70","65","39860","38630"
"In post","2021","Lancashire","SEO","Unknown","145","140","38390","37130"
"In post","2021","Lancashire","Unknown","Heterosexual / straight","345","320","29440","30210"
"In post","2021","Lancashire","Unknown","LGBO","20","20","[c]","[c]"
"In post","2021","Lancashire","Unknown","Undeclared","30","25","[c]","[c]"
"In post","2021","Lancashire","Unknown","Unknown","35","30","28040","23840"
"In post","2021","Leicestershire, Rutland and Northamptonshire","AA","Heterosexual / straight","215","195","19240","18800"
"In post","2021","Leicestershire, Rutland and Northamptonshire","AA","LGBO","10","10","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","AA","Undeclared","40","35","18890","18760"
"In post","2021","Leicestershire, Rutland and Northamptonshire","AA","Unknown","100","90","19380","18800"
"In post","2021","Leicestershire, Rutland and Northamptonshire","AO","Heterosexual / straight","1635","1460","22220","21010"
"In post","2021","Leicestershire, Rutland and Northamptonshire","AO","LGBO","80","75","22920","21010"
"In post","2021","Leicestershire, Rutland and Northamptonshire","AO","Undeclared","230","205","22710","21010"
"In post","2021","Leicestershire, Rutland and Northamptonshire","AO","Unknown","605","535","22370","21010"
"In post","2021","Leicestershire, Rutland and Northamptonshire","EO","Heterosexual / straight","1190","1110","27240","27570"
"In post","2021","Leicestershire, Rutland and Northamptonshire","EO","LGBO","85","85","27380","27570"
"In post","2021","Leicestershire, Rutland and Northamptonshire","EO","Undeclared","180","165","27340","27570"
"In post","2021","Leicestershire, Rutland and Northamptonshire","EO","Unknown","370","330","27550","27570"
"In post","2021","Leicestershire, Rutland and Northamptonshire","G6","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","G6","Unknown","5","5","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","G7","Heterosexual / straight","130","125","55020","53190"
"In post","2021","Leicestershire, Rutland and Northamptonshire","G7","LGBO","5","5","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","G7","Unknown","20","20","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","HEO","Heterosexual / straight","430","405","33680","33350"
"In post","2021","Leicestershire, Rutland and Northamptonshire","HEO","LGBO","25","25","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","HEO","Undeclared","60","55","33330","33640"
"In post","2021","Leicestershire, Rutland and Northamptonshire","HEO","Unknown","105","95","33030","32010"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SEO","Heterosexual / straight","240","225","42450","40860"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SEO","LGBO","10","10","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SEO","Undeclared","30","30","42660","41520"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SEO","Unknown","45","45","42080","40890"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Heterosexual / straight","290","265","29660","30210"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Unknown","LGBO","10","5","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Undeclared","35","30","30270","30880"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Unknown","30","25","[c]","[c]"
"In post","2021","Lincolnshire","AA","Heterosexual / straight","240","230","19500","19560"
"In post","2021","Lincolnshire","AA","LGBO","10","10","[c]","[c]"
"In post","2021","Lincolnshire","AA","Undeclared","35","30","19260","19560"
"In post","2021","Lincolnshire","AA","Unknown","45","40","20300","20600"
"In post","2021","Lincolnshire","AO","Heterosexual / straight","750","695","23010","21130"
"In post","2021","Lincolnshire","AO","LGBO","25","25","[c]","[c]"
"In post","2021","Lincolnshire","AO","Undeclared","90","85","22940","21010"
"In post","2021","Lincolnshire","AO","Unknown","105","95","23500","21010"
"In post","2021","Lincolnshire","EO","Heterosexual / straight","535","505","27930","27570"
"In post","2021","Lincolnshire","EO","LGBO","25","25","[c]","[c]"
"In post","2021","Lincolnshire","EO","Undeclared","80","75","27350","26890"
"In post","2021","Lincolnshire","EO","Unknown","110","95","27710","27570"
"In post","2021","Lincolnshire","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Lincolnshire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","G7","Heterosexual / straight","50","50","57800","55080"
"In post","2021","Lincolnshire","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","G7","Undeclared","10","5","[c]","[c]"
"In post","2021","Lincolnshire","G7","Unknown","10","10","[c]","[c]"
"In post","2021","Lincolnshire","HEO","Heterosexual / straight","275","265","32940","33300"
"In post","2021","Lincolnshire","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","HEO","Undeclared","45","45","34730","34610"
"In post","2021","Lincolnshire","HEO","Unknown","45","45","34330","33600"
"In post","2021","Lincolnshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","SEO","Heterosexual / straight","145","145","42460","41770"
"In post","2021","Lincolnshire","SEO","LGBO","5","5","[c]","[c]"
"In post","2021","Lincolnshire","SEO","Undeclared","25","25","[c]","[c]"
"In post","2021","Lincolnshire","SEO","Unknown","20","20","[c]","[c]"
"In post","2021","Lincolnshire","Unknown","Heterosexual / straight","105","100","31320","30480"
"In post","2021","Lincolnshire","Unknown","LGBO","10","10","[c]","[c]"
"In post","2021","Lincolnshire","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","Lincolnshire","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Merseyside","AA","Heterosexual / straight","415","365","18560","17990"
"In post","2021","Merseyside","AA","LGBO","15","15","[c]","[c]"
"In post","2021","Merseyside","AA","Undeclared","45","35","18170","17990"
"In post","2021","Merseyside","AA","Unknown","90","85","19520","20070"
"In post","2021","Merseyside","AO","Heterosexual / straight","4100","3615","21320","21430"
"In post","2021","Merseyside","AO","LGBO","170","155","21320","21430"
"In post","2021","Merseyside","AO","Undeclared","460","405","21250","21430"
"In post","2021","Merseyside","AO","Unknown","1875","1610","21310","21010"
"In post","2021","Merseyside","EO","Heterosexual / straight","4340","3970","26170","25600"
"In post","2021","Merseyside","EO","LGBO","220","215","25970","25560"
"In post","2021","Merseyside","EO","Undeclared","475","425","26510","26780"
"In post","2021","Merseyside","EO","Unknown","1155","1030","26570","27570"
"In post","2021","Merseyside","G6","Heterosexual / straight","220","215","65320","64670"
"In post","2021","Merseyside","G6","LGBO","15","15","[c]","[c]"
"In post","2021","Merseyside","G6","Undeclared","20","20","[c]","[c]"
"In post","2021","Merseyside","G6","Unknown","50","45","68550","64670"
"In post","2021","Merseyside","G7","Heterosexual / straight","810","780","52900","52580"
"In post","2021","Merseyside","G7","LGBO","25","25","[c]","[c]"
"In post","2021","Merseyside","G7","Undeclared","75","70","53690","52580"
"In post","2021","Merseyside","G7","Unknown","205","200","53110","52580"
"In post","2021","Merseyside","HEO","Heterosexual / straight","1895","1800","31740","31810"
"In post","2021","Merseyside","HEO","LGBO","75","70","31720","31810"
"In post","2021","Merseyside","HEO","Undeclared","200","190","32070","31810"
"In post","2021","Merseyside","HEO","Unknown","450","425","31470","31810"
"In post","2021","Merseyside","SCS level","Heterosexual / straight","60","55","91770","84000"
"In post","2021","Merseyside","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2021","Merseyside","SCS level","Unknown","15","15","[c]","[c]"
"In post","2021","Merseyside","SEO","Heterosexual / straight","1175","1125","39560","38630"
"In post","2021","Merseyside","SEO","LGBO","50","50","38020","38630"
"In post","2021","Merseyside","SEO","Undeclared","135","125","40990","38630"
"In post","2021","Merseyside","SEO","Unknown","225","220","38730","38630"
"In post","2021","Merseyside","Unknown","Heterosexual / straight","320","295","29790","28200"
"In post","2021","Merseyside","Unknown","LGBO","20","20","[c]","[c]"
"In post","2021","Merseyside","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2021","Merseyside","Unknown","Unknown","50","40","26960","28200"
"In post","2021","North Eastern Scotland","AA","Heterosexual / straight","30","30","20650","21150"
"In post","2021","North Eastern Scotland","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","AA","Undeclared","25","15","[c]","[c]"
"In post","2021","North Eastern Scotland","AA","Unknown","35","30","20990","20810"
"In post","2021","North Eastern Scotland","AO","Heterosexual / straight","215","200","26780","22320"
"In post","2021","North Eastern Scotland","AO","LGBO","10","10","[c]","[c]"
"In post","2021","North Eastern Scotland","AO","Undeclared","65","60","26530","22820"
"In post","2021","North Eastern Scotland","AO","Unknown","160","155","25610","25140"
"In post","2021","North Eastern Scotland","EO","Heterosexual / straight","355","335","28770","27570"
"In post","2021","North Eastern Scotland","EO","LGBO","30","30","29000","27570"
"In post","2021","North Eastern Scotland","EO","Undeclared","55","55","29190","27570"
"In post","2021","North Eastern Scotland","EO","Unknown","150","140","30600","29920"
"In post","2021","North Eastern Scotland","G6","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","North Eastern Scotland","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","G6","Undeclared","5","5","[c]","[c]"
"In post","2021","North Eastern Scotland","G6","Unknown","5","5","[c]","[c]"
"In post","2021","North Eastern Scotland","G7","Heterosexual / straight","65","60","64880","61010"
"In post","2021","North Eastern Scotland","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","G7","Undeclared","5","5","[c]","[c]"
"In post","2021","North Eastern Scotland","G7","Unknown","20","20","[c]","[c]"
"In post","2021","North Eastern Scotland","HEO","Heterosexual / straight","175","165","35560","33760"
"In post","2021","North Eastern Scotland","HEO","LGBO","10","10","[c]","[c]"
"In post","2021","North Eastern Scotland","HEO","Undeclared","20","20","[c]","[c]"
"In post","2021","North Eastern Scotland","HEO","Unknown","85","80","35620","35110"
"In post","2021","North Eastern Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","SEO","Heterosexual / straight","200","190","57350","46600"
"In post","2021","North Eastern Scotland","SEO","LGBO","10","10","[c]","[c]"
"In post","2021","North Eastern Scotland","SEO","Undeclared","25","25","[c]","[c]"
"In post","2021","North Eastern Scotland","SEO","Unknown","65","55","50700","46600"
"In post","2021","North Yorkshire","AA","Heterosexual / straight","220","205","19040","19560"
"In post","2021","North Yorkshire","AA","LGBO","10","10","[c]","[c]"
"In post","2021","North Yorkshire","AA","Undeclared","25","20","[c]","[c]"
"In post","2021","North Yorkshire","AA","Unknown","35","30","19470","19560"
"In post","2021","North Yorkshire","AO","Heterosexual / straight","720","675","23160","21050"
"In post","2021","North Yorkshire","AO","LGBO","40","40","23910","21050"
"In post","2021","North Yorkshire","AO","Undeclared","100","95","25820","21580"
"In post","2021","North Yorkshire","AO","Unknown","235","220","22680","21010"
"In post","2021","North Yorkshire","EO","Heterosexual / straight","680","645","27530","26750"
"In post","2021","North Yorkshire","EO","LGBO","50","45","27410","27570"
"In post","2021","North Yorkshire","EO","Undeclared","105","95","27650","26780"
"In post","2021","North Yorkshire","EO","Unknown","205","190","26710","26670"
"In post","2021","North Yorkshire","G6","Heterosexual / straight","80","80","67420","62760"
"In post","2021","North Yorkshire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","G6","Undeclared","10","5","[c]","[c]"
"In post","2021","North Yorkshire","G6","Unknown","15","15","[c]","[c]"
"In post","2021","North Yorkshire","G7","Heterosexual / straight","415","390","57530","54540"
"In post","2021","North Yorkshire","G7","LGBO","20","20","[c]","[c]"
"In post","2021","North Yorkshire","G7","Undeclared","35","35","55530","52760"
"In post","2021","North Yorkshire","G7","Unknown","115","100","56240","55610"
"In post","2021","North Yorkshire","HEO","Heterosexual / straight","580","555","32640","32410"
"In post","2021","North Yorkshire","HEO","LGBO","35","35","31420","30830"
"In post","2021","North Yorkshire","HEO","Undeclared","80","80","33670","33300"
"In post","2021","North Yorkshire","HEO","Unknown","115","110","32830","33300"
"In post","2021","North Yorkshire","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","North Yorkshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","SCS level","Unknown","5","5","[c]","[c]"
"In post","2021","North Yorkshire","SEO","Heterosexual / straight","450","435","40450","39170"
"In post","2021","North Yorkshire","SEO","LGBO","20","20","[c]","[c]"
"In post","2021","North Yorkshire","SEO","Undeclared","45","45","39530","40000"
"In post","2021","North Yorkshire","SEO","Unknown","65","65","38730","37720"
"In post","2021","North Yorkshire","Unknown","Heterosexual / straight","155","140","29780","29200"
"In post","2021","North Yorkshire","Unknown","LGBO","10","10","[c]","[c]"
"In post","2021","North Yorkshire","Unknown","Undeclared","15","10","[c]","[c]"
"In post","2021","North Yorkshire","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Northern Ireland","AA","Heterosexual / straight","410","400","19890","20310"
"In post","2021","Northern Ireland","AA","LGBO","5","5","[c]","[c]"
"In post","2021","Northern Ireland","AA","Undeclared","30","30","19980","20310"
"In post","2021","Northern Ireland","AA","Unknown","50","45","19940","20310"
"In post","2021","Northern Ireland","AO","Heterosexual / straight","695","625","21400","21430"
"In post","2021","Northern Ireland","AO","LGBO","40","35","20630","20140"
"In post","2021","Northern Ireland","AO","Undeclared","65","60","21980","21430"
"In post","2021","Northern Ireland","AO","Unknown","390","355","20560","20140"
"In post","2021","Northern Ireland","EO","Heterosexual / straight","665","625","26730","25560"
"In post","2021","Northern Ireland","EO","LGBO","35","30","26160","25560"
"In post","2021","Northern Ireland","EO","Undeclared","60","55","26450","25560"
"In post","2021","Northern Ireland","EO","Unknown","225","215","26150","25560"
"In post","2021","Northern Ireland","G6","Heterosexual / straight","30","30","64930","64670"
"In post","2021","Northern Ireland","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","G6","Unknown","5","5","[c]","[c]"
"In post","2021","Northern Ireland","G7","Heterosexual / straight","155","150","54590","52580"
"In post","2021","Northern Ireland","G7","LGBO","5","5","[c]","[c]"
"In post","2021","Northern Ireland","G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Northern Ireland","G7","Unknown","30","30","[c]","[c]"
"In post","2021","Northern Ireland","HEO","Heterosexual / straight","450","435","32900","31810"
"In post","2021","Northern Ireland","HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Northern Ireland","HEO","Undeclared","45","40","33430","31810"
"In post","2021","Northern Ireland","HEO","Unknown","115","110","32550","31810"
"In post","2021","Northern Ireland","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Northern Ireland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","SCS level","Unknown","5","5","[c]","[c]"
"In post","2021","Northern Ireland","SEO","Heterosexual / straight","215","205","39510","38630"
"In post","2021","Northern Ireland","SEO","LGBO","5","5","[c]","[c]"
"In post","2021","Northern Ireland","SEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Northern Ireland","SEO","Unknown","45","45","38280","38630"
"In post","2021","Northern Ireland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","AA","Heterosexual / straight","310","245","19400","20070"
"In post","2021","Northumberland and Tyne and Wear","AA","LGBO","15","10","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","AA","Undeclared","30","25","19520","20070"
"In post","2021","Northumberland and Tyne and Wear","AA","Unknown","295","215","19980","20070"
"In post","2021","Northumberland and Tyne and Wear","AO","Heterosexual / straight","4655","3975","20810","21010"
"In post","2021","Northumberland and Tyne and Wear","AO","LGBO","260","240","20710","21010"
"In post","2021","Northumberland and Tyne and Wear","AO","Undeclared","595","500","20900","21010"
"In post","2021","Northumberland and Tyne and Wear","AO","Unknown","2845","2365","20740","21010"
"In post","2021","Northumberland and Tyne and Wear","EO","Heterosexual / straight","3585","3250","26590","27570"
"In post","2021","Northumberland and Tyne and Wear","EO","LGBO","180","175","26440","27570"
