"Status","Year","Age","Organisation","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","65+","UK Intellectual Property Office","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","65+","UK Intellectual Property Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Space Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Space Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Supreme Court","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Supreme Court","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Supreme Court","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","Outside London","AA/AO","170","95","19850","19520"
"In post","2021","65+","United Kingdom Statistics Authority","Outside London","EO","40","35","25260","24850"
"In post","2021","65+","United Kingdom Statistics Authority","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","Outside London","SEO/HEO","20","20","34480","33020"
"In post","2021","65+","Valuation Office Agency","London","AA/AO","5","5","[c]","[c]"
"In post","2021","65+","Valuation Office Agency","London","EO","5","5","[c]","[c]"
"In post","2021","65+","Valuation Office Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Valuation Office Agency","London","SEO/HEO","10","5","[c]","[c]"
"In post","2021","65+","Valuation Office Agency","Outside London","AA/AO","15","15","20430","19850"
"In post","2021","65+","Valuation Office Agency","Outside London","EO","25","20","26400","26500"
"In post","2021","65+","Valuation Office Agency","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","65+","Valuation Office Agency","Outside London","SEO/HEO","20","15","42500","45250"
"In post","2021","65+","Vehicle Certification Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Vehicle Certification Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Vehicle Certification Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Vehicle Certification Agency","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Veterinary Medicines Directorate","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Veterinary Medicines Directorate","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Veterinary Medicines Directorate","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Veterinary Medicines Directorate","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Veterinary Medicines Directorate","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Welsh Government (excl. agencies)","Outside London","AA/AO","50","40","23930","23830"
"In post","2021","65+","Welsh Government (excl. agencies)","Outside London","EO","30","25","29120","28850"
"In post","2021","65+","Welsh Government (excl. agencies)","Outside London","G6/G7","20","15","63610","60830"
"In post","2021","65+","Welsh Government (excl. agencies)","Outside London","SCS level","10","10","95030","88870"
"In post","2021","65+","Welsh Government (excl. agencies)","Outside London","SEO/HEO","55","45","40740","37410"
"In post","2021","65+","Welsh Revenue Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Wilton Park","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Wilton Park","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Animal and Plant Health Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Defence Electronics and Components Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Defence Electronics and Components Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Outside London","EO","15","10","27760","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Revenue Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Animal and Plant Health Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Cabinet Office (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Centre for Environment, Fisheries and Aquaculture Science","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Crown Office and Procurator Fiscal Service","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Crown Prosecution Service","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Crown Prosecution Service","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Defence Equipment and Support","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Work and Pensions (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Work and Pensions (excl. agencies)","Outside London","AA/AO","20","[c]","21010","21010"
"Leaver CS","2021","16-19","Department for Work and Pensions (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Driver and Vehicle Licensing Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Driver and Vehicle Standards Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Foreign and Commonwealth Office (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Forestry and Land Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Courts and Tribunals Service","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Courts and Tribunals Service","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Prison and Probation Service","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Revenue and Customs (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Revenue and Customs (excl. agencies)","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Treasury (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Home Office (incl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Home Office (incl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Home Office (incl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Defence (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Public Health England","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Public Health England","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Registers of Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Royal Fleet Auxiliary","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scottish Government (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Submarine Delivery Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","United Kingdom Statistics Authority","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Valuation Office Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Advisory, Conciliation and Arbitration Service","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Advisory, Conciliation and Arbitration Service","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Advisory, Conciliation and Arbitration Service","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Animal and Plant Health Agency","Outside London","AA/AO","45","[c]","22560","21050"
"Leaver CS","2021","20-29","Animal and Plant Health Agency","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Animal and Plant Health Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Attorney General's Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office (excl. agencies)","London","AA/AO","35","[c]","20840","19120"
"Leaver CS","2021","20-29","Cabinet Office (excl. agencies)","London","EO","10","[c]","26220","26000"
"Leaver CS","2021","20-29","Cabinet Office (excl. agencies)","London","G6/G7","10","[c]","55140","54700"
"Leaver CS","2021","20-29","Cabinet Office (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office (excl. agencies)","London","SEO/HEO","20","[c]","36670","35590"
"Leaver CS","2021","20-29","Cabinet Office (excl. agencies)","Outside London","AA/AO","15","[c]","19890","20370"
"Leaver CS","2021","20-29","Cabinet Office (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office (excl. agencies)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office (excl. agencies)","Unknown","AA/AO","10","[c]","21690","22650"
"Leaver CS","2021","20-29","Cabinet Office (excl. agencies)","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","25","[c]","30100","28420"
"Leaver CS","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Charity Commission","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Charity Commission","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Charity Commission","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Companies House","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Companies House","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Criminal Injuries Compensation Authority","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Criminal Injuries Compensation Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Crown Commercial Service","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Crown Commercial Service","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Crown Commercial Service","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Crown Commercial Service","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Crown Office and Procurator Fiscal Service","Outside London","AA/AO","15","[c]","21360","21490"
"Leaver CS","2021","20-29","Crown Office and Procurator Fiscal Service","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Crown Prosecution Service","London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Crown Prosecution Service","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Crown Prosecution Service","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Crown Prosecution Service","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Crown Prosecution Service","Outside London","AA/AO","25","[c]","21380","21950"
"Leaver CS","2021","20-29","Crown Prosecution Service","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Crown Prosecution Service","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Debt Management Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Defence Equipment and Support","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Defence Equipment and Support","Outside London","EO","70","[c]","21020","20110"
"Leaver CS","2021","20-29","Defence Equipment and Support","Outside London","SEO/HEO","40","[c]","30760","30420"
"Leaver CS","2021","20-29","Defence Science and Technology Laboratory","Outside London","AA/AO","65","[c]","17400","17180"
"Leaver CS","2021","20-29","Defence Science and Technology Laboratory","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Defence Science and Technology Laboratory","Outside London","SEO/HEO","30","[c]","28450","28650"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","AA/AO","20","[c]","24330","24300"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO/HEO","35","[c]","33970","33570"
"Leaver CS","2021","20-29","Department for Digital, Culture, Media and Sport","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Digital, Culture, Media and Sport","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Digital, Culture, Media and Sport","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Digital, Culture, Media and Sport","London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education (excl. agencies)","London","EO","20","[c]","25760","28500"
"Leaver CS","2021","20-29","Department for Education (excl. agencies)","London","G6/G7","10","[c]","56070","54160"
"Leaver CS","2021","20-29","Department for Education (excl. agencies)","London","SEO/HEO","25","[c]","36810","36300"
"Leaver CS","2021","20-29","Department for Education (excl. agencies)","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education (excl. agencies)","Outside London","EO","10","[c]","22750","25000"
"Leaver CS","2021","20-29","Department for Education (excl. agencies)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education (excl. agencies)","Outside London","SEO/HEO","15","[c]","36790","36780"
"Leaver CS","2021","20-29","Department for Education (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","London","AA/AO","15","[c]","23600","24370"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","London","EO","35","[c]","20940","18200"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SEO/HEO","25","[c]","36370","34730"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Development","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Development","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","London","AA/AO","45","[c]","18780","18200"
"Leaver CS","2021","20-29","Department for International Trade","London","EO","10","[c]","25050","25730"
"Leaver CS","2021","20-29","Department for International Trade","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","London","SEO/HEO","15","[c]","34250","32250"
"Leaver CS","2021","20-29","Department for International Trade","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Transport (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Transport (excl. agencies)","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Transport (excl. agencies)","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Transport (excl. agencies)","London","SEO/HEO","30","[c]","27930","34000"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","London","AA/AO","55","[c]","25070","25110"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","London","EO","80","[c]","31060","31060"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","London","SEO/HEO","15","[c]","33840","31690"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","Outside London","AA/AO","355","[c]","21270","21010"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","Outside London","EO","125","[c]","27630","27570"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","Outside London","SEO/HEO","15","[c]","34220","33830"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care (excl. agencies)","London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care (excl. agencies)","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care (excl. agencies)","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care (excl. agencies)","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care (excl. agencies)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care (excl. agencies)","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Disclosure Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Disclosure Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Driver and Vehicle Licensing Agency","Outside London","AA/AO","60","[c]","20560","21590"
"Leaver CS","2021","20-29","Driver and Vehicle Licensing Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Driver and Vehicle Licensing Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Driver and Vehicle Standards Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Driver and Vehicle Standards Agency","Outside London","AA/AO","15","[c]","23040","21590"
"Leaver CS","2021","20-29","Driver and Vehicle Standards Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Education and Skills Funding Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Education and Skills Funding Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Education and Skills Funding Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Education and Skills Funding Agency","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","FCDO Services","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","FCDO Services","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign and Commonwealth Office (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign and Commonwealth Office (excl. agencies)","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign and Commonwealth Office (excl. agencies)","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Forestry and Land Scotland","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Forestry and Land Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Government Actuary's Department","London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Government Actuary's Department","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Government Actuary's Department","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Government Legal Department","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Government Legal Department","London","EO","10","[c]","26810","26950"
"Leaver CS","2021","20-29","Government Legal Department","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Government Legal Department","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Health and Safety Executive","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Health and Safety Executive","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Health and Safety Executive","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Health and Safety Executive","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","London","AA/AO","65","[c]","21930","22680"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","London","EO","10","[c]","26410","26410"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","London","SEO/HEO","30","[c]","31410","30850"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","Outside London","AA/AO","200","[c]","19120","18880"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","Outside London","EO","15","[c]","22440","22570"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","Outside London","AA/AO","35","[c]","22330","22350"
"Leaver CS","2021","20-29","HM Land Registry","Outside London","EO","15","[c]","27440","27130"
"Leaver CS","2021","20-29","HM Land Registry","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","London","AA/AO","90","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","London","EO","5","[c]","[c]","[c]"
