"Status","Year","Age","Organisation","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","Driver and Vehicle Standards Agency","Outside London","AA/AO","345","330","24630","26580"
"In post","2021","50-59","Driver and Vehicle Standards Agency","Outside London","EO","890","855","28030","26780"
"In post","2021","50-59","Driver and Vehicle Standards Agency","Outside London","G6/G7","50","50","54640","52410"
"In post","2021","50-59","Driver and Vehicle Standards Agency","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Driver and Vehicle Standards Agency","Outside London","SEO/HEO","320","315","35880","33350"
"In post","2021","50-59","Education and Skills Funding Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Education and Skills Funding Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Education and Skills Funding Agency","London","G6/G7","40","40","60640","57410"
"In post","2021","50-59","Education and Skills Funding Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Education and Skills Funding Agency","London","SEO/HEO","25","25","39400","40940"
"In post","2021","50-59","Education and Skills Funding Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Education and Skills Funding Agency","Outside London","EO","20","20","25680","26000"
"In post","2021","50-59","Education and Skills Funding Agency","Outside London","G6/G7","135","135","55290","50840"
"In post","2021","50-59","Education and Skills Funding Agency","Outside London","SCS level","15","15","93590","86780"
"In post","2021","50-59","Education and Skills Funding Agency","Outside London","SEO/HEO","185","180","34760","36500"
"In post","2021","50-59","Education and Skills Funding Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Education Scotland","Outside London","AA/AO","10","10","22470","22230"
"In post","2021","50-59","Education Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Education Scotland","Outside London","G6/G7","85","80","69810","73160"
"In post","2021","50-59","Education Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Education Scotland","Outside London","SEO/HEO","20","20","43080","46600"
"In post","2021","50-59","ESTYN","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","ESTYN","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","ESTYN","Outside London","G6/G7","35","35","74020","74730"
"In post","2021","50-59","ESTYN","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","ESTYN","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","FCDO Services","London","AA/AO","15","15","29840","29170"
"In post","2021","50-59","FCDO Services","London","EO","10","10","[c]","[c]"
"In post","2021","50-59","FCDO Services","London","G6/G7","15","15","67970","64980"
"In post","2021","50-59","FCDO Services","London","SEO/HEO","20","20","44390","44950"
"In post","2021","50-59","FCDO Services","Outside London","AA/AO","25","25","23630","23340"
"In post","2021","50-59","FCDO Services","Outside London","EO","30","30","29590","28220"
"In post","2021","50-59","FCDO Services","Outside London","G6/G7","55","50","63680","60930"
"In post","2021","50-59","FCDO Services","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","FCDO Services","Outside London","SEO/HEO","100","100","42440","42240"
"In post","2021","50-59","FCDO Services","Overseas","EO","10","10","[c]","[c]"
"In post","2021","50-59","FCDO Services","Overseas","G6/G7","10","10","[c]","[c]"
"In post","2021","50-59","FCDO Services","Overseas","SEO/HEO","25","25","42140","42020"
"In post","2021","50-59","Food Standards Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","London","EO","15","15","29070","29090"
"In post","2021","50-59","Food Standards Agency","London","G6/G7","35","35","58360","56130"
"In post","2021","50-59","Food Standards Agency","London","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","London","SEO/HEO","75","70","36980","36960"
"In post","2021","50-59","Food Standards Agency","Outside London","EO","180","175","27160","26750"
"In post","2021","50-59","Food Standards Agency","Outside London","G6/G7","30","30","55300","52070"
"In post","2021","50-59","Food Standards Agency","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Outside London","SEO/HEO","90","90","35780","37350"
"In post","2021","50-59","Food Standards Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Scotland","Outside London","EO","30","30","29040","29190"
"In post","2021","50-59","Food Standards Scotland","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","50-59","Food Standards Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Scotland","Outside London","SEO/HEO","25","20","38130","38540"
"In post","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","London","AA/AO","65","65","27790","28000"
"In post","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","London","EO","130","125","33040","33680"
"In post","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","London","G6/G7","345","340","64960","64840"
"In post","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","London","SCS level","95","95","91840","79720"
"In post","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","London","SEO/HEO","245","240","41690","39770"
"In post","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","AA/AO","35","30","23760","24750"
"In post","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","EO","50","50","27160","26120"
"In post","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","G6/G7","100","95","58310","56610"
"In post","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","SCS level","10","10","82110","77650"
"In post","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","SEO/HEO","135","125","38070","34120"
"In post","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","AA/AO","10","10","[c]","[c]"
"In post","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","EO","20","20","28510","28680"
"In post","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","G6/G7","240","240","62000","63200"
"In post","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SCS level","100","100","90330","81860"
"In post","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SEO/HEO","140","140","37000","34770"
"In post","2021","50-59","Forestry and Land Scotland","Outside London","AA/AO","145","140","25690","26530"
"In post","2021","50-59","Forestry and Land Scotland","Outside London","EO","75","75","32840","35330"
"In post","2021","50-59","Forestry and Land Scotland","Outside London","G6/G7","15","15","61220","56800"
"In post","2021","50-59","Forestry and Land Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Forestry and Land Scotland","Outside London","SEO/HEO","75","75","40780","38450"
"In post","2021","50-59","Government Actuary's Department","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Actuary's Department","London","G6/G7","15","15","100300","91870"
"In post","2021","50-59","Government Actuary's Department","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Actuary's Department","London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","50-59","Government Actuary's Department","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Internal Audit Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Internal Audit Agency","London","G6/G7","30","30","60050","57790"
"In post","2021","50-59","Government Internal Audit Agency","London","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Government Internal Audit Agency","London","SEO/HEO","35","30","45320","47080"
"In post","2021","50-59","Government Internal Audit Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Internal Audit Agency","Outside London","G6/G7","50","45","57680","57700"
"In post","2021","50-59","Government Internal Audit Agency","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Government Internal Audit Agency","Outside London","SEO/HEO","60","60","40340","40270"
"In post","2021","50-59","Government Legal Department","London","AA/AO","20","20","23810","23800"
"In post","2021","50-59","Government Legal Department","London","EO","40","35","28440","27700"
"In post","2021","50-59","Government Legal Department","London","G6/G7","300","280","66090","67600"
"In post","2021","50-59","Government Legal Department","London","SCS level","95","90","85890","81010"
"In post","2021","50-59","Government Legal Department","London","SEO/HEO","45","45","35710","34820"
"In post","2021","50-59","Government Legal Department","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Legal Department","Outside London","G6/G7","15","10","58810","58180"
"In post","2021","50-59","Government Legal Department","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Legal Department","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Property Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Property Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Property Agency","London","G6/G7","10","10","62380","64900"
"In post","2021","50-59","Government Property Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Property Agency","London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","50-59","Government Property Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Property Agency","Outside London","G6/G7","20","20","56360","55360"
"In post","2021","50-59","Government Property Agency","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","50-59","Government Property Agency","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","50-59","Government Property Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Health and Safety Executive","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Health and Safety Executive","London","EO","10","10","[c]","[c]"
"In post","2021","50-59","Health and Safety Executive","London","G6/G7","10","10","64590","62390"
"In post","2021","50-59","Health and Safety Executive","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Health and Safety Executive","London","SEO/HEO","20","20","45710","47510"
"In post","2021","50-59","Health and Safety Executive","Outside London","AA/AO","115","100","22260","22160"
"In post","2021","50-59","Health and Safety Executive","Outside London","EO","160","150","28490","29750"
"In post","2021","50-59","Health and Safety Executive","Outside London","G6/G7","250","240","62180","59630"
"In post","2021","50-59","Health and Safety Executive","Outside London","SCS level","20","20","88350","85770"
"In post","2021","50-59","Health and Safety Executive","Outside London","SEO/HEO","440","410","45760","45870"
"In post","2021","50-59","HM Courts and Tribunals Service","London","AA/AO","640","600","22250","22680"
"In post","2021","50-59","HM Courts and Tribunals Service","London","EO","265","255","26940","26410"
"In post","2021","50-59","HM Courts and Tribunals Service","London","G6/G7","95","90","61610","60400"
"In post","2021","50-59","HM Courts and Tribunals Service","London","SCS level","20","20","91490","88590"
"In post","2021","50-59","HM Courts and Tribunals Service","London","SEO/HEO","235","225","38360","36800"
"In post","2021","50-59","HM Courts and Tribunals Service","London","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","HM Courts and Tribunals Service","Outside London","AA/AO","2520","2215","19460","19930"
"In post","2021","50-59","HM Courts and Tribunals Service","Outside London","EO","640","610","23570","23610"
"In post","2021","50-59","HM Courts and Tribunals Service","Outside London","G6/G7","180","180","54810","52790"
"In post","2021","50-59","HM Courts and Tribunals Service","Outside London","SCS level","20","20","82640","75550"
"In post","2021","50-59","HM Courts and Tribunals Service","Outside London","SEO/HEO","695","655","35810","35000"
"In post","2021","50-59","HM Courts and Tribunals Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Courts and Tribunals Service","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Land Registry","London","AA/AO","20","20","25880","25850"
"In post","2021","50-59","HM Land Registry","London","EO","35","30","31000","30600"
"In post","2021","50-59","HM Land Registry","London","G6/G7","20","20","70040","70090"
"In post","2021","50-59","HM Land Registry","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Land Registry","London","SEO/HEO","70","65","41490","37290"
"In post","2021","50-59","HM Land Registry","Outside London","AA/AO","305","280","22350","22350"
"In post","2021","50-59","HM Land Registry","Outside London","EO","955","830","27280","27130"
"In post","2021","50-59","HM Land Registry","Outside London","G6/G7","90","85","61820","60520"
"In post","2021","50-59","HM Land Registry","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Land Registry","Outside London","SEO/HEO","940","865","36640","33840"
"In post","2021","50-59","HM Prison and Probation Service","London","AA/AO","615","600","30180","28990"
"In post","2021","50-59","HM Prison and Probation Service","London","EO","210","205","33820","32080"
"In post","2021","50-59","HM Prison and Probation Service","London","G6/G7","85","80","76750","74940"
"In post","2021","50-59","HM Prison and Probation Service","London","SCS level","15","15","105840","95580"
"In post","2021","50-59","HM Prison and Probation Service","London","SEO/HEO","295","295","46790","43800"
"In post","2021","50-59","HM Prison and Probation Service","London","Unknown","355","345","36150","36580"
"In post","2021","50-59","HM Prison and Probation Service","Outside London","AA/AO","6195","5825","26870","26580"
"In post","2021","50-59","HM Prison and Probation Service","Outside London","EO","1760","1695","31350","33520"
"In post","2021","50-59","HM Prison and Probation Service","Outside London","G6/G7","240","240","76710","74710"
"In post","2021","50-59","HM Prison and Probation Service","Outside London","SCS level","30","30","101690","103000"
"In post","2021","50-59","HM Prison and Probation Service","Outside London","SEO/HEO","1910","1840","42580","38160"
"In post","2021","50-59","HM Prison and Probation Service","Outside London","Unknown","2470","2300","30900","28200"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","London","AA/AO","360","335","25010","25630"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","London","EO","560","540","31160","32520"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","London","G6/G7","700","680","64140","59910"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","London","SCS level","100","100","93060","85160"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","London","SEO/HEO","1205","1175","39600","39800"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Outside London","AA/AO","5685","4770","20860","21400"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Outside London","EO","3295","2995","26550","25560"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Outside London","G6/G7","1905","1865","55650","52580"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Outside London","SCS level","125","125","81670","76430"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Outside London","SEO/HEO","4930","4710","34870","33510"
"In post","2021","50-59","HM Treasury (excl. agencies)","London","AA/AO","5","5","[c]","[c]"
"In post","2021","50-59","HM Treasury (excl. agencies)","London","EO","25","25","29890","29800"
"In post","2021","50-59","HM Treasury (excl. agencies)","London","G6/G7","40","40","62130","61610"
"In post","2021","50-59","HM Treasury (excl. agencies)","London","SCS level","15","15","106510","96750"
"In post","2021","50-59","HM Treasury (excl. agencies)","London","SEO/HEO","35","35","41010","41890"
"In post","2021","50-59","HM Treasury (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Treasury (excl. agencies)","Outside London","EO","5","5","[c]","[c]"
"In post","2021","50-59","HM Treasury (excl. agencies)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Treasury (excl. agencies)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","London","AA/AO","500","455","24980","25630"
"In post","2021","50-59","Home Office (incl. agencies)","London","EO","1210","1095","29850","29370"
"In post","2021","50-59","Home Office (incl. agencies)","London","G6/G7","680","670","63590","61530"
"In post","2021","50-59","Home Office (incl. agencies)","London","SCS level","80","80","97420","89440"
"In post","2021","50-59","Home Office (incl. agencies)","London","SEO/HEO","1110","1085","39670","38330"
"In post","2021","50-59","Home Office (incl. agencies)","Outside London","AA/AO","1425","1270","21100","21430"
"In post","2021","50-59","Home Office (incl. agencies)","Outside London","EO","2820","2535","26640","26160"
"In post","2021","50-59","Home Office (incl. agencies)","Outside London","G6/G7","265","265","56420","52340"
"In post","2021","50-59","Home Office (incl. agencies)","Outside London","SCS level","15","15","92910","84440"
"In post","2021","50-59","Home Office (incl. agencies)","Outside London","SEO/HEO","1235","1205","34590","32740"
"In post","2021","50-59","Home Office (incl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Overseas","EO","35","35","27710","27370"
"In post","2021","50-59","Home Office (incl. agencies)","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Overseas","Unknown","45","45","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Unknown","EO","5","5","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Insolvency Service","London","AA/AO","25","20","24650","25060"
"In post","2021","50-59","Insolvency Service","London","EO","15","15","29170","29320"
"In post","2021","50-59","Insolvency Service","London","G6/G7","20","20","67830","72390"
"In post","2021","50-59","Insolvency Service","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Insolvency Service","London","SEO/HEO","45","45","43120","43240"
"In post","2021","50-59","Insolvency Service","Outside London","AA/AO","125","120","20780","20880"
"In post","2021","50-59","Insolvency Service","Outside London","EO","55","55","25860","26290"
"In post","2021","50-59","Insolvency Service","Outside London","G6/G7","40","40","58120","57670"
"In post","2021","50-59","Insolvency Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Insolvency Service","Outside London","SEO/HEO","205","200","38390","39170"
"In post","2021","50-59","Institute for Apprenticeships and Technical Education","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Institute for Apprenticeships and Technical Education","London","G6/G7","15","15","62380","62850"
"In post","2021","50-59","Institute for Apprenticeships and Technical Education","London","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Institute for Apprenticeships and Technical Education","London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","50-59","Institute for Apprenticeships and Technical Education","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Institute for Apprenticeships and Technical Education","Outside London","G6/G7","15","15","54040","50590"
"In post","2021","50-59","Institute for Apprenticeships and Technical Education","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","50-59","Legal Aid Agency","London","AA/AO","5","5","[c]","[c]"
"In post","2021","50-59","Legal Aid Agency","London","EO","5","5","[c]","[c]"
"In post","2021","50-59","Legal Aid Agency","London","G6/G7","20","20","61580","58830"
"In post","2021","50-59","Legal Aid Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal Aid Agency","London","SEO/HEO","15","15","41800","44070"
"In post","2021","50-59","Legal Aid Agency","Outside London","AA/AO","85","75","19730","19930"
"In post","2021","50-59","Legal Aid Agency","Outside London","EO","65","60","24460","23140"
"In post","2021","50-59","Legal Aid Agency","Outside London","G6/G7","20","20","59680","57900"
"In post","2021","50-59","Legal Aid Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal Aid Agency","Outside London","SEO/HEO","70","70","35910","35560"
"In post","2021","50-59","Maritime and Coastguard Agency","Outside London","AA/AO","55","55","23560","21590"
"In post","2021","50-59","Maritime and Coastguard Agency","Outside London","EO","50","45","28720","26780"
"In post","2021","50-59","Maritime and Coastguard Agency","Outside London","G6/G7","55","55","61670","57710"
"In post","2021","50-59","Maritime and Coastguard Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Maritime and Coastguard Agency","Outside London","SEO/HEO","130","130","42270","40480"
"In post","2021","50-59","Medicines and Healthcare Products Regulatory Agency","London","AA/AO","5","5","[c]","[c]"
"In post","2021","50-59","Medicines and Healthcare Products Regulatory Agency","London","EO","35","35","28370","27980"
"In post","2021","50-59","Medicines and Healthcare Products Regulatory Agency","London","G6/G7","75","75","60420","59750"
"In post","2021","50-59","Medicines and Healthcare Products Regulatory Agency","London","SCS level","45","45","88140","86340"
"In post","2021","50-59","Medicines and Healthcare Products Regulatory Agency","London","SEO/HEO","75","70","39360","40850"
"In post","2021","50-59","Medicines and Healthcare Products Regulatory Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Medicines and Healthcare Products Regulatory Agency","Outside London","EO","15","15","28370","27530"
"In post","2021","50-59","Medicines and Healthcare Products Regulatory Agency","Outside London","G6/G7","25","25","64370","66920"
"In post","2021","50-59","Medicines and Healthcare Products Regulatory Agency","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Medicines and Healthcare Products Regulatory Agency","Outside London","SEO/HEO","20","20","40080","40450"
"In post","2021","50-59","Met Office","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Met Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Met Office","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","50-59","Met Office","Outside London","EO","35","30","26250","25690"
"In post","2021","50-59","Met Office","Outside London","G6/G7","190","180","53700","49860"
"In post","2021","50-59","Met Office","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Met Office","Outside London","SEO/HEO","280","270","38470","39650"
"In post","2021","50-59","Met Office","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Met Office","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","London","AA/AO","330","325","24260","23090"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","London","EO","170","165","31280","30750"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","London","G6/G7","165","160","63700","59980"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","London","SCS level","55","55","93380","91610"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","London","SEO/HEO","370","365","41670","42200"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","London","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Outside London","AA/AO","5665","5510","22690","20920"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Outside London","EO","2470","2425","28920","26930"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Outside London","G6/G7","815","790","62890","57540"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Outside London","SCS level","65","65","87270","82310"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Outside London","SEO/HEO","3465","3405","38230","36460"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Outside London","Unknown","135","130","44290","40950"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Overseas","AA/AO","10","10","21480","20920"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Overseas","EO","40","40","28600","26670"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Overseas","G6/G7","30","30","69950","66670"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Overseas","SEO/HEO","150","150","41000","40580"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Overseas","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Unknown","AA/AO","15","15","23510","22080"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Unknown","EO","15","15","28460","26930"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Unknown","SEO/HEO","20","20","38880","36600"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Unknown","Unknown","25","25","28130","27370"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","London","AA/AO","10","10","26870","26870"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","London","EO","45","45","31410","32530"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","London","G6/G7","145","145","60270","60670"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","London","SCS level","25","20","88960","80630"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","London","SEO/HEO","90","90","39140","38160"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","EO","20","20","28310","29050"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","G6/G7","55","55","54690","53130"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","SEO/HEO","95","90","35870","34830"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","London","AA/AO","30","30","22790","23380"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","London","EO","90","90","27770","27710"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","London","G6/G7","250","250","61350","60300"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","London","SCS level","40","40","89060","84500"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","London","SEO/HEO","320","315","38970","37710"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","London","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Outside London","AA/AO","50","45","20630","20020"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Outside London","EO","70","70","25730","25690"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Outside London","G6/G7","110","110","59000","58190"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Outside London","SEO/HEO","250","250","37610","35610"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","National Crime Agency","London","AA/AO","25","25","26930","26940"
"In post","2021","50-59","National Crime Agency","London","EO","95","95","36770","37560"
"In post","2021","50-59","National Crime Agency","London","G6/G7","70","70","67640","64960"
"In post","2021","50-59","National Crime Agency","London","SCS level","10","10","[c]","[c]"
"In post","2021","50-59","National Crime Agency","London","SEO/HEO","180","180","47490","47130"
"In post","2021","50-59","National Crime Agency","Outside London","AA/AO","40","40","23340","22800"
"In post","2021","50-59","National Crime Agency","Outside London","EO","430","420","34810","35100"
"In post","2021","50-59","National Crime Agency","Outside London","G6/G7","75","75","62560","60990"
"In post","2021","50-59","National Crime Agency","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","National Crime Agency","Outside London","SEO/HEO","510","505","43680","43710"
"In post","2021","50-59","National Crime Agency","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","National Crime Agency","Overseas","G6/G7","10","10","80500","75560"
"In post","2021","50-59","National Crime Agency","Overseas","SEO/HEO","45","45","67850","64440"
"In post","2021","50-59","National Crime Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","National Crime Agency","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2021","50-59","National Crime Agency","Unknown","SEO/HEO","40","40","44280","43710"
"In post","2021","50-59","National Infrastructure Commission","London","EO","[c]","[c]","[c]","[c]"
