"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Unknown","Policy","HEO","215","[c]","33470","33120"
"Leaver Dept.","2021","Unknown","Policy","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","SEO","100","[c]","40080","39420"
"Leaver Dept.","2021","Unknown","Policy","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Psychology","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Science and Engineering","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Science and Engineering","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Social Research","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Statistics","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Statistics","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Statistics","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Tax","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","AO","340","[c]","21270","21010"
"Leaver Dept.","2021","Unknown","Unknown","EO","255","[c]","28070","27570"
"Leaver Dept.","2021","Unknown","Unknown","G6","75","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","G7","205","[c]","54970","54700"
"Leaver Dept.","2021","Unknown","Unknown","HEO","595","[c]","31600","32000"
"Leaver Dept.","2021","Unknown","Unknown","SCS level","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","SEO","105","[c]","40410","40600"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Commercial","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Commercial","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Commercial","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Commercial","HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Commercial","SEO","50","[c]","40210","41070"
"Leaver Dept.","2021","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Communications","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Communications","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Communications","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Communications","HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Communications","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Communications","SEO","30","[c]","41880","40820"
"Leaver Dept.","2021","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Counter Fraud","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data and Technology","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data and Technology","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data and Technology","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data and Technology","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data and Technology","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data and Technology","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data and Technology","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Economics","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Economics","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Economics","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Economics","HEO","35","[c]","32520","32910"
"Leaver Dept.","2021","White","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Economics","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","G7","35","[c]","56020","53130"
"Leaver Dept.","2021","White","Finance","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","SEO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","G7","40","[c]","55050","55620"
"Leaver Dept.","2021","White","Human Resources","HEO","60","[c]","31660","31180"
"Leaver Dept.","2021","White","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","SEO","35","[c]","42660","42850"
"Leaver Dept.","2021","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Inspector of Education and Training","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Intelligence Analysis","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Intelligence Analysis","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Intelligence Analysis","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Internal Audit","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","International Trade","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","International Trade","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","International Trade","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2021","White","International Trade","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","International Trade","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Knowledge and Information Management","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Knowledge and Information Management","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Knowledge and Information Management","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Knowledge and Information Management","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","G7","35","[c]","54380","51940"
"Leaver Dept.","2021","White","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Medicine","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Medicine","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Medicine","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Delivery","AA","35","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Delivery","AO","410","[c]","20820","21010"
"Leaver Dept.","2021","White","Operational Delivery","EO","280","[c]","25170","24890"
"Leaver Dept.","2021","White","Operational Delivery","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Delivery","G7","65","[c]","53990","53380"
"Leaver Dept.","2021","White","Operational Delivery","HEO","170","[c]","31130","30850"
"Leaver Dept.","2021","White","Operational Delivery","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Delivery","SEO","85","[c]","40020","38600"
"Leaver Dept.","2021","White","Operational Delivery","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Research","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Research","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Research","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Research","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Research","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Research","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Other","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Other","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Other","EO","50","[c]","25480","26280"
"Leaver Dept.","2021","White","Other","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Other","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Other","HEO","45","[c]","30350","31180"
"Leaver Dept.","2021","White","Other","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Other","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Planning","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Planning","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Planning","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Planning","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Planning","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Policy","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Policy","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Policy","EO","70","[c]","27320","27310"
"Leaver Dept.","2021","White","Policy","G6","80","[c]","63870","63890"
"Leaver Dept.","2021","White","Policy","G7","225","[c]","53660","53340"
"Leaver Dept.","2021","White","Policy","HEO","215","[c]","33500","32970"
"Leaver Dept.","2021","White","Policy","SCS level","60","[c]","89060","77360"
"Leaver Dept.","2021","White","Policy","SEO","130","[c]","40660","40220"
"Leaver Dept.","2021","White","Policy","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Project Delivery","EO","45","[c]","24260","25310"
"Leaver Dept.","2021","White","Project Delivery","G6","25","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Project Delivery","G7","50","[c]","53730","54540"
"Leaver Dept.","2021","White","Project Delivery","HEO","75","[c]","30240","31250"
"Leaver Dept.","2021","White","Project Delivery","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Project Delivery","SEO","55","[c]","40180","40540"
"Leaver Dept.","2021","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Property","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Property","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Property","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Property","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Property","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Property","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Property","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Psychology","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Psychology","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Psychology","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Psychology","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Science and Engineering","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Science and Engineering","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Science and Engineering","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Science and Engineering","HEO","35","[c]","29920","28650"
"Leaver Dept.","2021","White","Science and Engineering","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Security","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Security","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Security","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Security","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Security","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Security","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Social Research","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Social Research","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Social Research","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Social Research","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Social Research","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Statistics","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Statistics","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Statistics","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Statistics","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Statistics","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Tax","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","AO","600","[c]","21060","21010"
"Leaver Dept.","2021","White","Unknown","EO","755","[c]","27450","27570"
"Leaver Dept.","2021","White","Unknown","G6","110","[c]","66400","66190"
"Leaver Dept.","2021","White","Unknown","G7","330","[c]","54830","54700"
"Leaver Dept.","2021","White","Unknown","HEO","675","[c]","33340","32370"
"Leaver Dept.","2021","White","Unknown","SCS level","85","[c]","86500","80210"
"Leaver Dept.","2021","White","Unknown","SEO","245","[c]","39460","39660"
"Leaver Dept.","2021","White","Unknown","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Communications","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Communications","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Communications","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Communications","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Communications","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data and Technology","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data and Technology","EO","30","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data and Technology","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data and Technology","G7","40","[c]","59750","58130"
"New entrant CS","2021","Asian","Digital, Data and Technology","HEO","35","[c]","32240","32540"
"New entrant CS","2021","Asian","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data and Technology","SEO","45","[c]","41910","41040"
"New entrant CS","2021","Asian","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Economics","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Economics","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Economics","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Economics","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Economics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Economics","HEO","25","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Economics","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","SEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","AO","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Inspector of Education and Training","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Inspector of Education and Training","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Inspector of Education and Training","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Internal Audit","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Internal Audit","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","International Trade","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","International Trade","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","International Trade","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","International Trade","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","International Trade","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","International Trade","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Knowledge and Information Management","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Legal","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Legal","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Legal","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Legal","G7","40","[c]","51360","50500"
"New entrant CS","2021","Asian","Legal","HEO","30","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Legal","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Medicine","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Medicine","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Medicine","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Medicine","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Medicine","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Medicine","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Medicine","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Medicine","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Operational Delivery","AA","40","[c]","20890","20600"
"New entrant CS","2021","Asian","Operational Delivery","AO","320","[c]","22050","21300"
"New entrant CS","2021","Asian","Operational Delivery","EO","135","[c]","26480","26410"
"New entrant CS","2021","Asian","Operational Delivery","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Operational Delivery","G7","25","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Operational Delivery","HEO","80","[c]","32430","32330"
"New entrant CS","2021","Asian","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
