"Status","Year","Parent_department","Region_ITL2","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Bedfordshire and Hertfordshire","Female","Heterosexual / straight","85","75","37960","30110"
"In post","2021","Attorney General's Departments","Bedfordshire and Hertfordshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Bedfordshire and Hertfordshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Bedfordshire and Hertfordshire","Female","Unknown","25","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Bedfordshire and Hertfordshire","Male","Heterosexual / straight","45","45","48940","51120"
"In post","2021","Attorney General's Departments","Bedfordshire and Hertfordshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Bedfordshire and Hertfordshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Bedfordshire and Hertfordshire","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Bedfordshire and Hertfordshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Bedfordshire and Hertfordshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Female","Heterosexual / straight","65","60","40280","33930"
"In post","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Female","Unknown","30","25","45330","51120"
"In post","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Male","LGBO","[c]","[c]","[c]","[c]"
