"Status","Year","Ethnicity","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Mixed","Chancellor's other departments","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Charity Commission","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Charity Commission","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Charity Commission","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Charity Commission","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Charity Commission","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Charity Commission","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Charity Commission","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Competition and Markets Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Competition and Markets Authority","EO","EO","5","5","[c]","[c]"
"In post","2021","Mixed","Competition and Markets Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Competition and Markets Authority","G6/G7","G7","15","15","[c]","[c]"
"In post","2021","Mixed","Competition and Markets Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Competition and Markets Authority","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Mixed","Competition and Markets Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Department for Business, Energy and Industrial Strategy","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Department for Business, Energy and Industrial Strategy","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Mixed","Department for Business, Energy and Industrial Strategy","EO","EO","30","30","27430","27680"
"In post","2021","Mixed","Department for Business, Energy and Industrial Strategy","G6/G7","G6","25","20","[c]","[c]"
"In post","2021","Mixed","Department for Business, Energy and Industrial Strategy","G6/G7","G7","75","75","54440","53600"
"In post","2021","Mixed","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Mixed","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","75","70","34440","33640"
"In post","2021","Mixed","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","60","60","41620","40050"
"In post","2021","Mixed","Department for Digital, Culture, Media and Sport","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Department for Digital, Culture, Media and Sport","EO","EO","10","10","[c]","[c]"
"In post","2021","Mixed","Department for Digital, Culture, Media and Sport","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Mixed","Department for Digital, Culture, Media and Sport","G6/G7","G7","25","25","[c]","[c]"
"In post","2021","Mixed","Department for Digital, Culture, Media and Sport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","35","35","37530","34270"
"In post","2021","Mixed","Department for Education","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Department for Education","EO","EO","40","40","27280","26000"
"In post","2021","Mixed","Department for Education","G6/G7","G6","20","20","[c]","[c]"
"In post","2021","Mixed","Department for Education","G6/G7","G7","45","45","52440","53420"
"In post","2021","Mixed","Department for Education","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Department for Education","SEO/HEO","HEO","35","35","32320","32910"
"In post","2021","Mixed","Department for Education","SEO/HEO","SEO","45","45","40670","40510"
"In post","2021","Mixed","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Department for Environment, Food and Rural Affairs","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Department for Environment, Food and Rural Affairs","AA/AO","AO","20","20","[c]","[c]"
"In post","2021","Mixed","Department for Environment, Food and Rural Affairs","EO","EO","30","30","26840","25490"
"In post","2021","Mixed","Department for Environment, Food and Rural Affairs","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Mixed","Department for Environment, Food and Rural Affairs","G6/G7","G7","35","35","51350","52290"
"In post","2021","Mixed","Department for Environment, Food and Rural Affairs","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Mixed","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","55","50","31990","32560"
"In post","2021","Mixed","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","35","35","37870","37000"
"In post","2021","Mixed","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Department for International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Department for International Trade","EO","EO","10","10","[c]","[c]"
"In post","2021","Mixed","Department for International Trade","G6/G7","G6","15","15","[c]","[c]"
"In post","2021","Mixed","Department for International Trade","G6/G7","G7","30","30","[c]","[c]"
"In post","2021","Mixed","Department for International Trade","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Mixed","Department for International Trade","SEO/HEO","HEO","25","25","[c]","[c]"
"In post","2021","Mixed","Department for International Trade","SEO/HEO","SEO","15","15","[c]","[c]"
"In post","2021","Mixed","Department for Transport","AA/AO","AA","10","5","[c]","[c]"
"In post","2021","Mixed","Department for Transport","AA/AO","AO","35","30","22800","21590"
"In post","2021","Mixed","Department for Transport","EO","EO","55","50","28640","26780"
"In post","2021","Mixed","Department for Transport","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Mixed","Department for Transport","G6/G7","G7","25","25","[c]","[c]"
"In post","2021","Mixed","Department for Transport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Department for Transport","SEO/HEO","HEO","55","55","33760","34710"
"In post","2021","Mixed","Department for Transport","SEO/HEO","SEO","25","25","[c]","[c]"
"In post","2021","Mixed","Department for Work and Pensions","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","Mixed","Department for Work and Pensions","AA/AO","AO","480","435","21740","21010"
"In post","2021","Mixed","Department for Work and Pensions","EO","EO","950","895","28720","27570"
"In post","2021","Mixed","Department for Work and Pensions","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Mixed","Department for Work and Pensions","G6/G7","G7","40","40","55560","54830"
"In post","2021","Mixed","Department for Work and Pensions","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Department for Work and Pensions","SEO/HEO","HEO","110","105","34480","33490"
"In post","2021","Mixed","Department for Work and Pensions","SEO/HEO","SEO","50","45","42630","39960"
"In post","2021","Mixed","Department of Health and Social Care","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","Mixed","Department of Health and Social Care","AA/AO","AO","30","25","[c]","[c]"
"In post","2021","Mixed","Department of Health and Social Care","EO","EO","65","65","26920","27140"
"In post","2021","Mixed","Department of Health and Social Care","G6/G7","G6","20","15","[c]","[c]"
"In post","2021","Mixed","Department of Health and Social Care","G6/G7","G7","65","60","53570","53360"
"In post","2021","Mixed","Department of Health and Social Care","SCS level","SCS level","20","20","[c]","[c]"
"In post","2021","Mixed","Department of Health and Social Care","SEO/HEO","HEO","55","50","31940","32640"
"In post","2021","Mixed","Department of Health and Social Care","SEO/HEO","SEO","70","70","40600","40460"
"In post","2021","Mixed","ESTYN","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","ESTYN","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","ESTYN","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","ESTYN","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","ESTYN","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","ESTYN","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","ESTYN","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Food Standards Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Food Standards Agency","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Food Standards Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Food Standards Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Food Standards Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Food Standards Agency","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Mixed","Food Standards Agency","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Mixed","Foreign, Commonwealth and Development Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Foreign, Commonwealth and Development Office","AA/AO","AO","20","20","[c]","[c]"
"In post","2021","Mixed","Foreign, Commonwealth and Development Office","EO","EO","20","20","[c]","[c]"
"In post","2021","Mixed","Foreign, Commonwealth and Development Office","G6/G7","G6","20","20","[c]","[c]"
"In post","2021","Mixed","Foreign, Commonwealth and Development Office","G6/G7","G7","75","75","55170","55430"
"In post","2021","Mixed","Foreign, Commonwealth and Development Office","SCS level","SCS level","15","15","[c]","[c]"
"In post","2021","Mixed","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","95","95","35430","35700"
"In post","2021","Mixed","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2021","Mixed","Foreign, Commonwealth and Development Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","HM Land Registry","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","HM Land Registry","AA/AO","AO","30","30","22900","22350"
"In post","2021","Mixed","HM Land Registry","EO","EO","20","20","[c]","[c]"
"In post","2021","Mixed","HM Land Registry","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","HM Land Registry","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","HM Land Registry","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","HM Land Registry","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Mixed","HM Land Registry","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Mixed","HM Revenue and Customs","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","HM Revenue and Customs","AA/AO","AO","180","165","20790","20140"
"In post","2021","Mixed","HM Revenue and Customs","EO","EO","180","170","26360","25560"
"In post","2021","Mixed","HM Revenue and Customs","G6/G7","G6","35","35","68400","70660"
"In post","2021","Mixed","HM Revenue and Customs","G6/G7","G7","85","80","54620","53150"
"In post","2021","Mixed","HM Revenue and Customs","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Mixed","HM Revenue and Customs","SEO/HEO","HEO","180","175","33030","31810"
"In post","2021","Mixed","HM Revenue and Customs","SEO/HEO","SEO","75","75","40140","38980"
"In post","2021","Mixed","HM Treasury","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","HM Treasury","EO","EO","5","5","[c]","[c]"
"In post","2021","Mixed","HM Treasury","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Mixed","HM Treasury","G6/G7","G7","35","35","53690","52840"
"In post","2021","Mixed","HM Treasury","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Mixed","HM Treasury","SEO/HEO","HEO","40","40","34750","32960"
"In post","2021","Mixed","HM Treasury","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Mixed","Home Office","AA/AO","AA","15","15","[c]","[c]"
"In post","2021","Mixed","Home Office","AA/AO","AO","140","120","22920","21430"
"In post","2021","Mixed","Home Office","EO","EO","275","250","27390","27370"
"In post","2021","Mixed","Home Office","G6/G7","G6","15","15","[c]","[c]"
"In post","2021","Mixed","Home Office","G6/G7","G7","65","65","57790","57460"
"In post","2021","Mixed","Home Office","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Mixed","Home Office","SEO/HEO","HEO","105","105","34490","35070"
"In post","2021","Mixed","Home Office","SEO/HEO","SEO","85","85","41830","41970"
"In post","2021","Mixed","Home Office","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Mixed","Ministry of Defence","AA/AO","AA","20","20","[c]","[c]"
"In post","2021","Mixed","Ministry of Defence","AA/AO","AO","105","105","24040","21580"
"In post","2021","Mixed","Ministry of Defence","EO","EO","115","115","27070","26670"
"In post","2021","Mixed","Ministry of Defence","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Mixed","Ministry of Defence","G6/G7","G7","65","65","58140","56350"
"In post","2021","Mixed","Ministry of Defence","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Ministry of Defence","SEO/HEO","HEO","165","160","32440","33300"
"In post","2021","Mixed","Ministry of Defence","SEO/HEO","SEO","100","100","41120","40630"
"In post","2021","Mixed","Ministry of Defence","Unknown","Unknown","20","20","[c]","[c]"
"In post","2021","Mixed","Ministry of Housing, Communities and Local Government","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Ministry of Housing, Communities and Local Government","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Mixed","Ministry of Housing, Communities and Local Government","EO","EO","15","10","[c]","[c]"
"In post","2021","Mixed","Ministry of Housing, Communities and Local Government","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Mixed","Ministry of Housing, Communities and Local Government","G6/G7","G7","25","20","[c]","[c]"
"In post","2021","Mixed","Ministry of Housing, Communities and Local Government","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Ministry of Housing, Communities and Local Government","SEO/HEO","HEO","25","25","[c]","[c]"
"In post","2021","Mixed","Ministry of Housing, Communities and Local Government","SEO/HEO","SEO","15","15","[c]","[c]"
"In post","2021","Mixed","Ministry of Justice","AA/AO","AA","90","85","20550","20600"
"In post","2021","Mixed","Ministry of Justice","AA/AO","AO","585","560","25650","24440"
"In post","2021","Mixed","Ministry of Justice","EO","EO","190","185","28160","26410"
"In post","2021","Mixed","Ministry of Justice","G6/G7","G6","15","15","[c]","[c]"
"In post","2021","Mixed","Ministry of Justice","G6/G7","G7","65","60","59290","58130"
"In post","2021","Mixed","Ministry of Justice","SCS level","SCS level","10","5","[c]","[c]"
"In post","2021","Mixed","Ministry of Justice","SEO/HEO","HEO","155","150","33220","32410"
"In post","2021","Mixed","Ministry of Justice","SEO/HEO","SEO","110","110","44080","42590"
"In post","2021","Mixed","Ministry of Justice","Unknown","Unknown","355","335","30530","30210"
"In post","2021","Mixed","National Crime Agency","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Mixed","National Crime Agency","EO","EO","45","45","33270","32770"
"In post","2021","Mixed","National Crime Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","National Crime Agency","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Mixed","National Crime Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","National Crime Agency","SEO/HEO","HEO","30","30","42400","43560"
"In post","2021","Mixed","National Crime Agency","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Mixed","Northern Ireland Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Northern Ireland Office","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Northern Ireland Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Northern Ireland Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Northern Ireland Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Northern Ireland Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office for Standards in Education","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office for Standards in Education","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office for Standards in Education","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office for Standards in Education","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office for Standards in Education","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office for Standards in Education","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office for Standards in Education","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of Gas and Electricity Markets","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of Gas and Electricity Markets","EO","EO","10","10","[c]","[c]"
"In post","2021","Mixed","Office of Gas and Electricity Markets","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of Gas and Electricity Markets","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Mixed","Office of Gas and Electricity Markets","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of Gas and Electricity Markets","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Mixed","Office of Gas and Electricity Markets","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Mixed","Office of Qualifications and Examinations Regulation","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of Qualifications and Examinations Regulation","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of Qualifications and Examinations Regulation","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of Qualifications and Examinations Regulation","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of Qualifications and Examinations Regulation","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of Rail and Road","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of Rail and Road","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of Rail and Road","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of Rail and Road","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of Rail and Road","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of Rail and Road","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of Rail and Road","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Other Cabinet Office Agencies","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Other Cabinet Office Agencies","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Other Cabinet Office Agencies","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Other Cabinet Office Agencies","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Other Cabinet Office Agencies","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Other Cabinet Office Agencies","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Other Cabinet Office Agencies","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland Office","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scottish Government","AA/AO","AA","10","10","[c]","[c]"
"In post","2021","Mixed","Scottish Government","AA/AO","AO","15","15","[c]","[c]"
"In post","2021","Mixed","Scottish Government","EO","EO","15","15","[c]","[c]"
"In post","2021","Mixed","Scottish Government","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Mixed","Scottish Government","G6/G7","G7","15","15","[c]","[c]"
"In post","2021","Mixed","Scottish Government","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scottish Government","SEO/HEO","HEO","30","25","[c]","[c]"
"In post","2021","Mixed","Scottish Government","SEO/HEO","SEO","25","20","[c]","[c]"
"In post","2021","Mixed","Scottish Government","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","The National Archives","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","The National Archives","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","The National Archives","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","The National Archives","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","The National Archives","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","The National Archives","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","The National Archives","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Mixed","The National Archives","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Mixed","UK Export Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","UK Export Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","UK Export Finance","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","UK Export Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","UK Export Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","UK Export Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","UK Export Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","UK Export Finance","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Mixed","UK Supreme Court","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","UK Supreme Court","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","UK Supreme Court","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","UK Supreme Court","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","UK Supreme Court","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","UK Supreme Court","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","UK Supreme Court","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","United Kingdom Statistics Authority","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","United Kingdom Statistics Authority","AA/AO","AO","20","15","[c]","[c]"
"In post","2021","Mixed","United Kingdom Statistics Authority","EO","EO","10","10","[c]","[c]"
"In post","2021","Mixed","United Kingdom Statistics Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","United Kingdom Statistics Authority","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Mixed","United Kingdom Statistics Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","United Kingdom Statistics Authority","SEO/HEO","HEO","25","25","[c]","[c]"
"In post","2021","Mixed","United Kingdom Statistics Authority","SEO/HEO","SEO","15","15","[c]","[c]"
"In post","2021","Mixed","Wales Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales Office","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Water Services Regulation Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Water Services Regulation Authority","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Water Services Regulation Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Water Services Regulation Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Water Services Regulation Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Water Services Regulation Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Water Services Regulation Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Welsh Government","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Mixed","Welsh Government","EO","EO","15","15","[c]","[c]"
"In post","2021","Mixed","Welsh Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Welsh Government","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Mixed","Welsh Government","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Welsh Government","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2021","Mixed","Welsh Government","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Attorney General's Departments","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Attorney General's Departments","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Attorney General's Departments","EO","EO","20","20","[c]","[c]"
"In post","2021","Other ethnicity","Attorney General's Departments","G6/G7","G6","30","25","[c]","[c]"
"In post","2021","Other ethnicity","Attorney General's Departments","G6/G7","G7","45","40","54520","52730"
"In post","2021","Other ethnicity","Attorney General's Departments","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Attorney General's Departments","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Attorney General's Departments","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Attorney General's Departments","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Cabinet Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Cabinet Office","EO","EO","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Cabinet Office","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Cabinet Office","G6/G7","G7","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Cabinet Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Cabinet Office","SEO/HEO","HEO","20","20","[c]","[c]"
"In post","2021","Other ethnicity","Cabinet Office","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Chancellor's other departments","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Chancellor's other departments","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Chancellor's other departments","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Chancellor's other departments","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Chancellor's other departments","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Chancellor's other departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Chancellor's other departments","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
