"Status","Year","Organisation","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","HM Courts and Tribunals Service","West Cumbria","AO","20","15","19920","19830"
"In post","2021","HM Courts and Tribunals Service","West Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","West Cumbria","G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","West Cumbria","HEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","West Cumbria","SEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","West Northamptonshire","AA","40","35","16860","16840"
"In post","2021","HM Courts and Tribunals Service","West Northamptonshire","AO","225","195","19390","18890"
"In post","2021","HM Courts and Tribunals Service","West Northamptonshire","EO","40","35","22190","21960"
"In post","2021","HM Courts and Tribunals Service","West Northamptonshire","G7","5","5","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","West Northamptonshire","HEO","15","15","25020","24120"
"In post","2021","HM Courts and Tribunals Service","West Northamptonshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","West Northamptonshire","SEO","15","15","38250","40460"
"In post","2021","HM Courts and Tribunals Service","West Surrey","AA","15","10","18450","18460"
"In post","2021","HM Courts and Tribunals Service","West Surrey","AO","45","40","21810","22080"
"In post","2021","HM Courts and Tribunals Service","West Surrey","EO","15","15","24910","24440"
"In post","2021","HM Courts and Tribunals Service","West Surrey","G7","5","5","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","West Surrey","HEO","5","5","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","West Surrey","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","West Surrey","SEO","10","10","41830","40220"
"In post","2021","HM Courts and Tribunals Service","West Sussex (North East)","AA","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","West Sussex (North East)","AO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","West Sussex (North East)","EO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","West Sussex (North East)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","West Sussex (North East)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","West Sussex (South West)","AA","5","5","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","West Sussex (South West)","AO","20","15","20430","20520"
"In post","2021","HM Courts and Tribunals Service","West Sussex (South West)","EO","5","5","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","West Sussex (South West)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","West Sussex (South West)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","West Sussex (South West)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Westminster","AA","105","95","19740","19750"
"In post","2021","HM Courts and Tribunals Service","Westminster","AO","320","305","22900","22680"
"In post","2021","HM Courts and Tribunals Service","Westminster","EO","340","330","26830","26410"
"In post","2021","HM Courts and Tribunals Service","Westminster","G7","225","220","59170","58130"
"In post","2021","HM Courts and Tribunals Service","Westminster","HEO","245","245","31690","30850"
"In post","2021","HM Courts and Tribunals Service","Westminster","SCS level","35","35","90410","86970"
"In post","2021","HM Courts and Tribunals Service","Westminster","SEO","225","220","39990","37920"
"In post","2021","HM Courts and Tribunals Service","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Wiltshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Wiltshire","AO","10","10","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Wiltshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Wirral","AA","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Wirral","AO","35","30","20750","20650"
"In post","2021","HM Courts and Tribunals Service","Wirral","EO","5","5","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Wirral","G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Wirral","HEO","5","5","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Wirral","SEO","5","5","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Wolverhampton","AA","20","20","16900","16840"
"In post","2021","HM Courts and Tribunals Service","Wolverhampton","AO","55","45","19780","19830"
"In post","2021","HM Courts and Tribunals Service","Wolverhampton","EO","20","20","22970","23130"
"In post","2021","HM Courts and Tribunals Service","Wolverhampton","G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Wolverhampton","HEO","5","5","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Wolverhampton","SEO","5","5","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Worcestershire","AA","20","15","16890","16840"
"In post","2021","HM Courts and Tribunals Service","Worcestershire","AO","75","65","19430","18940"
"In post","2021","HM Courts and Tribunals Service","Worcestershire","EO","20","15","22180","21940"
"In post","2021","HM Courts and Tribunals Service","Worcestershire","G7","5","5","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Worcestershire","HEO","5","5","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Worcestershire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Worcestershire","SEO","15","10","39800","41900"
"In post","2021","HM Courts and Tribunals Service","York","AA","10","10","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","York","AO","25","20","19690","19830"
"In post","2021","HM Courts and Tribunals Service","York","EO","10","10","22800","22430"
"In post","2021","HM Courts and Tribunals Service","York","G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","York","HEO","5","5","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","York","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","York","SEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Coventry","AO","75","70","22350","22350"
"In post","2021","HM Land Registry","Coventry","EO","90","75","27180","27130"
"In post","2021","HM Land Registry","Coventry","G6","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Coventry","G7","15","10","59270","56750"
"In post","2021","HM Land Registry","Coventry","HEO","60","50","33920","33840"
"In post","2021","HM Land Registry","Coventry","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Coventry","SEO","30","25","41630","40860"
"In post","2021","HM Land Registry","Croydon","AA","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Croydon","AO","70","70","25860","25850"
"In post","2021","HM Land Registry","Croydon","EO","90","80","30790","30600"
"In post","2021","HM Land Registry","Croydon","G6","20","20","75690","76080"
"In post","2021","HM Land Registry","Croydon","G7","30","30","64560","64940"
"In post","2021","HM Land Registry","Croydon","HEO","85","80","37840","37290"
"In post","2021","HM Land Registry","Croydon","SCS level","10","10","103780","106410"
"In post","2021","HM Land Registry","Croydon","SEO","65","65","45960","44260"
"In post","2021","HM Land Registry","Dorset CC","AO","105","100","22350","22350"
"In post","2021","HM Land Registry","Dorset CC","EO","90","80","27130","27130"
"In post","2021","HM Land Registry","Dorset CC","G6","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Dorset CC","G7","10","10","[c]","[c]"
"In post","2021","HM Land Registry","Dorset CC","HEO","55","45","34010","33840"
"In post","2021","HM Land Registry","Dorset CC","SEO","25","20","40580","40860"
"In post","2021","HM Land Registry","Durham CC","AO","265","245","22350","22350"
"In post","2021","HM Land Registry","Durham CC","EO","260","235","27150","27130"
"In post","2021","HM Land Registry","Durham CC","G7","15","15","60350","58760"
"In post","2021","HM Land Registry","Durham CC","HEO","110","100","33960","33840"
"In post","2021","HM Land Registry","Durham CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Durham CC","SEO","55","50","40650","39100"
"In post","2021","HM Land Registry","Gloucestershire","AO","90","90","22350","22350"
"In post","2021","HM Land Registry","Gloucestershire","EO","125","100","27170","27130"
"In post","2021","HM Land Registry","Gloucestershire","G6","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Gloucestershire","G7","10","10","59650","60520"
"In post","2021","HM Land Registry","Gloucestershire","HEO","80","65","33840","33840"
"In post","2021","HM Land Registry","Gloucestershire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Gloucestershire","SEO","30","30","40470","39100"
"In post","2021","HM Land Registry","Kingston upon Hull, City of","AO","105","100","22350","22350"
"In post","2021","HM Land Registry","Kingston upon Hull, City of","EO","135","115","27160","27130"
"In post","2021","HM Land Registry","Kingston upon Hull, City of","G6","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Kingston upon Hull, City of","G7","10","10","[c]","[c]"
"In post","2021","HM Land Registry","Kingston upon Hull, City of","HEO","65","55","33910","33840"
"In post","2021","HM Land Registry","Kingston upon Hull, City of","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Kingston upon Hull, City of","SEO","25","20","40650","40860"
"In post","2021","HM Land Registry","Leicester","AO","105","100","22350","22350"
"In post","2021","HM Land Registry","Leicester","EO","105","95","27170","27130"
"In post","2021","HM Land Registry","Leicester","G7","10","10","[c]","[c]"
"In post","2021","HM Land Registry","Leicester","HEO","60","55","34000","33840"
"In post","2021","HM Land Registry","Leicester","SEO","30","30","40260","39100"
"In post","2021","HM Land Registry","Mid Lancashire","AO","145","140","22350","22350"
"In post","2021","HM Land Registry","Mid Lancashire","EO","135","120","27160","27130"
"In post","2021","HM Land Registry","Mid Lancashire","G6","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Mid Lancashire","G7","15","10","61020","60520"
"In post","2021","HM Land Registry","Mid Lancashire","HEO","75","65","33960","33840"
"In post","2021","HM Land Registry","Mid Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Mid Lancashire","SEO","35","30","40120","39100"
"In post","2021","HM Land Registry","Nottingham","AA","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Nottingham","AO","120","115","22350","22350"
"In post","2021","HM Land Registry","Nottingham","EO","215","190","27160","27130"
"In post","2021","HM Land Registry","Nottingham","G6","10","10","[c]","[c]"
"In post","2021","HM Land Registry","Nottingham","G7","30","25","59450","59280"
"In post","2021","HM Land Registry","Nottingham","HEO","105","95","33840","33840"
"In post","2021","HM Land Registry","Nottingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Nottingham","SEO","75","75","41420","40860"
"In post","2021","HM Land Registry","Peterborough","AO","70","70","22360","22350"
"In post","2021","HM Land Registry","Peterborough","EO","95","80","27210","27130"
"In post","2021","HM Land Registry","Peterborough","G6","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Peterborough","G7","10","10","60090","60520"
"In post","2021","HM Land Registry","Peterborough","HEO","70","65","34170","33840"
"In post","2021","HM Land Registry","Peterborough","SEO","35","35","41780","40860"
"In post","2021","HM Land Registry","Plymouth","AA","25","25","20710","21040"
"In post","2021","HM Land Registry","Plymouth","AO","155","135","22350","22350"
"In post","2021","HM Land Registry","Plymouth","EO","250","230","28820","27130"
"In post","2021","HM Land Registry","Plymouth","G6","10","10","72440","70000"
"In post","2021","HM Land Registry","Plymouth","G7","50","45","57970","56750"
"In post","2021","HM Land Registry","Plymouth","HEO","230","210","36870","38450"
"In post","2021","HM Land Registry","Plymouth","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Plymouth","SEO","195","185","43440","43160"
"In post","2021","HM Land Registry","Swansea","AO","215","200","22350","22350"
"In post","2021","HM Land Registry","Swansea","EO","285","250","27130","27130"
"In post","2021","HM Land Registry","Swansea","G6","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Swansea","G7","15","15","60960","60520"
"In post","2021","HM Land Registry","Swansea","HEO","145","125","33970","33840"
"In post","2021","HM Land Registry","Swansea","SEO","60","55","41150","40860"
"In post","2021","HM Land Registry","Telford and Wrekin","AO","140","135","22380","22350"
"In post","2021","HM Land Registry","Telford and Wrekin","EO","110","95","27170","27130"
"In post","2021","HM Land Registry","Telford and Wrekin","G6","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Telford and Wrekin","G7","10","10","[c]","[c]"
"In post","2021","HM Land Registry","Telford and Wrekin","HEO","50","40","33840","33840"
"In post","2021","HM Land Registry","Telford and Wrekin","SEO","30","25","41300","40860"
"In post","2021","HM Land Registry","Wirral","AO","165","155","22350","22350"
"In post","2021","HM Land Registry","Wirral","EO","170","140","27160","27130"
"In post","2021","HM Land Registry","Wirral","G6","5","5","[c]","[c]"
"In post","2021","HM Land Registry","Wirral","G7","15","15","57980","60520"
"In post","2021","HM Land Registry","Wirral","HEO","95","80","33950","33840"
"In post","2021","HM Land Registry","Wirral","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Wirral","SEO","45","45","40940","40860"
"In post","2021","HM Prison and Probation Service","Barking & Dagenham and Havering","SEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Barking & Dagenham and Havering","Unknown","45","45","32180","28690"
"In post","2021","HM Prison and Probation Service","Barnet","Unknown","45","45","31660","26810"
"In post","2021","HM Prison and Probation Service","Barnsley, Doncaster and Rotherham","AA","185","175","20790","20600"
"In post","2021","HM Prison and Probation Service","Barnsley, Doncaster and Rotherham","AO","615","580","26390","25790"
"In post","2021","HM Prison and Probation Service","Barnsley, Doncaster and Rotherham","EO","210","200","31530","32040"
"In post","2021","HM Prison and Probation Service","Barnsley, Doncaster and Rotherham","G6","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Barnsley, Doncaster and Rotherham","G7","5","5","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Barnsley, Doncaster and Rotherham","HEO","120","110","35980","36710"
"In post","2021","HM Prison and Probation Service","Barnsley, Doncaster and Rotherham","SEO","50","50","51090","51220"
"In post","2021","HM Prison and Probation Service","Barnsley, Doncaster and Rotherham","Unknown","210","185","29510","30210"
"In post","2021","HM Prison and Probation Service","Bath and North East Somerset, North Somerset and South Gloucestershire","AA","60","55","20870","20600"
"In post","2021","HM Prison and Probation Service","Bath and North East Somerset, North Somerset and South Gloucestershire","AO","265","240","26400","25370"
"In post","2021","HM Prison and Probation Service","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","75","70","31310","33520"
"In post","2021","HM Prison and Probation Service","Bath and North East Somerset, North Somerset and South Gloucestershire","G6","5","5","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Bath and North East Somerset, North Somerset and South Gloucestershire","G7","10","5","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Bath and North East Somerset, North Somerset and South Gloucestershire","HEO","60","55","34640","36480"
"In post","2021","HM Prison and Probation Service","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO","45","45","49280","50810"
"In post","2021","HM Prison and Probation Service","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","110","95","31060","31420"
"In post","2021","HM Prison and Probation Service","Bedford","AA","45","45","21670","21500"
"In post","2021","HM Prison and Probation Service","Bedford","AO","175","170","28960","30400"
"In post","2021","HM Prison and Probation Service","Bedford","EO","30","30","30390","31540"
"In post","2021","HM Prison and Probation Service","Bedford","G6","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Bedford","G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Bedford","HEO","30","25","34450","34960"
"In post","2021","HM Prison and Probation Service","Bedford","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Bedford","SEO","15","15","51140","51150"
"In post","2021","HM Prison and Probation Service","Bedford","Unknown","70","60","27390","23840"
"In post","2021","HM Prison and Probation Service","Berkshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Berkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Berkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Berkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Berkshire","Unknown","145","140","28340","24800"
"In post","2021","HM Prison and Probation Service","Bexley and Greenwich","AA","195","190","24190","23790"
"In post","2021","HM Prison and Probation Service","Bexley and Greenwich","AO","535","525","31360","32600"
"In post","2021","HM Prison and Probation Service","Bexley and Greenwich","EO","150","145","34930","36800"
"In post","2021","HM Prison and Probation Service","Bexley and Greenwich","G6","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Bexley and Greenwich","G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Bexley and Greenwich","HEO","80","75","39110","39690"
"In post","2021","HM Prison and Probation Service","Bexley and Greenwich","SEO","35","35","53590","53880"
"In post","2021","HM Prison and Probation Service","Bexley and Greenwich","Unknown","105","100","33540","34100"
"In post","2021","HM Prison and Probation Service","Birmingham","AA","110","100","20150","20600"
"In post","2021","HM Prison and Probation Service","Birmingham","AO","330","320","27210","25330"
"In post","2021","HM Prison and Probation Service","Birmingham","EO","40","40","31980","31610"
"In post","2021","HM Prison and Probation Service","Birmingham","G6","10","10","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Birmingham","G7","10","10","62540","64970"
"In post","2021","HM Prison and Probation Service","Birmingham","HEO","65","60","34900","35570"
"In post","2021","HM Prison and Probation Service","Birmingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Birmingham","SEO","25","25","47980","49820"
"In post","2021","HM Prison and Probation Service","Birmingham","Unknown","430","395","30130","28200"
"In post","2021","HM Prison and Probation Service","Blackburn with Darwen","Unknown","65","60","28460","28200"
"In post","2021","HM Prison and Probation Service","Blackpool","Unknown","70","65","29310","30210"
"In post","2021","HM Prison and Probation Service","Bournemouth and Poole","G6","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Bournemouth and Poole","HEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Bournemouth and Poole","SEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Bournemouth and Poole","Unknown","100","90","28540","25460"
"In post","2021","HM Prison and Probation Service","Bradford","SEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Bradford","Unknown","125","115","30150","30210"
"In post","2021","HM Prison and Probation Service","Breckland and South Norfolk","AA","55","55","20710","20600"
"In post","2021","HM Prison and Probation Service","Breckland and South Norfolk","AO","235","220","25310","24440"
"In post","2021","HM Prison and Probation Service","Breckland and South Norfolk","EO","65","65","29930","30140"
"In post","2021","HM Prison and Probation Service","Breckland and South Norfolk","G6","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Breckland and South Norfolk","G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Breckland and South Norfolk","HEO","40","35","34330","35220"
"In post","2021","HM Prison and Probation Service","Breckland and South Norfolk","SEO","20","20","49580","47560"
"In post","2021","HM Prison and Probation Service","Breckland and South Norfolk","Unknown","10","10","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Brent","Unknown","60","60","32140","28690"
"In post","2021","HM Prison and Probation Service","Bridgend and Neath Port Talbot","EO","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Bridgend and Neath Port Talbot","G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Bridgend and Neath Port Talbot","SEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Bridgend and Neath Port Talbot","Unknown","60","55","33630","31420"
"In post","2021","HM Prison and Probation Service","Brighton and Hove","G6","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Brighton and Hove","G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Brighton and Hove","SEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Brighton and Hove","Unknown","90","75","28790","25340"
"In post","2021","HM Prison and Probation Service","Bristol, City of","AA","50","45","20570","20600"
"In post","2021","HM Prison and Probation Service","Bristol, City of","AO","210","205","25230","24440"
"In post","2021","HM Prison and Probation Service","Bristol, City of","EO","45","40","30690","31610"
"In post","2021","HM Prison and Probation Service","Bristol, City of","G6","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Bristol, City of","G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Bristol, City of","HEO","25","25","35830","36870"
"In post","2021","HM Prison and Probation Service","Bristol, City of","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Bristol, City of","SEO","15","15","52170","51850"
"In post","2021","HM Prison and Probation Service","Bristol, City of","Unknown","160","145","28840","28200"
"In post","2021","HM Prison and Probation Service","Bromley","Unknown","20","20","30360","28690"
"In post","2021","HM Prison and Probation Service","Buckinghamshire CC","AA","85","85","21850","21500"
"In post","2021","HM Prison and Probation Service","Buckinghamshire CC","AO","260","250","29400","30400"
"In post","2021","HM Prison and Probation Service","Buckinghamshire CC","EO","130","120","31260","33520"
"In post","2021","HM Prison and Probation Service","Buckinghamshire CC","G6","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Buckinghamshire CC","G7","5","5","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Buckinghamshire CC","HEO","70","65","35110","36600"
"In post","2021","HM Prison and Probation Service","Buckinghamshire CC","SEO","45","40","49070","50690"
"In post","2021","HM Prison and Probation Service","Buckinghamshire CC","Unknown","90","80","29460","30760"
"In post","2021","HM Prison and Probation Service","Calderdale and Kirklees","Unknown","110","100","28420","28200"
"In post","2021","HM Prison and Probation Service","Cambridgeshire CC","AA","195","175","20710","20600"
"In post","2021","HM Prison and Probation Service","Cambridgeshire CC","AO","605","570","28800","29810"
"In post","2021","HM Prison and Probation Service","Cambridgeshire CC","EO","155","145","31430","33520"
"In post","2021","HM Prison and Probation Service","Cambridgeshire CC","G6","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Cambridgeshire CC","G7","10","10","67210","67440"
"In post","2021","HM Prison and Probation Service","Cambridgeshire CC","HEO","100","100","35080","36480"
"In post","2021","HM Prison and Probation Service","Cambridgeshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Cambridgeshire CC","SEO","40","40","49660","50200"
"In post","2021","HM Prison and Probation Service","Cambridgeshire CC","Unknown","100","95","30450","30210"
"In post","2021","HM Prison and Probation Service","Camden and City of London","Unknown","20","20","31200","27730"
"In post","2021","HM Prison and Probation Service","Cardiff and Vale of Glamorgan","AA","60","55","20530","20600"
"In post","2021","HM Prison and Probation Service","Cardiff and Vale of Glamorgan","AO","250","235","25440","24440"
"In post","2021","HM Prison and Probation Service","Cardiff and Vale of Glamorgan","EO","65","65","30530","31420"
"In post","2021","HM Prison and Probation Service","Cardiff and Vale of Glamorgan","G6","10","10","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Cardiff and Vale of Glamorgan","G7","10","10","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Cardiff and Vale of Glamorgan","HEO","65","60","34400","35570"
"In post","2021","HM Prison and Probation Service","Cardiff and Vale of Glamorgan","SCS level","5","5","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Cardiff and Vale of Glamorgan","SEO","30","30","49430","51150"
"In post","2021","HM Prison and Probation Service","Cardiff and Vale of Glamorgan","Unknown","270","260","30780","30210"
"In post","2021","HM Prison and Probation Service","Central Hampshire","AA","45","45","20600","20600"
"In post","2021","HM Prison and Probation Service","Central Hampshire","AO","215","210","29320","29920"
"In post","2021","HM Prison and Probation Service","Central Hampshire","EO","45","40","30330","31420"
"In post","2021","HM Prison and Probation Service","Central Hampshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Central Hampshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Central Hampshire","HEO","25","20","36180","37280"
"In post","2021","HM Prison and Probation Service","Central Hampshire","SEO","20","20","51390","51150"
"In post","2021","HM Prison and Probation Service","Central Hampshire","Unknown","20","20","30900","30880"
"In post","2021","HM Prison and Probation Service","Central Valleys","AO","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Central Valleys","SEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Central Valleys","Unknown","85","80","29500","28750"
"In post","2021","HM Prison and Probation Service","Cheshire East","AA","45","40","20660","20600"
"In post","2021","HM Prison and Probation Service","Cheshire East","AO","160","150","26520","26300"
"In post","2021","HM Prison and Probation Service","Cheshire East","EO","40","40","30840","31610"
"In post","2021","HM Prison and Probation Service","Cheshire East","G6","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Cheshire East","G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Cheshire East","HEO","30","30","35920","37000"
"In post","2021","HM Prison and Probation Service","Cheshire East","SEO","15","15","53150","54650"
"In post","2021","HM Prison and Probation Service","Cheshire East","Unknown","55","50","29630","30150"
"In post","2021","HM Prison and Probation Service","Cheshire West and Chester","G6","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Cheshire West and Chester","G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Cheshire West and Chester","Unknown","75","70","28740","28200"
"In post","2021","HM Prison and Probation Service","Chorley and West Lancashire","AA","130","120","20750","20600"
"In post","2021","HM Prison and Probation Service","Chorley and West Lancashire","AO","585","535","26720","26300"
"In post","2021","HM Prison and Probation Service","Chorley and West Lancashire","EO","175","160","30040","28860"
"In post","2021","HM Prison and Probation Service","Chorley and West Lancashire","G6","5","5","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Chorley and West Lancashire","G7","10","10","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Chorley and West Lancashire","HEO","105","95","34870","36480"
"In post","2021","HM Prison and Probation Service","Chorley and West Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Chorley and West Lancashire","SEO","60","60","48040","48580"
"In post","2021","HM Prison and Probation Service","Chorley and West Lancashire","Unknown","55","50","32280","33360"
"In post","2021","HM Prison and Probation Service","City of Edinburgh","AA","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Conwy and Denbighshire","Unknown","70","70","30100","28200"
"In post","2021","HM Prison and Probation Service","Cornwall and Isles of Scilly","SEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Cornwall and Isles of Scilly","Unknown","50","40","29180","28200"
"In post","2021","HM Prison and Probation Service","Coventry","HEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Coventry","Unknown","60","55","29600","30210"
"In post","2021","HM Prison and Probation Service","Croydon","AA","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Croydon","AO","120","115","23930","23510"
"In post","2021","HM Prison and Probation Service","Croydon","EO","185","180","29880","30110"
"In post","2021","HM Prison and Probation Service","Croydon","G6","25","25","77080","74850"
"In post","2021","HM Prison and Probation Service","Croydon","G7","55","55","66590","68240"
"In post","2021","HM Prison and Probation Service","Croydon","HEO","125","120","35390","33900"
"In post","2021","HM Prison and Probation Service","Croydon","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Croydon","SEO","130","125","48830","46600"
