"Status","Year","Disability","Parent_department","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Attorney General's Departments","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Berkshire","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Birmingham","Outside London","45","40","40120","38760"
"In post","2021","Declared disabled","Attorney General's Departments","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Brighton and Hove","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Bristol, City of","Outside London","15","10","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Cardiff and Vale of Glamorgan","Outside London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Croydon","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Derby","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Devon CC","Outside London","15","10","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","East Cumbria","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","East Kent","Outside London","15","10","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Flintshire and Wrexham","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Heart of Essex","Outside London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Hertfordshire","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Kingston upon Hull, City of","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Leeds","Outside London","30","25","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Leicester","Outside London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Liverpool","Outside London","45","40","39210","34480"
"In post","2021","Declared disabled","Attorney General's Departments","Manchester","Outside London","35","35","42740","48830"
"In post","2021","Declared disabled","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Mid Lancashire","Outside London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Norwich and East Norfolk","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Nottingham","Outside London","30","30","38930","32290"
"In post","2021","Declared disabled","Attorney General's Departments","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Portsmouth","Outside London","10","5","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Sheffield","Outside London","15","10","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Shropshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","South Hampshire","Outside London","15","10","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","South Teesside","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Stoke-on-Trent","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Suffolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Swansea","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Tyneside","Outside London","30","30","34820","28430"
"In post","2021","Declared disabled","Attorney General's Departments","Wakefield","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Warrington","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","West Surrey","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Westminster","London","360","335","50310","51510"
"In post","2021","Declared disabled","Attorney General's Departments","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Worcestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","York","Outside London","40","40","48340","53420"
"In post","2021","Declared disabled","Cabinet Office","Ards and North Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Buckinghamshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Camden and City of London","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
