"Status","Year","Disability","Function_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Legal","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","London","Inner London - East","10","10","[c]","[c]"
"In post","2021","Undeclared","Legal","London","Inner London - West","165","155","58340","63730"
"In post","2021","Undeclared","Legal","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","London","Outer London - South","5","5","[c]","[c]"
"In post","2021","Undeclared","Legal","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","North East (England)","Northumberland and Tyne and Wear","5","5","[c]","[c]"
"In post","2021","Undeclared","Legal","North East (England)","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2021","Undeclared","Legal","North West (England)","Greater Manchester","15","10","[c]","[c]"
"In post","2021","Undeclared","Legal","North West (England)","Lancashire","10","10","[c]","[c]"
"In post","2021","Undeclared","Legal","North West (England)","Merseyside","5","5","[c]","[c]"
"In post","2021","Undeclared","Legal","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Scotland","Eastern Scotland","10","10","[c]","[c]"
"In post","2021","Undeclared","Legal","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Scotland","Southern Scotland","5","5","[c]","[c]"
"In post","2021","Undeclared","Legal","Scotland","West Central Scotland","15","15","[c]","[c]"
"In post","2021","Undeclared","Legal","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2021","Undeclared","Legal","South East (England)","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2021","Undeclared","Legal","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","South East (England)","Surrey, East and West Sussex","10","10","[c]","[c]"
"In post","2021","Undeclared","Legal","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","South West (England)","Devon","5","5","[c]","[c]"
"In post","2021","Undeclared","Legal","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","[c]","[c]"
"In post","2021","Undeclared","Legal","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","West Midlands (England)","West Midlands","15","15","[c]","[c]"
"In post","2021","Undeclared","Legal","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Yorkshire and The Humber","West Yorkshire","5","5","[c]","[c]"
"In post","2021","Undeclared","No function","East Midlands (England)","Derbyshire and Nottinghamshire","510","465","30810","31440"
"In post","2021","Undeclared","No function","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","290","265","27960","27680"
"In post","2021","Undeclared","No function","East Midlands (England)","Lincolnshire","130","120","29620","31410"
"In post","2021","Undeclared","No function","East of England","Bedfordshire and Hertfordshire","100","90","30160","29750"
"In post","2021","Undeclared","No function","East of England","East Anglia","700","645","30900","31650"
"In post","2021","Undeclared","No function","East of England","Essex","120","110","32360","30690"
"In post","2021","Undeclared","No function","London","Inner London - East","570","520","38850","35900"
"In post","2021","Undeclared","No function","London","Inner London - West","1910","1870","43010","37560"
"In post","2021","Undeclared","No function","London","Outer London - East and North East","200","185","31770","33180"
"In post","2021","Undeclared","No function","London","Outer London - South","125","120","34380","32520"
"In post","2021","Undeclared","No function","London","Outer London - West and North West","205","190","35790","33180"
"In post","2021","Undeclared","No function","North East (England)","Northumberland and Tyne and Wear","345","300","26670","21440"
"In post","2021","Undeclared","No function","North East (England)","Tees Valley and Durham","595","535","30090","31650"
"In post","2021","Undeclared","No function","North West (England)","Cheshire","195","180","30600","31650"
"In post","2021","Undeclared","No function","North West (England)","Cumbria","45","40","28610","26580"
"In post","2021","Undeclared","No function","North West (England)","Greater Manchester","605","555","29490","27710"
"In post","2021","Undeclared","No function","North West (England)","Lancashire","495","440","29110","31250"
"In post","2021","Undeclared","No function","North West (England)","Merseyside","375","340","30780","28130"
"In post","2021","Undeclared","No function","Northern Ireland","Northern Ireland","95","90","30070","30350"
"In post","2021","Undeclared","No function","Overseas","Overseas","65","65","52580","54470"
"In post","2021","Undeclared","No function","Scotland","Eastern Scotland","110","105","32760","31810"
"In post","2021","Undeclared","No function","Scotland","Highlands and Islands","5","5","[c]","[c]"
"In post","2021","Undeclared","No function","Scotland","North Eastern Scotland","25","25","[c]","[c]"
"In post","2021","Undeclared","No function","Scotland","Southern Scotland","50","40","28410","25560"
"In post","2021","Undeclared","No function","Scotland","West Central Scotland","160","145","28380","24690"
"In post","2021","Undeclared","No function","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","385","355","31940","32040"
"In post","2021","Undeclared","No function","South East (England)","Hampshire and Isle of Wight","530","480","32550","31650"
"In post","2021","Undeclared","No function","South East (England)","Kent","430","400","31190","31650"
"In post","2021","Undeclared","No function","South East (England)","Surrey, East and West Sussex","385","360","31050","31220"
"In post","2021","Undeclared","No function","South West (England)","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2021","Undeclared","No function","South West (England)","Devon","170","155","29200","27380"
"In post","2021","Undeclared","No function","South West (England)","Dorset and Somerset","195","180","29900","28960"
"In post","2021","Undeclared","No function","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","560","525","35790","31810"
"In post","2021","Undeclared","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Wales","East Wales","395","365","30210","29540"
"In post","2021","Undeclared","No function","Wales","West Wales and The Valleys","535","465","24790","21590"
"In post","2021","Undeclared","No function","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","275","265","30250","31650"
"In post","2021","Undeclared","No function","West Midlands (England)","Shropshire and Staffordshire","380","350","29190","28100"
"In post","2021","Undeclared","No function","West Midlands (England)","West Midlands","420","395","29940","26130"
"In post","2021","Undeclared","No function","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","285","255","31000","31650"
"In post","2021","Undeclared","No function","Yorkshire and The Humber","North Yorkshire","105","95","33670","31650"
"In post","2021","Undeclared","No function","Yorkshire and The Humber","South Yorkshire","245","230","31570","30450"
"In post","2021","Undeclared","No function","Yorkshire and The Humber","West Yorkshire","520","470","30390","31650"
"In post","2021","Undeclared","Project Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","25","25","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","East Midlands (England)","Lincolnshire","25","25","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","East of England","Bedfordshire and Hertfordshire","15","15","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","East of England","East Anglia","35","30","41840","40580"
"In post","2021","Undeclared","Project Delivery","East of England","Essex","10","10","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","London","Inner London - East","35","30","54170","59160"
"In post","2021","Undeclared","Project Delivery","London","Inner London - West","205","200","50130","52850"
"In post","2021","Undeclared","Project Delivery","London","Outer London - East and North East","5","5","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","London","Outer London - South","10","10","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","North East (England)","Northumberland and Tyne and Wear","50","50","38120","38630"
"In post","2021","Undeclared","Project Delivery","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","North West (England)","Cheshire","5","5","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","North West (England)","Cumbria","20","20","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","North West (England)","Greater Manchester","30","25","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","North West (England)","Lancashire","35","30","35000","31810"
"In post","2021","Undeclared","Project Delivery","North West (England)","Merseyside","20","20","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Overseas","Overseas","20","20","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Scotland","Eastern Scotland","15","15","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Scotland","Southern Scotland","30","25","31040","26800"
"In post","2021","Undeclared","Project Delivery","Scotland","West Central Scotland","20","20","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","35","30","38800","35300"
"In post","2021","Undeclared","Project Delivery","South East (England)","Hampshire and Isle of Wight","120","115","36930","36250"
"In post","2021","Undeclared","Project Delivery","South East (England)","Kent","5","5","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","South West (England)","Devon","15","15","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","South West (England)","Dorset and Somerset","45","40","33670","33180"
"In post","2021","Undeclared","Project Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","655","640","41880","40580"
"In post","2021","Undeclared","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Wales","East Wales","145","140","29690","28750"
"In post","2021","Undeclared","Project Delivery","Wales","West Wales and The Valleys","10","10","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","15","15","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","West Midlands (England)","Shropshire and Staffordshire","65","65","31070","28110"
"In post","2021","Undeclared","Project Delivery","West Midlands (England)","West Midlands","25","20","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Yorkshire and The Humber","North Yorkshire","15","10","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Yorkshire and The Humber","South Yorkshire","10","10","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Yorkshire and The Humber","West Yorkshire","10","10","[c]","[c]"
"In post","2021","Undeclared","Property","East Midlands (England)","Derbyshire and Nottinghamshire","30","25","[c]","[c]"
"In post","2021","Undeclared","Property","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2021","Undeclared","Property","East Midlands (England)","Lincolnshire","5","5","[c]","[c]"
"In post","2021","Undeclared","Property","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","East of England","East Anglia","40","35","36140","33960"
"In post","2021","Undeclared","Property","East of England","Essex","10","10","[c]","[c]"
"In post","2021","Undeclared","Property","London","Inner London - East","45","45","41020","36900"
"In post","2021","Undeclared","Property","London","Inner London - West","35","35","48810","43340"
"In post","2021","Undeclared","Property","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","London","Outer London - South","25","25","[c]","[c]"
"In post","2021","Undeclared","Property","London","Outer London - West and North West","20","20","[c]","[c]"
"In post","2021","Undeclared","Property","North East (England)","Northumberland and Tyne and Wear","10","10","[c]","[c]"
"In post","2021","Undeclared","Property","North East (England)","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2021","Undeclared","Property","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","North West (England)","Greater Manchester","20","20","[c]","[c]"
"In post","2021","Undeclared","Property","North West (England)","Lancashire","10","5","[c]","[c]"
"In post","2021","Undeclared","Property","North West (England)","Merseyside","15","10","[c]","[c]"
"In post","2021","Undeclared","Property","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Overseas","Overseas","15","15","[c]","[c]"
"In post","2021","Undeclared","Property","Scotland","Eastern Scotland","15","15","[c]","[c]"
"In post","2021","Undeclared","Property","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Scotland","West Central Scotland","5","5","[c]","[c]"
"In post","2021","Undeclared","Property","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","15","15","[c]","[c]"
"In post","2021","Undeclared","Property","South East (England)","Hampshire and Isle of Wight","35","30","31480","32110"
"In post","2021","Undeclared","Property","South East (England)","Kent","5","5","[c]","[c]"
"In post","2021","Undeclared","Property","South East (England)","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2021","Undeclared","Property","South West (England)","Cornwall and Isles of Scilly","10","5","[c]","[c]"
"In post","2021","Undeclared","Property","South West (England)","Devon","35","35","31810","32100"
"In post","2021","Undeclared","Property","South West (England)","Dorset and Somerset","10","10","[c]","[c]"
"In post","2021","Undeclared","Property","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","37600","34010"
"In post","2021","Undeclared","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Wales","East Wales","15","15","[c]","[c]"
"In post","2021","Undeclared","Property","Wales","West Wales and The Valleys","15","15","[c]","[c]"
"In post","2021","Undeclared","Property","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","West Midlands (England)","Shropshire and Staffordshire","15","15","[c]","[c]"
"In post","2021","Undeclared","Property","West Midlands (England)","West Midlands","25","20","[c]","[c]"
"In post","2021","Undeclared","Property","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2021","Undeclared","Property","Yorkshire and The Humber","North Yorkshire","15","15","[c]","[c]"
"In post","2021","Undeclared","Property","Yorkshire and The Humber","South Yorkshire","10","10","[c]","[c]"
"In post","2021","Undeclared","Property","Yorkshire and The Humber","West Yorkshire","25","25","[c]","[c]"
"In post","2021","Undeclared","Security","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2021","Undeclared","Security","East Midlands (England)","Lincolnshire","5","5","[c]","[c]"
"In post","2021","Undeclared","Security","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","East of England","East Anglia","20","20","[c]","[c]"
"In post","2021","Undeclared","Security","East of England","Essex","20","20","[c]","[c]"
"In post","2021","Undeclared","Security","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","London","Inner London - West","80","80","47710","44070"
"In post","2021","Undeclared","Security","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","North East (England)","Northumberland and Tyne and Wear","5","5","[c]","[c]"
"In post","2021","Undeclared","Security","North East (England)","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2021","Undeclared","Security","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","North West (England)","Cumbria","5","5","[c]","[c]"
"In post","2021","Undeclared","Security","North West (England)","Greater Manchester","10","10","[c]","[c]"
"In post","2021","Undeclared","Security","North West (England)","Lancashire","5","5","[c]","[c]"
"In post","2021","Undeclared","Security","North West (England)","Merseyside","5","5","[c]","[c]"
"In post","2021","Undeclared","Security","Northern Ireland","Northern Ireland","25","25","[c]","[c]"
"In post","2021","Undeclared","Security","Overseas","Overseas","10","10","[c]","[c]"
"In post","2021","Undeclared","Security","Scotland","Eastern Scotland","5","5","[c]","[c]"
"In post","2021","Undeclared","Security","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Scotland","North Eastern Scotland","5","5","[c]","[c]"
"In post","2021","Undeclared","Security","Scotland","Southern Scotland","5","5","[c]","[c]"
"In post","2021","Undeclared","Security","Scotland","West Central Scotland","40","40","33820","39070"
"In post","2021","Undeclared","Security","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","105","100","39100","41070"
"In post","2021","Undeclared","Security","South East (England)","Hampshire and Isle of Wight","45","45","28110","20920"
"In post","2021","Undeclared","Security","South East (England)","Kent","5","5","[c]","[c]"
"In post","2021","Undeclared","Security","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","South West (England)","Devon","35","35","28230","22890"
"In post","2021","Undeclared","Security","South West (England)","Dorset and Somerset","15","15","[c]","[c]"
"In post","2021","Undeclared","Security","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","45","45","28380","20950"
"In post","2021","Undeclared","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Wales","East Wales","10","10","[c]","[c]"
"In post","2021","Undeclared","Security","Wales","West Wales and The Valleys","25","20","[c]","[c]"
"In post","2021","Undeclared","Security","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","15","15","[c]","[c]"
"In post","2021","Undeclared","Security","West Midlands (England)","Shropshire and Staffordshire","15","10","[c]","[c]"
"In post","2021","Undeclared","Security","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2021","Undeclared","Security","Yorkshire and The Humber","North Yorkshire","55","55","32080","33300"
"In post","2021","Undeclared","Security","Yorkshire and The Humber","South Yorkshire","20","20","[c]","[c]"
"In post","2021","Undeclared","Security","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","East Midlands (England)","Derbyshire and Nottinghamshire","115","110","24990","27570"
"In post","2021","Undeclared","Unknown","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","125","115","26180","27570"
"In post","2021","Undeclared","Unknown","East Midlands (England)","Lincolnshire","80","75","26230","21580"
"In post","2021","Undeclared","Unknown","East of England","Bedfordshire and Hertfordshire","100","95","32480","29290"
"In post","2021","Undeclared","Unknown","East of England","East Anglia","215","200","27480","27370"
"In post","2021","Undeclared","Unknown","East of England","Essex","150","140","28580","28990"
"In post","2021","Undeclared","Unknown","London","Inner London - East","175","165","34510","31060"
"In post","2021","Undeclared","Unknown","London","Inner London - West","465","450","44820","41010"
"In post","2021","Undeclared","Unknown","London","Outer London - East and North East","90","85","29890","31060"
"In post","2021","Undeclared","Unknown","London","Outer London - South","305","295","37540","33730"
"In post","2021","Undeclared","Unknown","London","Outer London - West and North West","295","270","33370","31060"
"In post","2021","Undeclared","Unknown","North East (England)","Northumberland and Tyne and Wear","330","305","28860","27570"
"In post","2021","Undeclared","Unknown","North East (England)","Tees Valley and Durham","145","130","24390","21580"
"In post","2021","Undeclared","Unknown","North West (England)","Cheshire","50","45","25100","27570"
"In post","2021","Undeclared","Unknown","North West (England)","Cumbria","20","20","[c]","[c]"
"In post","2021","Undeclared","Unknown","North West (England)","Greater Manchester","350","335","27770","27570"
"In post","2021","Undeclared","Unknown","North West (England)","Lancashire","410","380","26750","27570"
"In post","2021","Undeclared","Unknown","North West (England)","Merseyside","330","300","26640","25900"
"In post","2021","Undeclared","Unknown","Northern Ireland","Northern Ireland","45","45","27200","25310"
"In post","2021","Undeclared","Unknown","Overseas","Overseas","40","40","[c]","[c]"
"In post","2021","Undeclared","Unknown","Scotland","Eastern Scotland","315","290","30500","27570"
"In post","2021","Undeclared","Unknown","Scotland","Highlands and Islands","25","25","[c]","[c]"
"In post","2021","Undeclared","Unknown","Scotland","North Eastern Scotland","25","20","[c]","[c]"
"In post","2021","Undeclared","Unknown","Scotland","Southern Scotland","40","40","27670","27570"
"In post","2021","Undeclared","Unknown","Scotland","West Central Scotland","270","255","28350","27570"
"In post","2021","Undeclared","Unknown","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","115","110","28920","27570"
"In post","2021","Undeclared","Unknown","South East (England)","Hampshire and Isle of Wight","275","265","29940","27570"
"In post","2021","Undeclared","Unknown","South East (England)","Kent","295","270","28350","27370"
"In post","2021","Undeclared","Unknown","South East (England)","Surrey, East and West Sussex","205","190","28470","27570"
"In post","2021","Undeclared","Unknown","South West (England)","Cornwall and Isles of Scilly","65","60","25690","26630"
"In post","2021","Undeclared","Unknown","South West (England)","Devon","130","120","25410","26120"
"In post","2021","Undeclared","Unknown","South West (England)","Dorset and Somerset","95","90","27510","27570"
"In post","2021","Undeclared","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","280","265","31680","27570"
"In post","2021","Undeclared","Unknown","Unknown","Unknown","40","35","29110","27570"
"In post","2021","Undeclared","Unknown","Wales","East Wales","245","230","32700","27570"
"In post","2021","Undeclared","Unknown","Wales","West Wales and The Valleys","235","215","31120","27570"
"In post","2021","Undeclared","Unknown","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","70","65","24800","22500"
"In post","2021","Undeclared","Unknown","West Midlands (England)","Shropshire and Staffordshire","120","110","26960","27570"
"In post","2021","Undeclared","Unknown","West Midlands (England)","West Midlands","275","250","26830","27570"
"In post","2021","Undeclared","Unknown","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","105","100","26550","26930"
"In post","2021","Undeclared","Unknown","Yorkshire and The Humber","North Yorkshire","75","75","25440","21580"
"In post","2021","Undeclared","Unknown","Yorkshire and The Humber","South Yorkshire","265","250","29560","27570"
"In post","2021","Undeclared","Unknown","Yorkshire and The Humber","West Yorkshire","240","225","29230","27570"
"In post","2021","Unknown","Analysis","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","East of England","East Anglia","95","90","39600","37280"
"In post","2021","Unknown","Analysis","East of England","Essex","10","10","[c]","[c]"
"In post","2021","Unknown","Analysis","London","Inner London - East","90","85","48370","41880"
"In post","2021","Unknown","Analysis","London","Inner London - West","635","620","46740","41760"
"In post","2021","Unknown","Analysis","London","Outer London - South","15","15","[c]","[c]"
"In post","2021","Unknown","Analysis","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","North West (England)","Greater Manchester","45","45","33950","31810"
"In post","2021","Unknown","Analysis","North West (England)","Merseyside","15","15","[c]","[c]"
"In post","2021","Unknown","Analysis","Scotland","Eastern Scotland","15","15","[c]","[c]"
"In post","2021","Unknown","Analysis","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","South East (England)","Hampshire and Isle of Wight","205","200","34980","30130"
"In post","2021","Unknown","Analysis","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","South West (England)","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2021","Unknown","Analysis","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","South West (England)","Dorset and Somerset","45","40","34610","29270"
"In post","2021","Unknown","Analysis","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","37900","39510"
"In post","2021","Unknown","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Wales","East Wales","410","400","33140","29540"
"In post","2021","Unknown","Analysis","Wales","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2021","Unknown","Analysis","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","West Midlands (England)","West Midlands","10","10","[c]","[c]"
"In post","2021","Unknown","Analysis","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Yorkshire and The Humber","South Yorkshire","15","15","[c]","[c]"
"In post","2021","Unknown","Analysis","Yorkshire and The Humber","West Yorkshire","45","40","43800","49530"
"In post","2021","Unknown","Commercial","East Midlands (England)","Derbyshire and Nottinghamshire","20","20","[c]","[c]"
"In post","2021","Unknown","Commercial","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","East of England","East Anglia","110","105","45390","38500"
"In post","2021","Unknown","Commercial","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","London","Inner London - East","60","55","63810","57860"
"In post","2021","Unknown","Commercial","London","Inner London - West","615","610","68580","64000"
"In post","2021","Unknown","Commercial","London","Outer London - South","25","20","[c]","[c]"
"In post","2021","Unknown","Commercial","London","Outer London - West and North West","15","15","[c]","[c]"
"In post","2021","Unknown","Commercial","North East (England)","Northumberland and Tyne and Wear","10","10","[c]","[c]"
"In post","2021","Unknown","Commercial","North East (England)","Tees Valley and Durham","15","15","[c]","[c]"
"In post","2021","Unknown","Commercial","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","North West (England)","Greater Manchester","105","105","52660","51560"
"In post","2021","Unknown","Commercial","North West (England)","Lancashire","30","30","52160","49700"
"In post","2021","Unknown","Commercial","North West (England)","Merseyside","200","195","41060","35490"
"In post","2021","Unknown","Commercial","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Overseas","Overseas","5","5","[c]","[c]"
"In post","2021","Unknown","Commercial","Scotland","Eastern Scotland","60","60","30860","25870"
"In post","2021","Unknown","Commercial","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Scotland","Southern Scotland","45","45","51050","49920"
"In post","2021","Unknown","Commercial","Scotland","West Central Scotland","45","45","43430","36300"
"In post","2021","Unknown","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","30","30","53780","43020"
"In post","2021","Unknown","Commercial","South East (England)","Hampshire and Isle of Wight","75","70","54350","53320"
"In post","2021","Unknown","Commercial","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","South East (England)","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2021","Unknown","Commercial","South West (England)","Devon","10","10","[c]","[c]"
"In post","2021","Unknown","Commercial","South West (England)","Dorset and Somerset","5","5","[c]","[c]"
"In post","2021","Unknown","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","190","180","53720","49020"
"In post","2021","Unknown","Commercial","Unknown","Unknown","10","10","[c]","[c]"
