"Status","Year","Region_ITL3","Region_london","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Wolverhampton","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","Outside London","SEO/HEO","Female","30","30","33360","32290"
"In post","2021","Wolverhampton","Outside London","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Wolverhampton","Outside London","Unknown","Female","60","55","25630","22920"
"In post","2021","Wolverhampton","Outside London","Unknown","Male","20","20","[c]","[c]"
"In post","2021","Worcestershire","Outside London","AA/AO","Female","565","510","22380","21050"
"In post","2021","Worcestershire","Outside London","AA/AO","Male","545","535","25180","24440"
"In post","2021","Worcestershire","Outside London","EO","Female","270","245","27160","27570"
"In post","2021","Worcestershire","Outside London","EO","Male","245","240","28960","27570"
"In post","2021","Worcestershire","Outside London","G6/G7","Female","35","35","53600","50660"
"In post","2021","Worcestershire","Outside London","G6/G7","Male","40","40","57300","54730"
"In post","2021","Worcestershire","Outside London","SCS level","Female","10","5","[c]","[c]"
"In post","2021","Worcestershire","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","Outside London","SEO/HEO","Female","205","190","35070","33520"
"In post","2021","Worcestershire","Outside London","SEO/HEO","Male","175","170","38830","37480"
"In post","2021","Worcestershire","Outside London","Unknown","Female","120","110","30330","30550"
"In post","2021","Worcestershire","Outside London","Unknown","Male","40","40","28240","28200"
"In post","2021","York","Outside London","AA/AO","Female","340","305","21490","21010"
"In post","2021","York","Outside London","AA/AO","Male","235","225","21600","20920"
"In post","2021","York","Outside London","EO","Female","290","265","26520","26670"
"In post","2021","York","Outside London","EO","Male","220","215","26910","26670"
"In post","2021","York","Outside London","G6/G7","Female","315","290","58380","55610"
"In post","2021","York","Outside London","G6/G7","Male","280","275","57680","55610"
"In post","2021","York","Outside London","SCS level","Female","15","15","[c]","[c]"
"In post","2021","York","Outside London","SCS level","Male","10","10","[c]","[c]"
"In post","2021","York","Outside London","SEO/HEO","Female","545","515","36070","35900"
"In post","2021","York","Outside London","SEO/HEO","Male","450","445","34960","34120"
"In post","2021","York","Outside London","Unknown","Female","55","50","30600","30210"
"In post","2021","York","Outside London","Unknown","Male","35","35","28060","28200"
"Leaver CS","2021","Aberdeen City and Aberdeenshire","Outside London","AA/AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Aberdeen City and Aberdeenshire","Outside London","AA/AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Aberdeen City and Aberdeenshire","Outside London","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Aberdeen City and Aberdeenshire","Outside London","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Aberdeen City and Aberdeenshire","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Aberdeen City and Aberdeenshire","Outside London","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Aberdeen City and Aberdeenshire","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Aberdeen City and Aberdeenshire","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Aberdeen City and Aberdeenshire","Outside London","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Aberdeen City and Aberdeenshire","Outside London","SEO/HEO","Male","35","[c]","[c]","[c]"
"Leaver CS","2021","Angus and Dundee City","Outside London","AA/AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Angus and Dundee City","Outside London","AA/AO","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Angus and Dundee City","Outside London","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Angus and Dundee City","Outside London","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Angus and Dundee City","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Angus and Dundee City","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Angus and Dundee City","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Angus and Dundee City","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Angus and Dundee City","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Angus and Dundee City","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Antrim and Newtownabbey","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Antrim and Newtownabbey","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Antrim and Newtownabbey","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Antrim and Newtownabbey","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Antrim and Newtownabbey","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Antrim and Newtownabbey","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ards and North Down","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ards and North Down","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ards and North Down","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ards and North Down","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ards and North Down","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ards and North Down","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ards and North Down","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ards and North Down","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Armagh City, Banbridge and Craigavon","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Armagh City, Banbridge and Craigavon","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barking & Dagenham and Havering","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barking & Dagenham and Havering","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barking & Dagenham and Havering","London","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Barking & Dagenham and Havering","London","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Barking & Dagenham and Havering","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barking & Dagenham and Havering","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barking & Dagenham and Havering","London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barking & Dagenham and Havering","London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnet","London","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Barnet","London","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Barnet","London","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Barnet","London","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Barnet","London","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Barnet","London","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Barnet","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnet","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnet","London","SEO/HEO","Female","35","[c]","36620","36700"
"Leaver CS","2021","Barnet","London","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Barnet","London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnet","London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnsley, Doncaster and Rotherham","Outside London","AA/AO","Female","60","[c]","[c]","[c]"
"Leaver CS","2021","Barnsley, Doncaster and Rotherham","Outside London","AA/AO","Male","60","[c]","[c]","[c]"
"Leaver CS","2021","Barnsley, Doncaster and Rotherham","Outside London","EO","Female","35","[c]","27210","27570"
"Leaver CS","2021","Barnsley, Doncaster and Rotherham","Outside London","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Barnsley, Doncaster and Rotherham","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnsley, Doncaster and Rotherham","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barnsley, Doncaster and Rotherham","Outside London","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Barnsley, Doncaster and Rotherham","Outside London","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Barnsley, Doncaster and Rotherham","Outside London","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Barnsley, Doncaster and Rotherham","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","AA/AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","EO","Female","55","[c]","22330","22460"
"Leaver CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","EO","Male","65","[c]","22960","21660"
"Leaver CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","G6/G7","Male","40","[c]","57810","54540"
"Leaver CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SEO/HEO","Female","75","[c]","34200","33190"
"Leaver CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SEO/HEO","Male","160","[c]","37790","39510"
"Leaver CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Unknown","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Bedford","Outside London","AA/AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Bedford","Outside London","AA/AO","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Bedford","Outside London","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Bedford","Outside London","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Bedford","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedford","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedford","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedford","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedford","Outside London","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Bedford","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Belfast","Outside London","AA/AO","Female","35","[c]","[c]","[c]"
"Leaver CS","2021","Belfast","Outside London","AA/AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Belfast","Outside London","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Belfast","Outside London","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Belfast","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Belfast","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Belfast","Outside London","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Belfast","Outside London","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Outside London","AA/AO","Female","35","[c]","21000","21000"
"Leaver CS","2021","Berkshire","Outside London","AA/AO","Male","45","[c]","26870","24970"
"Leaver CS","2021","Berkshire","Outside London","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Outside London","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Outside London","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Outside London","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Outside London","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Outside London","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Outside London","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bexley and Greenwich","London","AA/AO","Female","40","[c]","[c]","[c]"
"Leaver CS","2021","Bexley and Greenwich","London","AA/AO","Male","45","[c]","[c]","[c]"
"Leaver CS","2021","Bexley and Greenwich","London","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Bexley and Greenwich","London","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Bexley and Greenwich","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bexley and Greenwich","London","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Bexley and Greenwich","London","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Bexley and Greenwich","London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Outside London","AA/AO","Female","125","[c]","20190","19930"
"Leaver CS","2021","Birmingham","Outside London","AA/AO","Male","80","[c]","20400","20200"
"Leaver CS","2021","Birmingham","Outside London","EO","Female","55","[c]","26100","27190"
"Leaver CS","2021","Birmingham","Outside London","EO","Male","40","[c]","25610","25670"
"Leaver CS","2021","Birmingham","Outside London","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Outside London","G6/G7","Male","35","[c]","66180","63800"
"Leaver CS","2021","Birmingham","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Outside London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Outside London","SEO/HEO","Female","65","[c]","38440","38530"
"Leaver CS","2021","Birmingham","Outside London","SEO/HEO","Male","55","[c]","37910","36690"
"Leaver CS","2021","Birmingham","Outside London","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackburn with Darwen","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackburn with Darwen","Outside London","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Blackburn with Darwen","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackburn with Darwen","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackburn with Darwen","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackburn with Darwen","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackburn with Darwen","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackburn with Darwen","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackpool","Outside London","AA/AO","Female","100","[c]","20710","21010"
"Leaver CS","2021","Blackpool","Outside London","AA/AO","Male","60","[c]","20860","21010"
"Leaver CS","2021","Blackpool","Outside London","EO","Female","45","[c]","27280","27570"
"Leaver CS","2021","Blackpool","Outside London","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Blackpool","Outside London","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Blackpool","Outside London","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Blackpool","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackpool","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackpool","Outside London","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Blackpool","Outside London","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Blackpool","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackpool","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bournemouth and Poole","Outside London","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Bournemouth and Poole","Outside London","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Bournemouth and Poole","Outside London","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Bournemouth and Poole","Outside London","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Bournemouth and Poole","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bournemouth and Poole","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bournemouth and Poole","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bournemouth and Poole","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bournemouth and Poole","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bournemouth and Poole","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","Outside London","AA/AO","Female","65","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","Outside London","AA/AO","Male","40","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","Outside London","EO","Female","35","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","Outside London","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","Outside London","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","Outside London","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","Outside London","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","Outside London","AA/AO","Male","35","[c]","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","Outside London","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brent","London","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Brent","London","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Brent","London","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Brent","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brent","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brent","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brent","London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brent","London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bridgend and Neath Port Talbot","Outside London","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Bridgend and Neath Port Talbot","Outside London","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Bridgend and Neath Port Talbot","Outside London","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Bridgend and Neath Port Talbot","Outside London","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Bridgend and Neath Port Talbot","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bridgend and Neath Port Talbot","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bridgend and Neath Port Talbot","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bridgend and Neath Port Talbot","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brighton and Hove","Outside London","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Brighton and Hove","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brighton and Hove","Outside London","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Brighton and Hove","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brighton and Hove","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brighton and Hove","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brighton and Hove","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brighton and Hove","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brighton and Hove","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brighton and Hove","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Outside London","AA/AO","Female","70","[c]","20110","19930"
"Leaver CS","2021","Bristol, City of","Outside London","AA/AO","Male","55","[c]","20630","20950"
"Leaver CS","2021","Bristol, City of","Outside London","EO","Female","50","[c]","26020","26890"
"Leaver CS","2021","Bristol, City of","Outside London","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Outside London","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Outside London","G6/G7","Male","40","[c]","56540","55610"
"Leaver CS","2021","Bristol, City of","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Outside London","SEO/HEO","Female","45","[c]","35730","34860"
"Leaver CS","2021","Bristol, City of","Outside London","SEO/HEO","Male","40","[c]","35560","33930"
"Leaver CS","2021","Bristol, City of","Outside London","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bromley","London","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Bromley","London","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Bromley","London","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Bromley","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bromley","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bromley","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bromley","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bromley","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bromley","London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bromley","London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Outside London","AA/AO","Female","35","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Outside London","AA/AO","Male","40","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Outside London","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Outside London","EO","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Outside London","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Outside London","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Outside London","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Caithness and Sutherland and Ross and Cromarty","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Caithness and Sutherland and Ross and Cromarty","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Caithness and Sutherland and Ross and Cromarty","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Caithness and Sutherland and Ross and Cromarty","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Caithness and Sutherland and Ross and Cromarty","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Caithness and Sutherland and Ross and Cromarty","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Calderdale and Kirklees","Outside London","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Calderdale and Kirklees","Outside London","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Calderdale and Kirklees","Outside London","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Calderdale and Kirklees","Outside London","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Calderdale and Kirklees","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Calderdale and Kirklees","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Calderdale and Kirklees","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Calderdale and Kirklees","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Calderdale and Kirklees","Outside London","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Calderdale and Kirklees","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
