"Status","Year","Parent_department","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Finance","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Finance","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Finance","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Finance","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Finance","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Human Resources","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Human Resources","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Human Resources","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Human Resources","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Human Resources","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Human Resources","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Human Resources","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Human Resources","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","AO","45","[c]","20990","20880"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","EO","40","[c]","24670","24250"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","HEO","20","[c]","29820","30950"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","SEO","10","[c]","42950","42950"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Other","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Other","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Other","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Other","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Policy","London","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Policy","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Policy","London","G6","15","[c]","67120","64990"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Policy","London","G7","35","[c]","53980","53600"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Policy","London","HEO","20","[c]","33230","33310"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Policy","London","SCS level","20","[c]","92940","80000"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Policy","London","SEO","20","[c]","39930","40050"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Policy","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Policy","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Policy","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Security","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Security","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Statistics","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Statistics","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Outside London","AA","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Outside London","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Outside London","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Outside London","G6","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Outside London","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Outside London","SEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Communications","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Communications","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Finance","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Finance","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Operational Research","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Other","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Other","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Other","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Other","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Policy","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Policy","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Policy","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Policy","London","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Policy","London","HEO","25","[c]","34010","32700"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Project Delivery","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Property","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Commercial","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Commercial","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Commercial","Outside London","SEO","10","[c]","37440","36780"
"Leaver CS","2021","Department for Education","Communications","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Communications","London","EO","10","[c]","26450","28500"
"Leaver CS","2021","Department for Education","Communications","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Communications","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Communications","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Communications","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Communications","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Communications","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Communications","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Communications","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Digital, Data and Technology","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Digital, Data and Technology","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Digital, Data and Technology","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Digital, Data and Technology","Outside London","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Digital, Data and Technology","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Digital, Data and Technology","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Digital, Data and Technology","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Digital, Data and Technology","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Digital, Data and Technology","Outside London","SEO","10","[c]","38920","36870"
"Leaver CS","2021","Department for Education","Finance","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Finance","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Finance","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Finance","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Finance","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Finance","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Finance","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Human Resources","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Human Resources","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Human Resources","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Human Resources","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Human Resources","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Legal","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Legal","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Operational Delivery","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Operational Delivery","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Operational Delivery","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Operational Delivery","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Operational Delivery","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Operational Delivery","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Operational Delivery","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Operational Delivery","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Operational Delivery","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Operational Delivery","Outside London","SEO","10","[c]","38200","36960"
"Leaver CS","2021","Department for Education","Policy","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Policy","London","EO","15","[c]","27400","28500"
"Leaver CS","2021","Department for Education","Policy","London","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Policy","London","G7","30","[c]","55020","54160"
"Leaver CS","2021","Department for Education","Policy","London","HEO","15","[c]","34360","33610"
"Leaver CS","2021","Department for Education","Policy","London","SCS level","15","[c]","83300","76500"
"Leaver CS","2021","Department for Education","Policy","London","SEO","15","[c]","41770","40780"
"Leaver CS","2021","Department for Education","Policy","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Policy","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Policy","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Policy","Outside London","G7","10","[c]","53760","54010"
"Leaver CS","2021","Department for Education","Policy","Outside London","HEO","10","[c]","30880","30820"
"Leaver CS","2021","Department for Education","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Policy","Outside London","SEO","10","[c]","39120","38910"
"Leaver CS","2021","Department for Education","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Project Delivery","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Project Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Project Delivery","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Project Delivery","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Property","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Property","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Property","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Property","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Property","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Property","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Property","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Property","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Property","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Property","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Security","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Security","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Security","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Commercial","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Commercial","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Commercial","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Commercial","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Communications","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Communications","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Communications","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Communications","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Communications","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Communications","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Communications","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Communications","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Communications","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Corporate Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Outside London","G7","10","[c]","51290","49740"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Economics","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Economics","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Economics","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Finance","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Finance","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Finance","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Human Resources","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Human Resources","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Human Resources","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Human Resources","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Human Resources","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Human Resources","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Human Resources","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","Outside London","AO","95","[c]","21270","21050"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","Outside London","EO","50","[c]","25500","25190"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","Outside London","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","Outside London","HEO","15","[c]","31350","31660"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","Outside London","SEO","10","[c]","39220","39750"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Other","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Other","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Other","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Other","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Other","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Policy","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Policy","London","AO","15","[c]","24280","24370"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Policy","London","EO","40","[c]","21470","18200"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Policy","London","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Policy","London","G7","20","[c]","55860","55460"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Policy","London","HEO","20","[c]","33920","33510"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Policy","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Policy","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Policy","Outside London","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Policy","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Policy","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Policy","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Policy","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Project Delivery","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Project Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Project Delivery","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Project Delivery","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Property","London","EO","[c]","[c]","[c]","[c]"
