"Status","Year","Age","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","40-49","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Planning","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Policy","London","205","[c]","59810","57030"
"Leaver Dept.","2021","40-49","Policy","Outside London","40","[c]","45560","40890"
"Leaver Dept.","2021","40-49","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","London","25","[c]","54120","54250"
"Leaver Dept.","2021","40-49","Project Delivery","Outside London","80","[c]","45640","40750"
"Leaver Dept.","2021","40-49","Property","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Property","Outside London","20","[c]","37410","37100"
"Leaver Dept.","2021","40-49","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Science and Engineering","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Science and Engineering","Outside London","15","[c]","44240","41340"
"Leaver Dept.","2021","40-49","Security","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Security","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Statistics","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","London","310","[c]","54280","54700"
"Leaver Dept.","2021","40-49","Unknown","Outside London","625","[c]","29770","27570"
"Leaver Dept.","2021","40-49","Unknown","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Unknown","35","[c]","44090","37440"
"Leaver Dept.","2021","50-59","Commercial","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Commercial","Outside London","25","[c]","43250","41410"
"Leaver Dept.","2021","50-59","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Communications","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Communications","Outside London","15","[c]","45690","38330"
"Leaver Dept.","2021","50-59","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Digital, Data and Technology","London","10","[c]","65580","62350"
"Leaver Dept.","2021","50-59","Digital, Data and Technology","Outside London","15","[c]","50850","52540"
"Leaver Dept.","2021","50-59","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Finance","London","15","[c]","58390","51970"
"Leaver Dept.","2021","50-59","Finance","Outside London","25","[c]","47570","49340"
"Leaver Dept.","2021","50-59","Human Resources","London","10","[c]","52380","52160"
"Leaver Dept.","2021","50-59","Human Resources","Outside London","35","[c]","44940","46790"
"Leaver Dept.","2021","50-59","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","International Trade","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Knowledge and Information Management","Outside London","10","[c]","39400","35800"
"Leaver Dept.","2021","50-59","Legal","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Legal","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Operational Delivery","London","65","[c]","46910","34940"
"Leaver Dept.","2021","50-59","Operational Delivery","Outside London","220","[c]","29470","24280"
"Leaver Dept.","2021","50-59","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Other","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Other","Outside London","35","[c]","34840","32550"
"Leaver Dept.","2021","50-59","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Planning","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Policy","London","80","[c]","54580","45640"
"Leaver Dept.","2021","50-59","Policy","Outside London","30","[c]","44630","40610"
"Leaver Dept.","2021","50-59","Project Delivery","London","15","[c]","57810","54450"
"Leaver Dept.","2021","50-59","Project Delivery","Outside London","45","[c]","48390","41300"
"Leaver Dept.","2021","50-59","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Property","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Property","Outside London","10","[c]","33490","32270"
"Leaver Dept.","2021","50-59","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Science and Engineering","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Statistics","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","London","180","[c]","50040","43200"
"Leaver Dept.","2021","50-59","Unknown","Outside London","465","[c]","31760","27570"
"Leaver Dept.","2021","50-59","Unknown","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","Unknown","20","[c]","50050","35750"
"Leaver Dept.","2021","60-64","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Operational Delivery","Outside London","25","[c]","22020","21010"
"Leaver Dept.","2021","60-64","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Policy","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Outside London","40","[c]","29060","27570"
"Leaver Dept.","2021","60-64","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Unknown","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","London","90","[c]","47700","44450"
"Leaver Dept.","2021","Unknown","Unknown","Outside London","30","[c]","42990","47340"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Digital, Data and Technology","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Economics","London","20","[c]","25950","26250"
"New entrant CS","2021","16-19","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Finance","Outside London","20","[c]","19630","19040"
"New entrant CS","2021","16-19","Human Resources","London","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Operational Delivery","London","35","[c]","22320","22510"
"New entrant CS","2021","16-19","Operational Delivery","Outside London","280","[c]","20930","20760"
"New entrant CS","2021","16-19","Other","London","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other","Outside London","25","[c]","18620","17730"
"New entrant CS","2021","16-19","Policy","London","20","[c]","24630","24300"
"New entrant CS","2021","16-19","Policy","Outside London","10","[c]","23400","22930"
"New entrant CS","2021","16-19","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Property","Outside London","10","[c]","22450","24500"
"New entrant CS","2021","16-19","Science and Engineering","Outside London","55","[c]","17530","16780"
"New entrant CS","2021","16-19","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Security","Outside London","10","[c]","21370","19560"
"New entrant CS","2021","16-19","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Tax","Outside London","110","[c]","20390","20140"
"New entrant CS","2021","16-19","Unknown","London","20","[c]","27160","26310"
"New entrant CS","2021","16-19","Unknown","Outside London","235","[c]","21890","21010"
"New entrant CS","2021","16-19","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Commercial","London","50","[c]","36260","34710"
"New entrant CS","2021","20-29","Commercial","Outside London","130","[c]","26930","26360"
"New entrant CS","2021","20-29","Communications","London","165","[c]","31480","28500"
"New entrant CS","2021","20-29","Communications","Outside London","65","[c]","25880","25000"
"New entrant CS","2021","20-29","Corporate Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Counter Fraud","London","10","[c]","28100","26090"
"New entrant CS","2021","20-29","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data and Technology","London","160","[c]","36030","33460"
"New entrant CS","2021","20-29","Digital, Data and Technology","Outside London","390","[c]","29330","27130"
"New entrant CS","2021","20-29","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Economics","London","350","[c]","32030","32540"
"New entrant CS","2021","20-29","Economics","Outside London","60","[c]","24750","21800"
"New entrant CS","2021","20-29","Finance","London","100","[c]","34810","32790"
"New entrant CS","2021","20-29","Finance","Outside London","155","[c]","26120","25000"
"New entrant CS","2021","20-29","Human Resources","London","115","[c]","30340","28000"
"New entrant CS","2021","20-29","Human Resources","Outside London","150","[c]","24590","21170"
"New entrant CS","2021","20-29","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Intelligence Analysis","London","35","[c]","37920","32790"
"New entrant CS","2021","20-29","Intelligence Analysis","Outside London","35","[c]","27830","26350"
"New entrant CS","2021","20-29","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","International Trade","London","75","[c]","29520","31800"
"New entrant CS","2021","20-29","International Trade","Outside London","15","[c]","28500","31800"
"New entrant CS","2021","20-29","Knowledge and Information Management","London","20","[c]","28930","28040"
"New entrant CS","2021","20-29","Knowledge and Information Management","Outside London","50","[c]","25900","23230"
"New entrant CS","2021","20-29","Legal","London","155","[c]","37920","36800"
"New entrant CS","2021","20-29","Legal","Outside London","170","[c]","30530","25560"
"New entrant CS","2021","20-29","Medicine","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Medicine","Outside London","45","[c]","28920","24910"
"New entrant CS","2021","20-29","Operational Delivery","London","1760","[c]","27870","26810"
"New entrant CS","2021","20-29","Operational Delivery","Outside London","5470","[c]","22630","22160"
"New entrant CS","2021","20-29","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Operational Research","London","65","[c]","33370","34020"
"New entrant CS","2021","20-29","Operational Research","Outside London","30","[c]","25030","26130"
"New entrant CS","2021","20-29","Other","London","365","[c]","28730","27350"
"New entrant CS","2021","20-29","Other","Outside London","345","[c]","22380","20920"
"New entrant CS","2021","20-29","Other","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Planning","London","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Planning","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Policy","London","1645","[c]","33810","32790"
"New entrant CS","2021","20-29","Policy","Outside London","325","[c]","28780","29180"
"New entrant CS","2021","20-29","Project Delivery","London","140","[c]","34860","34360"
"New entrant CS","2021","20-29","Project Delivery","Outside London","230","[c]","28820","27540"
"New entrant CS","2021","20-29","Property","London","25","[c]","30730","27880"
"New entrant CS","2021","20-29","Property","Outside London","140","[c]","27260","24500"
"New entrant CS","2021","20-29","Psychology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Psychology","Outside London","75","[c]","25000","24620"
"New entrant CS","2021","20-29","Science and Engineering","London","95","[c]","30850","32330"
"New entrant CS","2021","20-29","Science and Engineering","Outside London","475","[c]","25470","26370"
"New entrant CS","2021","20-29","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Security","London","40","[c]","26980","25990"
"New entrant CS","2021","20-29","Security","Outside London","190","[c]","23310","23540"
"New entrant CS","2021","20-29","Social Research","London","75","[c]","33520","32540"
"New entrant CS","2021","20-29","Social Research","Outside London","65","[c]","29710","29540"
"New entrant CS","2021","20-29","Statistics","London","130","[c]","32170","32540"
"New entrant CS","2021","20-29","Statistics","Outside London","115","[c]","28130","29540"
"New entrant CS","2021","20-29","Tax","London","50","[c]","32500","36160"
"New entrant CS","2021","20-29","Tax","Outside London","1505","[c]","22100","20140"
"New entrant CS","2021","20-29","Unknown","London","2270","[c]","30360","31060"
"New entrant CS","2021","20-29","Unknown","Outside London","5415","[c]","25220","27570"
"New entrant CS","2021","20-29","Unknown","Unknown","335","[c]","28170","28000"
"New entrant CS","2021","20-29","Veterinarian","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","London","30","[c]","48160","44030"
"New entrant CS","2021","30-39","Commercial","Outside London","95","[c]","36950","36260"
"New entrant CS","2021","30-39","Communications","London","75","[c]","44500","42870"
"New entrant CS","2021","30-39","Communications","Outside London","40","[c]","35150","30130"
"New entrant CS","2021","30-39","Corporate Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","London","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data and Technology","London","185","[c]","50060","50650"
"New entrant CS","2021","30-39","Digital, Data and Technology","Outside London","370","[c]","38370","36500"
"New entrant CS","2021","30-39","Economics","London","25","[c]","44560","40650"
"New entrant CS","2021","30-39","Economics","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","London","60","[c]","43120","37390"
"New entrant CS","2021","30-39","Finance","Outside London","125","[c]","34860","33000"
"New entrant CS","2021","30-39","Human Resources","London","55","[c]","40510","38790"
"New entrant CS","2021","30-39","Human Resources","Outside London","130","[c]","32940","29540"
"New entrant CS","2021","30-39","Inspector of Education and Training","London","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Inspector of Education and Training","Outside London","20","[c]","60930","60930"
"New entrant CS","2021","30-39","Intelligence Analysis","London","20","[c]","49790","53360"
"New entrant CS","2021","30-39","Intelligence Analysis","Outside London","20","[c]","30560","26670"
"New entrant CS","2021","30-39","Internal Audit","London","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","International Trade","London","20","[c]","39950","36570"
"New entrant CS","2021","30-39","International Trade","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Knowledge and Information Management","London","10","[c]","39810","40640"
"New entrant CS","2021","30-39","Knowledge and Information Management","Outside London","30","[c]","32090","30200"
"New entrant CS","2021","30-39","Legal","London","145","[c]","48290","50500"
"New entrant CS","2021","30-39","Legal","Outside London","170","[c]","41280","39000"
"New entrant CS","2021","30-39","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Medicine","London","15","[c]","61330","53360"
"New entrant CS","2021","30-39","Medicine","Outside London","100","[c]","43290","33780"
"New entrant CS","2021","30-39","Medicine","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Operational Delivery","London","775","[c]","33090","30220"
"New entrant CS","2021","30-39","Operational Delivery","Outside London","2975","[c]","24730","22850"
"New entrant CS","2021","30-39","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Operational Delivery","Unknown","10","[c]","30910","24880"
"New entrant CS","2021","30-39","Operational Research","London","15","[c]","40620","37920"
"New entrant CS","2021","30-39","Operational Research","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other","London","115","[c]","40160","35060"
"New entrant CS","2021","30-39","Other","Outside London","240","[c]","25750","22920"
"New entrant CS","2021","30-39","Other","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Planning","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Planning","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Policy","London","505","[c]","43820","40050"
"New entrant CS","2021","30-39","Policy","Outside London","225","[c]","36530","35900"
"New entrant CS","2021","30-39","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","London","95","[c]","46660","42100"
"New entrant CS","2021","30-39","Project Delivery","Outside London","260","[c]","35670","33930"
"New entrant CS","2021","30-39","Property","London","10","[c]","42380","42470"
"New entrant CS","2021","30-39","Property","Outside London","85","[c]","33500","30000"
"New entrant CS","2021","30-39","Psychology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Psychology","Outside London","25","[c]","26680","26160"
"New entrant CS","2021","30-39","Science and Engineering","London","60","[c]","41380","38890"
"New entrant CS","2021","30-39","Science and Engineering","Outside London","205","[c]","32980","31370"
"New entrant CS","2021","30-39","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Security","London","30","[c]","33610","31530"
"New entrant CS","2021","30-39","Security","Outside London","150","[c]","26720","24620"
"New entrant CS","2021","30-39","Social Research","London","15","[c]","41190","40020"
"New entrant CS","2021","30-39","Social Research","Outside London","30","[c]","32900","31810"
"New entrant CS","2021","30-39","Statistics","London","35","[c]","38500","34880"
"New entrant CS","2021","30-39","Statistics","Outside London","40","[c]","34350","31920"
"New entrant CS","2021","30-39","Tax","London","20","[c]","31120","29570"
"New entrant CS","2021","30-39","Tax","Outside London","770","[c]","22860","20140"
"New entrant CS","2021","30-39","Unknown","London","1130","[c]","35460","31060"
"New entrant CS","2021","30-39","Unknown","Outside London","3770","[c]","27660","27570"
"New entrant CS","2021","30-39","Unknown","Unknown","175","[c]","33150","27570"
"New entrant CS","2021","30-39","Veterinarian","Outside London","15","[c]","32690","35900"
"New entrant CS","2021","40-49","Commercial","London","25","[c]","54290","45580"
"New entrant CS","2021","40-49","Commercial","Outside London","70","[c]","39190","38650"
"New entrant CS","2021","40-49","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","London","40","[c]","49470","49220"
"New entrant CS","2021","40-49","Communications","Outside London","35","[c]","38260","33930"
"New entrant CS","2021","40-49","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Counter Fraud","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data and Technology","London","145","[c]","53510","51750"
"New entrant CS","2021","40-49","Digital, Data and Technology","Outside London","310","[c]","42550","40000"
"New entrant CS","2021","40-49","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Economics","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","London","50","[c]","50170","42470"
"New entrant CS","2021","40-49","Finance","Outside London","95","[c]","38050","36050"
"New entrant CS","2021","40-49","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","London","35","[c]","45390","43110"
"New entrant CS","2021","40-49","Human Resources","Outside London","115","[c]","38070","31900"
"New entrant CS","2021","40-49","Inspector of Education and Training","London","15","[c]","61940","70500"
"New entrant CS","2021","40-49","Inspector of Education and Training","Outside London","30","[c]","64590","70500"
"New entrant CS","2021","40-49","Intelligence Analysis","London","15","[c]","62680","66230"
"New entrant CS","2021","40-49","Intelligence Analysis","Outside London","10","[c]","30430","27370"
"New entrant CS","2021","40-49","Internal Audit","London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","International Trade","London","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","International Trade","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","London","15","[c]","41630","39030"
"New entrant CS","2021","40-49","Knowledge and Information Management","Outside London","30","[c]","33790","33000"
"New entrant CS","2021","40-49","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","London","70","[c]","52340","50520"
"New entrant CS","2021","40-49","Legal","Outside London","115","[c]","44650","48080"
"New entrant CS","2021","40-49","Medicine","London","10","[c]","77230","83380"
"New entrant CS","2021","40-49","Medicine","Outside London","105","[c]","52050","38890"
"New entrant CS","2021","40-49","Medicine","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Delivery","London","440","[c]","35330","30220"
"New entrant CS","2021","40-49","Operational Delivery","Outside London","1810","[c]","26030","22850"
"New entrant CS","2021","40-49","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Research","London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other","London","65","[c]","44530","38830"
"New entrant CS","2021","40-49","Other","Outside London","265","[c]","27580","22920"
"New entrant CS","2021","40-49","Other","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Planning","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Planning","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Policy","London","195","[c]","52920","52290"
"New entrant CS","2021","40-49","Policy","Outside London","135","[c]","43650","38850"
"New entrant CS","2021","40-49","Project Delivery","London","35","[c]","48290","41950"
"New entrant CS","2021","40-49","Project Delivery","Outside London","190","[c]","40400","40000"
"New entrant CS","2021","40-49","Property","London","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Outside London","80","[c]","36340","33000"
"New entrant CS","2021","40-49","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Psychology","Outside London","10","[c]","30190","26160"
"New entrant CS","2021","40-49","Science and Engineering","London","30","[c]","39530","38890"
"New entrant CS","2021","40-49","Science and Engineering","Outside London","170","[c]","38230","36330"
"New entrant CS","2021","40-49","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","London","10","[c]","37460","39570"
"New entrant CS","2021","40-49","Security","Outside London","125","[c]","28680","25390"
"New entrant CS","2021","40-49","Social Research","London","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Social Research","Outside London","10","[c]","[c]","[c]"
