"Status","Year","Function_of_post","Organisation","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Human Resources","Crown Prosecution Service","North West (England)","Outside London","40","40","36930","30810"
"In post","2021","Human Resources","Crown Prosecution Service","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","Wales","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","West Midlands (England)","Outside London","10","10","37160","35230"
"In post","2021","Human Resources","Crown Prosecution Service","Yorkshire and The Humber","Outside London","30","30","41810","38180"
"In post","2021","Human Resources","Debt Management Office","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Defence Electronics and Components Agency","Wales","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","Defence Electronics and Components Agency","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Defence Equipment and Support","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Defence Equipment and Support","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Defence Equipment and Support","South West (England)","Outside London","190","175","39450","35000"
"In post","2021","Human Resources","Defence Science and Technology Laboratory","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","Defence Science and Technology Laboratory","South West (England)","Outside London","70","65","33260","28650"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","London","90","90","49150","53380"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","Outside London","25","25","38120","30810"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Digital, Culture, Media and Sport","London","London","60","60","49770","37990"
"In post","2021","Human Resources","Department for Digital, Culture, Media and Sport","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Digital, Culture, Media and Sport","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","East Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","London","London","15","15","45750","40940"
"In post","2021","Human Resources","Department for Education (excl. agencies)","North East (England)","Outside London","25","25","30790","27680"
"In post","2021","Human Resources","Department for Education (excl. agencies)","North West (England)","Outside London","20","20","35260","29780"
"In post","2021","Human Resources","Department for Education (excl. agencies)","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","West Midlands (England)","Outside London","25","25","31970","27180"
"In post","2021","Human Resources","Department for Education (excl. agencies)","Yorkshire and The Humber","Outside London","40","35","33860","29550"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","Outside London","10","5","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","London","London","55","55","48250","44950"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Outside London","25","25","42890","38300"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Outside London","30","30","43850","40610"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Outside London","65","60","38580","36970"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Outside London","25","20","41190","37480"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","Outside London","35","35","43850","44080"
"In post","2021","Human Resources","Department for International Trade","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for International Trade","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for International Trade","London","London","115","115","43070","37820"
"In post","2021","Human Resources","Department for International Trade","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for International Trade","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","Department for International Trade","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for International Trade","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Transport (excl. agencies)","London","London","80","80","48100","45990"
"In post","2021","Human Resources","Department for Transport (excl. agencies)","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Transport (excl. agencies)","Wales","Outside London","25","25","35940","34710"
"In post","2021","Human Resources","Department for Transport (excl. agencies)","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Transport (excl. agencies)","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department of Health and Social Care (excl. agencies)","London","London","90","90","39910","32790"
"In post","2021","Human Resources","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","Outside London","40","40","39480","36820"
"In post","2021","Human Resources","Driver and Vehicle Licensing Agency","Wales","Outside London","170","160","32650","31380"
"In post","2021","Human Resources","Driver and Vehicle Standards Agency","East Midlands (England)","Outside London","10","10","36310","36410"
"In post","2021","Human Resources","Driver and Vehicle Standards Agency","East of England","Outside London","20","20","31460","31780"
"In post","2021","Human Resources","Driver and Vehicle Standards Agency","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Driver and Vehicle Standards Agency","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","Driver and Vehicle Standards Agency","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Driver and Vehicle Standards Agency","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Driver and Vehicle Standards Agency","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","Driver and Vehicle Standards Agency","South West (England)","Outside London","40","35","38080","38650"
"In post","2021","Human Resources","Driver and Vehicle Standards Agency","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Driver and Vehicle Standards Agency","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Driver and Vehicle Standards Agency","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Education and Skills Funding Agency","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Education and Skills Funding Agency","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Education and Skills Funding Agency","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Education and Skills Funding Agency","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","Education and Skills Funding Agency","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","ESTYN","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","FCDO Services","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","FCDO Services","South East (England)","Outside London","35","35","40230","35880"
"In post","2021","Human Resources","Food Standards Agency","London","London","5","5","[c]","[c]"
"In post","2021","Human Resources","Food Standards Agency","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Food Standards Agency","Yorkshire and The Humber","Outside London","25","25","37390","32030"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","London","London","155","150","46460","39580"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Overseas","10","10","[c]","[c]"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","Outside London","75","70","38250","33930"
"In post","2021","Human Resources","Forestry and Land Scotland","Scotland","Outside London","70","70","30820","29650"
"In post","2021","Human Resources","Government Actuary's Department","London","London","10","10","42450","35840"
"In post","2021","Human Resources","Government Internal Audit Agency","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Government Internal Audit Agency","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Government Internal Audit Agency","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Government Internal Audit Agency","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Government Internal Audit Agency","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Government Legal Department","London","London","60","60","37880","31180"
"In post","2021","Human Resources","Government Property Agency","London","London","10","5","[c]","[c]"
"In post","2021","Human Resources","Government Property Agency","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Government Property Agency","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Government Property Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Government Property Agency","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Health and Safety Executive","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Health and Safety Executive","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Health and Safety Executive","North West (England)","Outside London","75","70","37380","31710"
"In post","2021","Human Resources","Health and Safety Executive","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Health and Safety Executive","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Health and Safety Executive","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","London","London","40","35","45410","36630"
"In post","2021","Human Resources","HM Courts and Tribunals Service","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","North West (England)","Outside London","20","20","27300","23770"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Yorkshire and The Humber","Outside London","10","10","[c]","[c]"
"In post","2021","Human Resources","HM Land Registry","East Midlands (England)","Outside London","70","60","36150","33840"
"In post","2021","Human Resources","HM Land Registry","London","London","10","10","[c]","[c]"
"In post","2021","Human Resources","HM Land Registry","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","HM Land Registry","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Land Registry","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Land Registry","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Land Registry","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","East of England","Outside London","10","10","44850","51150"
"In post","2021","Human Resources","HM Prison and Probation Service","London","London","40","40","54380","55170"
"In post","2021","Human Resources","HM Prison and Probation Service","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","North West (England)","Outside London","10","10","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","South East (England)","Outside London","20","20","42230","44760"
"In post","2021","Human Resources","HM Prison and Probation Service","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","West Midlands (England)","Outside London","20","20","42540","40550"
"In post","2021","Human Resources","HM Prison and Probation Service","Yorkshire and The Humber","Outside London","10","10","39580","37030"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Outside London","300","285","37120","31810"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","East of England","Outside London","15","15","34530","35000"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","London","London","180","175","49680","41850"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","North East (England)","Outside London","180","165","28660","25560"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","North West (England)","Outside London","440","410","34270","31810"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Scotland","Outside London","200","180","29200","25560"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","South East (England)","Outside London","90","80","26900","25560"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","South West (England)","Outside London","20","20","39910","35000"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Wales","Outside London","45","40","35390","31810"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Outside London","50","45","38680","31810"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","Outside London","50","50","41070","35000"
"In post","2021","Human Resources","HM Treasury (excl. agencies)","East of England","Outside London","30","30","28270","23750"
"In post","2021","Human Resources","HM Treasury (excl. agencies)","London","London","65","60","49650","52530"
"In post","2021","Human Resources","Insolvency Service","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Insolvency Service","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Insolvency Service","London","London","10","10","45850","46530"
"In post","2021","Human Resources","Insolvency Service","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Insolvency Service","North West (England)","Outside London","10","10","[c]","[c]"
"In post","2021","Human Resources","Insolvency Service","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Insolvency Service","West Midlands (England)","Outside London","20","20","39310","39350"
"In post","2021","Human Resources","Insolvency Service","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Institute for Apprenticeships and Technical Education","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Institute for Apprenticeships and Technical Education","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Legal Aid Agency","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Maritime and Coastguard Agency","South East (England)","Outside London","35","30","34070","31210"
"In post","2021","Human Resources","Medicines and Healthcare Products Regulatory Agency","London","London","25","25","46700","40900"
"In post","2021","Human Resources","Met Office","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Met Office","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Met Office","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Met Office","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Met Office","South West (England)","Outside London","65","60","38290","33130"
"In post","2021","Human Resources","Met Office","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","East Midlands (England)","Outside London","25","25","24650","22080"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","East of England","Outside London","60","60","33990","33300"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","London","London","270","265","47490","44500"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","North West (England)","Outside London","345","315","25600","22080"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Northern Ireland","Outside London","10","10","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Overseas","Overseas","15","15","34410","33300"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Scotland","Outside London","440","415","24070","21580"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","South East (England)","Outside London","200","195","31660","26670"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","South West (England)","Outside London","235","215","29690","26670"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Wales","Outside London","10","10","24170","21350"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","West Midlands (England)","Outside London","25","25","37310","34880"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","Outside London","25","25","28320","29980"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","London","London","25","25","51760","53130"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","North West (England)","Outside London","30","30","32390","29050"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","East Midlands (England)","Outside London","35","35","38600","31970"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","East of England","Outside London","30","30","39510","35060"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","London","London","270","265","45340","39570"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","North East (England)","Outside London","20","20","34050","30490"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","North West (England)","Outside London","55","55","40080","34650"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","South East (England)","Outside London","55","55","42850","43250"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","South West (England)","Outside London","45","40","40870","40460"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Wales","Outside London","70","65","38060","31190"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","West Midlands (England)","Outside London","110","105","37770","31180"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","Outside London","60","55","37400","31660"
"In post","2021","Human Resources","National Crime Agency","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","London","London","55","50","47620","42630"
"In post","2021","Human Resources","National Crime Agency","North West (England)","Outside London","40","40","41630","39520"
"In post","2021","Human Resources","National Crime Agency","South East (England)","Outside London","10","10","40370","43720"
"In post","2021","Human Resources","National Crime Agency","South West (England)","Outside London","60","55","31090","28840"
"In post","2021","Human Resources","National Crime Agency","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","National Savings and Investments","London","London","5","5","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland Office","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland Office","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","North West (England)","Outside London","35","35","35850","31700"
"In post","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","South West (England)","Outside London","10","10","39310","39850"
"In post","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","London","London","10","10","[c]","[c]"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","Scotland","Outside London","15","15","33760","30950"
"In post","2021","Human Resources","Office of Qualifications and Examinations Regulation","West Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2021","Human Resources","Office of Rail and Road","London","London","10","10","43720","42600"
"In post","2021","Human Resources","Office of Rail and Road","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Planning Inspectorate","South West (England)","Outside London","20","20","35220","34860"
"In post","2021","Human Resources","Public Health England","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Public Health England","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Public Health England","London","London","120","115","44550","40070"
"In post","2021","Human Resources","Public Health England","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Public Health England","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Public Health England","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Public Health England","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Public Health England","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Queen Elizabeth II Centre","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Registers of Scotland","Scotland","Outside London","45","40","37250","36780"
"In post","2021","Human Resources","Scotland Office (incl. Office of the Advocate General for Scotland)","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scottish Courts and Tribunals Service","Scotland","Outside London","35","30","34950","32890"
"In post","2021","Human Resources","Scottish Prison Service","Scotland","Outside London","125","120","34860","33650"
"In post","2021","Human Resources","Serious Fraud Office","London","London","10","10","38980","35790"
"In post","2021","Human Resources","Submarine Delivery Agency","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Submarine Delivery Agency","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Submarine Delivery Agency","North West (England)","Outside London","10","10","36470","29650"
"In post","2021","Human Resources","Submarine Delivery Agency","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Submarine Delivery Agency","Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","Submarine Delivery Agency","South West (England)","Outside London","200","190","37400","32710"
"In post","2021","Human Resources","The National Archives","London","London","20","15","34890","29120"
"In post","2021","Human Resources","UK Export Finance","London","London","30","25","45620","41000"
"In post","2021","Human Resources","UK Hydrographic Office","South West (England)","Outside London","15","15","36320","33290"
"In post","2021","Human Resources","UK Intellectual Property Office","Wales","Outside London","45","45","37300","31270"
"In post","2021","Human Resources","UK Space Agency","London","London","5","5","[c]","[c]"
"In post","2021","Human Resources","UK Space Agency","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Supreme Court","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","London","London","30","30","43300","39030"
"In post","2021","Human Resources","United Kingdom Statistics Authority","South East (England)","Outside London","55","55","37960","36030"
"In post","2021","Human Resources","United Kingdom Statistics Authority","Wales","Outside London","130","120","35650","31090"
"In post","2021","Human Resources","Valuation Office Agency","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Valuation Office Agency","London","London","20","20","48800","47530"
"In post","2021","Human Resources","Valuation Office Agency","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","Valuation Office Agency","North West (England)","Outside London","15","15","37260","32550"
"In post","2021","Human Resources","Valuation Office Agency","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Valuation Office Agency","South West (England)","Outside London","10","10","[c]","[c]"
"In post","2021","Human Resources","Valuation Office Agency","Wales","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","Valuation Office Agency","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Valuation Office Agency","Yorkshire and The Humber","Outside London","25","25","35430","32110"
"In post","2021","Human Resources","Vehicle Certification Agency","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Vehicle Certification Agency","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wales Office","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wales Office","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Water Services Regulation Authority","West Midlands (England)","Outside London","15","10","42810","40530"
"In post","2021","Human Resources","Welsh Revenue Authority","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wilton Park","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Debt Management Office","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Defence Science and Technology Laboratory","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Defence Science and Technology Laboratory","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Environment, Food and Rural Affairs (excl. agencies)","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Food Standards Agency","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Food Standards Agency","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Food Standards Agency","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Food Standards Agency","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","London","London","20","20","46870","39800"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","Outside London","40","40","39370","33930"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Internal Audit","Government Internal Audit Agency","East Midlands (England)","Outside London","5","5","[c]","[c]"
