"Status","Year","Organisation","Parent_department","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Operational Delivery","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","Economics","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","Operational Delivery","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Ministry of Justice","Operational Delivery","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Ministry of Justice","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Ministry of Justice","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Ministry of Justice","Operational Delivery","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Scottish Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Operational Delivery","Heterosexual / straight","35","[c]","25520","21270"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Operational Delivery","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Department of Health and Social Care","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Department of Health and Social Care","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Department of Health and Social Care","Communications","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Department of Health and Social Care","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Department of Health and Social Care","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Department of Health and Social Care","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Department of Health and Social Care","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
