"Status","Year","Organisation","Profession_of_post","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Derbyshire and Nottinghamshire","Outside London","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Devon","Outside London","25","25","43230","37910"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Dorset and Somerset","Outside London","15","15","42130","36970"
"In post","2021","Animal and Plant Health Agency","Veterinarian","East Anglia","Outside London","10","10","46280","49330"
"In post","2021","Animal and Plant Health Agency","Veterinarian","East Wales","Outside London","15","15","43690","37910"
"In post","2021","Animal and Plant Health Agency","Veterinarian","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Eastern Scotland","Outside London","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","20","15","42310","37690"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Hampshire and Isle of Wight","Outside London","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Herefordshire, Worcestershire and Warwickshire","Outside London","10","10","45560","50600"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Highlands and Islands","Outside London","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Inner London - West","London","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Lancashire","Outside London","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Leicestershire, Rutland and Northamptonshire","Outside London","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Lincolnshire","Outside London","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","North Eastern Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","North Yorkshire","Outside London","15","15","36090","37480"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Northumberland and Tyne and Wear","Outside London","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Outer London - West and North West","London","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Shropshire and Staffordshire","Outside London","25","20","44870","45230"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Southern Scotland","Outside London","15","15","43170","37500"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Surrey, East and West Sussex","Outside London","15","15","55050","57520"
"In post","2021","Animal and Plant Health Agency","Veterinarian","West Wales and The Valleys","Outside London","40","35","41700","37480"
"In post","2021","Animal and Plant Health Agency","Veterinarian","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Communications","Inner London - West","London","10","10","42920","38290"
"In post","2021","Attorney General's Office","Legal","Inner London - West","London","15","15","69090","65680"
"In post","2021","Attorney General's Office","Other","Inner London - West","London","10","10","32820","30720"
"In post","2021","Attorney General's Office","Policy","Inner London - West","London","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Communications","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Digital, Data and Technology","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Digital, Data and Technology","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Finance","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","Northumberland and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Knowledge and Information Management","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","Greater Manchester","Outside London","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","Inner London - West","London","15","15","40110","37300"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","Northumberland and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","Inner London - West","London","35","35","45790","38430"
"In post","2021","Cabinet Office (excl. agencies)","Other","Northumberland and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Policy","Inner London - East","London","10","10","56880","57880"
"In post","2021","Cabinet Office (excl. agencies)","Policy","Inner London - West","London","15","15","53100","43890"
"In post","2021","Cabinet Office (excl. agencies)","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Bedfordshire and Hertfordshire","Outside London","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Outside London","120","115","35550","33300"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Cumbria","Outside London","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Derbyshire and Nottinghamshire","Outside London","25","25","48990","39510"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Devon","Outside London","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Dorset and Somerset","Outside London","10","10","35240","33470"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","East Anglia","Outside London","110","105","47460","40250"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","East Wales","Outside London","60","60","38710","30620"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Eastern Scotland","Outside London","25","25","33040","29250"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","170","170","55310","52580"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Greater Manchester","Outside London","265","260","45480","38890"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Hampshire and Isle of Wight","Outside London","90","90","51790","51480"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Inner London - East","London","885","870","52000","54700"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Inner London - West","London","5475","5400","49530","40600"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Kent","Outside London","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Lancashire","Outside London","45","45","49970","49700"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Merseyside","Outside London","125","125","49120","49700"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","North Yorkshire","Outside London","445","425","29430","26670"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Northern Ireland","Outside London","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Northumberland and Tyne and Wear","Outside London","400","375","28430","23850"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Outer London - South","London","50","50","43890","32000"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Shropshire and Staffordshire","Outside London","15","15","58080","51560"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","South Yorkshire","Outside London","100","95","46980","49700"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Southern Scotland","Outside London","25","25","62500","62010"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Tees Valley and Durham","Outside London","15","15","57390","64010"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Unknown","Unknown","595","590","36190","32000"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","West Central Scotland","Outside London","30","30","50970","53320"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","West Midlands","Outside London","35","35","64990","63560"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","West Yorkshire","Outside London","190","180","47020","40250"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","East Anglia","Outside London","10","10","43010","43930"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","East Anglia","Outside London","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","East Anglia","Outside London","10","10","31730","26890"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","East Anglia","Outside London","15","15","30910","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","East Anglia","Outside London","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Knowledge and Information Management","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","Dorset and Somerset","Outside London","10","10","33900","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","East Anglia","Outside London","50","45","33850","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Other","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Other","East Anglia","Outside London","10","10","44330","32920"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Cornwall and Isles of Scilly","Outside London","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Dorset and Somerset","Outside London","115","110","33040","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","East Anglia","Outside London","350","330","34260","30220"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","North Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2021","Charity Commission","Commercial","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","Inner London - West","London","10","5","[c]","[c]"
"In post","2021","Charity Commission","Communications","Merseyside","Outside London","5","5","[c]","[c]"
"In post","2021","Charity Commission","Corporate Finance","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","Merseyside","Outside London","40","40","37310","37910"
