"Status","Year","Organisation","Profession_of_post","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Accountant in Bankruptcy","Unknown","Southern Scotland","Outside London","115","100","31650","29190"
"In post","2021","Accountant in Bankruptcy","Unknown","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Commercial","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Commercial","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Communications","Inner London - West","London","15","10","42000","38670"
"In post","2021","Advisory, Conciliation and Arbitration Service","Communications","Northumberland and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Communications","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Inner London - West","London","45","45","47270","47050"
"In post","2021","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Northumberland and Tyne and Wear","Outside London","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Finance","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Finance","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Finance","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Finance","Inner London - West","London","10","10","41970","38670"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","Inner London - West","London","15","15","40770","40090"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","Northumberland and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","Derbyshire and Nottinghamshire","Outside London","90","85","28930","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","East Anglia","Outside London","40","35","34290","34380"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","East Wales","Outside London","90","85","30260","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","50","45","32790","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","Greater Manchester","Outside London","135","125","29740","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","Hampshire and Isle of Wight","Outside London","30","25","34740","34500"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","Inner London - West","London","95","95","40210","38670"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","Northumberland and Tyne and Wear","Outside London","130","120","29540","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Central Scotland","Outside London","100","90","29740","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Midlands","Outside London","85","75","30520","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Yorkshire","Outside London","65","60","31440","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Research","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Research","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Policy","Inner London - West","London","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Policy","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Policy","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","Inner London - West","London","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","Northumberland and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Commercial","Derbyshire and Nottinghamshire","Outside London","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Commercial","Surrey, East and West Sussex","Outside London","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Digital, Data and Technology","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","Outside London","15","15","31630","29180"
"In post","2021","Animal and Plant Health Agency","Digital, Data and Technology","Northumberland and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Bedfordshire and Hertfordshire","Outside London","10","10","31030","28030"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Outside London","10","10","29570","27850"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Cheshire","Outside London","25","20","29860","26520"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Cornwall and Isles of Scilly","Outside London","35","35","25330","25010"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Cumbria","Outside London","120","110","23220","21050"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Derbyshire and Nottinghamshire","Outside London","10","10","28670","29020"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Devon","Outside London","150","140","24580","21050"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Dorset and Somerset","Outside London","25","20","29050","26520"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East Anglia","Outside London","65","65","28990","29180"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East Wales","Outside London","90","85","26210","21050"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East Yorkshire and Northern Lincolnshire","Outside London","15","15","30160","29180"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Eastern Scotland","Outside London","30","30","29560","25340"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Essex","Outside London","40","40","29990","28270"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","55","50","26650","25100"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Greater Manchester","Outside London","15","15","28500","28030"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Hampshire and Isle of Wight","Outside London","20","20","28420","25560"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","Outside London","105","100","26990","25190"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Highlands and Islands","Outside London","15","15","24670","23070"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Inner London - West","London","10","10","38400","31530"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Kent","Outside London","40","40","27680","26520"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Lancashire","Outside London","60","55","27560","25210"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Leicestershire, Rutland and Northamptonshire","Outside London","10","10","26270","25540"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Lincolnshire","Outside London","20","15","31650","29950"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","North Eastern Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","North Yorkshire","Outside London","135","125","26880","25190"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Northumberland and Tyne and Wear","Outside London","15","15","32530","27560"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Outer London - West and North West","London","75","70","32550","31690"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Shropshire and Staffordshire","Outside London","75","70","24790","24920"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Southern Scotland","Outside London","35","30","24800","24920"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Surrey, East and West Sussex","Outside London","100","95","30430","26520"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","West Wales and The Valleys","Outside London","155","140","24340","21050"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other","Surrey, East and West Sussex","Outside London","10","10","39030","36850"
"In post","2021","Animal and Plant Health Agency","Other","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Project Delivery","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Project Delivery","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Project Delivery","Herefordshire, Worcestershire and Warwickshire","Outside London","25","20","33070","30860"
"In post","2021","Animal and Plant Health Agency","Project Delivery","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Project Delivery","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Cumbria","Outside London","20","20","24090","21050"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Derbyshire and Nottinghamshire","Outside London","15","15","32800","29180"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Devon","Outside London","30","30","26360","22170"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","East Anglia","Outside London","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Eastern Scotland","Outside London","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","20","20","31300","26430"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Herefordshire, Worcestershire and Warwickshire","Outside London","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","North Yorkshire","Outside London","40","35","33670","30230"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Northumberland and Tyne and Wear","Outside London","20","20","26600","21300"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Shropshire and Staffordshire","Outside London","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Surrey, East and West Sussex","Outside London","455","430","32740","28630"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","West Wales and The Valleys","Outside London","15","15","24690","22980"
"In post","2021","Animal and Plant Health Agency","Unknown","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","25","25","22530","21050"
"In post","2021","Animal and Plant Health Agency","Unknown","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Berkshire, Buckinghamshire and Oxfordshire","Outside London","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Cheshire","Outside London","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Cornwall and Isles of Scilly","Outside London","20","20","46230","50860"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Cumbria","Outside London","15","15","44610","48740"
