"Status","Year","Age","Disability","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","20-29","Unknown","Operational Research","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Other","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Other","AO","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Other","EO","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Other","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Other","HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Other","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Policy","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Policy","AO","30","[c]","21960","24330"
"Leaver CS","2021","20-29","Unknown","Policy","EO","55","[c]","22040","18200"
"Leaver CS","2021","20-29","Unknown","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Policy","HEO","35","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Policy","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Project Delivery","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Project Delivery","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Property","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Property","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Property","EO","40","[c]","25220","24500"
"Leaver CS","2021","20-29","Unknown","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Psychology","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Psychology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Science and Engineering","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Science and Engineering","AO","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Science and Engineering","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Science and Engineering","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Security","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Security","AO","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Social Research","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Social Research","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Social Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Statistics","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Statistics","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","AA","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","AO","280","[c]","21100","21010"
"Leaver CS","2021","20-29","Unknown","Unknown","EO","200","[c]","28370","27570"
"Leaver CS","2021","20-29","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","G7","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","HEO","75","[c]","30830","30770"
"Leaver CS","2021","20-29","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","SEO","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","Unknown","115","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Economics","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Economics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Economics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Economics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Inspector of Education and Training","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","International Trade","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Medicine","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Medicine","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Medicine","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Medicine","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Medicine","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Medicine","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Operational Delivery","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Operational Delivery","AO","50","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Operational Delivery","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Operational Delivery","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Operational Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Operational Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Operational Research","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Operational Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Other","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Other","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Other","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Planning","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Planning","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Planning Inspectors","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Policy","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Policy","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Property","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Property","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Property","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Psychology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Psychology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Psychology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Security","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Security","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Security","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Social Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Social Research","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Social Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Statistics","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Statistics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Statistics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Statistics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Unknown","AO","40","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Unknown","EO","35","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Unknown","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Veterinarian","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Veterinarian","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Commercial","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Commercial","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Communications","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Communications","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Communications","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Digital, Data and Technology","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Digital, Data and Technology","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Digital, Data and Technology","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Digital, Data and Technology","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Digital, Data and Technology","SEO","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Economics","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Economics","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Economics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Economics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Finance","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Finance","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Human Resources","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Human Resources","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Human Resources","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Human Resources","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Inspector of Education and Training","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Intelligence Analysis","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","International Trade","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Knowledge and Information Management","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Legal","G7","30","[c]","52350","51120"
"Leaver CS","2021","30-39","Declared non-disabled","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Legal","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Medicine","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Medicine","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Medicine","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Medicine","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Medicine","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Medicine","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Operational Delivery","AA","55","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Operational Delivery","AO","425","[c]","21270","21010"
"Leaver CS","2021","30-39","Declared non-disabled","Operational Delivery","EO","110","[c]","25680","25160"
"Leaver CS","2021","30-39","Declared non-disabled","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Operational Delivery","G7","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Operational Delivery","HEO","45","[c]","32180","32330"
"Leaver CS","2021","30-39","Declared non-disabled","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Operational Delivery","SEO","35","[c]","40980","39750"
"Leaver CS","2021","30-39","Declared non-disabled","Operational Delivery","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Operational Research","G7","[c]","[c]","[c]","[c]"
