"Status","Year","Age","Region_ITL3","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","East Kent","G6/G7","Heterosexual / straight","30","30","57530","52700"
"In post","2021","50-59","East Kent","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Kent","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2021","50-59","East Kent","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","East Kent","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Kent","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Kent","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Kent","SEO/HEO","Heterosexual / straight","190","185","35430","33900"
"In post","2021","50-59","East Kent","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","50-59","East Kent","SEO/HEO","Undeclared","55","50","34970","33620"
"In post","2021","50-59","East Kent","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2021","50-59","East Kent","Unknown","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","50-59","East Kent","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Kent","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Kent","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Lancashire","AA/AO","Heterosexual / straight","35","35","20270","20180"
"In post","2021","50-59","East Lancashire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Lancashire","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","50-59","East Lancashire","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2021","50-59","East Lancashire","EO","Heterosexual / straight","50","50","27450","27570"
"In post","2021","50-59","East Lancashire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Lancashire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Lancashire","EO","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","East Lancashire","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","50-59","East Lancashire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Lancashire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Lancashire","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","50-59","East Lancashire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Lancashire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Lancashire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Lothian and Midlothian","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Lothian and Midlothian","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Lothian and Midlothian","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Lothian and Midlothian","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Lothian and Midlothian","EO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","50-59","East Lothian and Midlothian","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Lothian and Midlothian","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Lothian and Midlothian","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Lothian and Midlothian","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Lothian and Midlothian","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Lothian and Midlothian","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","50-59","East Lothian and Midlothian","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Lothian and Midlothian","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Lothian and Midlothian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Merseyside","AA/AO","Heterosexual / straight","60","50","20510","20180"
"In post","2021","50-59","East Merseyside","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Merseyside","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2021","50-59","East Merseyside","AA/AO","Unknown","30","25","20710","21010"
"In post","2021","50-59","East Merseyside","EO","Heterosexual / straight","120","110","27390","27570"
"In post","2021","50-59","East Merseyside","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Merseyside","EO","Undeclared","15","15","[c]","[c]"
"In post","2021","50-59","East Merseyside","EO","Unknown","45","40","27640","27570"
"In post","2021","50-59","East Merseyside","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","50-59","East Merseyside","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Merseyside","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Merseyside","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Merseyside","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Merseyside","SEO/HEO","Heterosexual / straight","40","40","34650","34240"
"In post","2021","50-59","East Merseyside","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Merseyside","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Merseyside","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","East Merseyside","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","50-59","East Merseyside","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Merseyside","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Merseyside","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Riding of Yorkshire","AA/AO","Heterosexual / straight","195","180","26020","24440"
"In post","2021","50-59","East Riding of Yorkshire","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","50-59","East Riding of Yorkshire","AA/AO","Undeclared","30","30","26440","24320"
"In post","2021","50-59","East Riding of Yorkshire","AA/AO","Unknown","45","45","26670","29110"
"In post","2021","50-59","East Riding of Yorkshire","EO","Heterosexual / straight","195","190","28050","26930"
"In post","2021","50-59","East Riding of Yorkshire","EO","LGBO","5","5","[c]","[c]"
"In post","2021","50-59","East Riding of Yorkshire","EO","Undeclared","40","40","28470","26930"
"In post","2021","50-59","East Riding of Yorkshire","EO","Unknown","30","30","28820","27570"
"In post","2021","50-59","East Riding of Yorkshire","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","50-59","East Riding of Yorkshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Riding of Yorkshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Riding of Yorkshire","SEO/HEO","Heterosexual / straight","75","70","39270","36600"
"In post","2021","50-59","East Riding of Yorkshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Riding of Yorkshire","SEO/HEO","Undeclared","15","10","[c]","[c]"
"In post","2021","50-59","East Riding of Yorkshire","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2021","50-59","East Riding of Yorkshire","Unknown","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","50-59","East Riding of Yorkshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Riding of Yorkshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Surrey","AA/AO","Heterosexual / straight","85","80","28870","26340"
"In post","2021","50-59","East Surrey","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","50-59","East Surrey","AA/AO","Undeclared","20","20","[c]","[c]"
"In post","2021","50-59","East Surrey","AA/AO","Unknown","40","35","30080","30320"
"In post","2021","50-59","East Surrey","EO","Heterosexual / straight","45","45","31770","29290"
"In post","2021","50-59","East Surrey","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Surrey","EO","Undeclared","10","5","[c]","[c]"
"In post","2021","50-59","East Surrey","EO","Unknown","20","15","[c]","[c]"
"In post","2021","50-59","East Surrey","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","50-59","East Surrey","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Surrey","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Surrey","SEO/HEO","Heterosexual / straight","30","30","42750","41500"
"In post","2021","50-59","East Surrey","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Surrey","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","50-59","East Surrey","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","East Surrey","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","50-59","East Surrey","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Sussex CC","AA/AO","Heterosexual / straight","165","145","21800","21010"
"In post","2021","50-59","East Sussex CC","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2021","50-59","East Sussex CC","AA/AO","Undeclared","25","20","[c]","[c]"
"In post","2021","50-59","East Sussex CC","AA/AO","Unknown","55","45","21840","21010"
"In post","2021","50-59","East Sussex CC","EO","Heterosexual / straight","170","155","27230","27570"
"In post","2021","50-59","East Sussex CC","EO","LGBO","10","10","[c]","[c]"
"In post","2021","50-59","East Sussex CC","EO","Undeclared","35","30","27340","27570"
"In post","2021","50-59","East Sussex CC","EO","Unknown","60","50","27420","27570"
"In post","2021","50-59","East Sussex CC","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","50-59","East Sussex CC","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Sussex CC","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Sussex CC","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Sussex CC","SEO/HEO","Heterosexual / straight","60","55","36250","33850"
"In post","2021","50-59","East Sussex CC","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","50-59","East Sussex CC","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","50-59","East Sussex CC","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","East Sussex CC","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","50-59","East Sussex CC","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Sussex CC","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Sussex CC","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Enfield","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","50-59","Enfield","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Enfield","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","50-59","Enfield","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","Enfield","EO","Heterosexual / straight","40","35","30860","31060"
"In post","2021","50-59","Enfield","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Enfield","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","50-59","Enfield","EO","Unknown","25","25","[c]","[c]"
"In post","2021","50-59","Enfield","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","50-59","Enfield","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Enfield","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Enfield","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Enfield","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","50-59","Enfield","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Enfield","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Enfield","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Essex Haven Gateway","AA/AO","Heterosexual / straight","70","65","27070","21580"
"In post","2021","50-59","Essex Haven Gateway","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Essex Haven Gateway","AA/AO","Undeclared","15","15","[c]","[c]"
"In post","2021","50-59","Essex Haven Gateway","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","Essex Haven Gateway","EO","Heterosexual / straight","145","140","30700","29290"
"In post","2021","50-59","Essex Haven Gateway","EO","LGBO","10","10","[c]","[c]"
"In post","2021","50-59","Essex Haven Gateway","EO","Undeclared","25","25","[c]","[c]"
"In post","2021","50-59","Essex Haven Gateway","EO","Unknown","30","25","[c]","[c]"
"In post","2021","50-59","Essex Haven Gateway","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","50-59","Essex Haven Gateway","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Essex Haven Gateway","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Essex Haven Gateway","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Essex Haven Gateway","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Essex Haven Gateway","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Essex Haven Gateway","SEO/HEO","Heterosexual / straight","75","70","46090","40830"
"In post","2021","50-59","Essex Haven Gateway","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Essex Haven Gateway","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","50-59","Essex Haven Gateway","SEO/HEO","Unknown","10","5","[c]","[c]"
"In post","2021","50-59","Essex Haven Gateway","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","50-59","Essex Haven Gateway","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Essex Haven Gateway","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Essex Thames Gateway","AA/AO","Heterosexual / straight","60","55","22930","24180"
"In post","2021","50-59","Essex Thames Gateway","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Essex Thames Gateway","AA/AO","Undeclared","15","10","[c]","[c]"
"In post","2021","50-59","Essex Thames Gateway","AA/AO","Unknown","40","35","23430","24180"
"In post","2021","50-59","Essex Thames Gateway","EO","Heterosexual / straight","110","100","29870","29290"
"In post","2021","50-59","Essex Thames Gateway","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Essex Thames Gateway","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","50-59","Essex Thames Gateway","EO","Unknown","30","25","30790","31880"
"In post","2021","50-59","Essex Thames Gateway","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Essex Thames Gateway","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Essex Thames Gateway","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Essex Thames Gateway","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","50-59","Essex Thames Gateway","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Essex Thames Gateway","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Essex Thames Gateway","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Essex Thames Gateway","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","50-59","Essex Thames Gateway","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Essex Thames Gateway","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Essex Thames Gateway","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Falkirk","AA/AO","Heterosexual / straight","100","90","21160","21010"
"In post","2021","50-59","Falkirk","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Falkirk","AA/AO","Undeclared","15","15","[c]","[c]"
"In post","2021","50-59","Falkirk","AA/AO","Unknown","60","50","21700","21010"
"In post","2021","50-59","Falkirk","EO","Heterosexual / straight","120","105","28340","27570"
"In post","2021","50-59","Falkirk","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Falkirk","EO","Undeclared","20","20","[c]","[c]"
"In post","2021","50-59","Falkirk","EO","Unknown","90","85","32040","33650"
"In post","2021","50-59","Falkirk","G6/G7","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","50-59","Falkirk","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Falkirk","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Falkirk","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Falkirk","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Falkirk","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Falkirk","SEO/HEO","Heterosexual / straight","45","45","37270","36180"
"In post","2021","50-59","Falkirk","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Falkirk","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Falkirk","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2021","50-59","Fermanagh and Omagh","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","50-59","Fermanagh and Omagh","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Fermanagh and Omagh","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Fermanagh and Omagh","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Flintshire and Wrexham","AA/AO","Heterosexual / straight","135","125","22030","21010"
"In post","2021","50-59","Flintshire and Wrexham","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Flintshire and Wrexham","AA/AO","Undeclared","40","35","21460","21000"
"In post","2021","50-59","Flintshire and Wrexham","AA/AO","Unknown","65","55","21660","21010"
"In post","2021","50-59","Flintshire and Wrexham","EO","Heterosexual / straight","110","100","27650","27570"
"In post","2021","50-59","Flintshire and Wrexham","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Flintshire and Wrexham","EO","Undeclared","95","95","28840","28750"
"In post","2021","50-59","Flintshire and Wrexham","EO","Unknown","40","35","27820","27570"
"In post","2021","50-59","Flintshire and Wrexham","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","50-59","Flintshire and Wrexham","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Flintshire and Wrexham","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2021","50-59","Flintshire and Wrexham","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","Flintshire and Wrexham","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Flintshire and Wrexham","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Flintshire and Wrexham","SEO/HEO","Heterosexual / straight","75","75","38500","37750"
"In post","2021","50-59","Flintshire and Wrexham","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Flintshire and Wrexham","SEO/HEO","Undeclared","40","40","37200","34250"
"In post","2021","50-59","Flintshire and Wrexham","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","Flintshire and Wrexham","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","50-59","Flintshire and Wrexham","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Flintshire and Wrexham","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Flintshire and Wrexham","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Glasgow City","AA/AO","Heterosexual / straight","675","610","21130","21010"
"In post","2021","50-59","Glasgow City","AA/AO","LGBO","30","30","21170","21010"
"In post","2021","50-59","Glasgow City","AA/AO","Undeclared","140","125","20910","21010"
"In post","2021","50-59","Glasgow City","AA/AO","Unknown","265","235","21120","20920"
"In post","2021","50-59","Glasgow City","EO","Heterosexual / straight","655","605","27610","27570"
"In post","2021","50-59","Glasgow City","EO","LGBO","20","20","[c]","[c]"
"In post","2021","50-59","Glasgow City","EO","Undeclared","105","95","27480","27570"
"In post","2021","50-59","Glasgow City","EO","Unknown","245","215","28960","27570"
"In post","2021","50-59","Glasgow City","G6/G7","Heterosexual / straight","280","275","61850","61010"
"In post","2021","50-59","Glasgow City","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2021","50-59","Glasgow City","G6/G7","Undeclared","25","25","[c]","[c]"
"In post","2021","50-59","Glasgow City","G6/G7","Unknown","110","105","63350","61010"
"In post","2021","50-59","Glasgow City","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","50-59","Glasgow City","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Glasgow City","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Glasgow City","SCS level","Unknown","15","15","[c]","[c]"
"In post","2021","50-59","Glasgow City","SEO/HEO","Heterosexual / straight","630","605","37220","35110"
"In post","2021","50-59","Glasgow City","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2021","50-59","Glasgow City","SEO/HEO","Undeclared","85","80","37880","36460"
"In post","2021","50-59","Glasgow City","SEO/HEO","Unknown","170","160","39210","38630"
"In post","2021","50-59","Gloucestershire","AA/AO","Heterosexual / straight","105","95","22680","21010"
"In post","2021","50-59","Gloucestershire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Gloucestershire","AA/AO","Undeclared","15","15","[c]","[c]"
"In post","2021","50-59","Gloucestershire","AA/AO","Unknown","20","20","[c]","[c]"
"In post","2021","50-59","Gloucestershire","EO","Heterosexual / straight","135","125","27730","27570"
"In post","2021","50-59","Gloucestershire","EO","LGBO","5","5","[c]","[c]"
"In post","2021","50-59","Gloucestershire","EO","Undeclared","35","30","27040","27130"
"In post","2021","50-59","Gloucestershire","EO","Unknown","40","35","27860","27570"
"In post","2021","50-59","Gloucestershire","G6/G7","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","50-59","Gloucestershire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Gloucestershire","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2021","50-59","Gloucestershire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Gloucestershire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Gloucestershire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Gloucestershire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Gloucestershire","SEO/HEO","Heterosexual / straight","75","70","36380","33840"
"In post","2021","50-59","Gloucestershire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Gloucestershire","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2021","50-59","Gloucestershire","SEO/HEO","Unknown","15","10","[c]","[c]"
"In post","2021","50-59","Gloucestershire","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","50-59","Gloucestershire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Gloucestershire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Gloucestershire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Greater Manchester North East","AA/AO","Heterosexual / straight","70","65","22720","21010"
"In post","2021","50-59","Greater Manchester North East","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Greater Manchester North East","AA/AO","Undeclared","20","15","[c]","[c]"
"In post","2021","50-59","Greater Manchester North East","AA/AO","Unknown","45","40","22120","20180"
"In post","2021","50-59","Greater Manchester North East","EO","Heterosexual / straight","125","120","27670","27570"
"In post","2021","50-59","Greater Manchester North East","EO","LGBO","5","5","[c]","[c]"
"In post","2021","50-59","Greater Manchester North East","EO","Undeclared","15","15","[c]","[c]"
"In post","2021","50-59","Greater Manchester North East","EO","Unknown","35","30","27760","27570"
"In post","2021","50-59","Greater Manchester North East","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","50-59","Greater Manchester North East","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Greater Manchester North East","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Greater Manchester North East","SEO/HEO","Heterosexual / straight","40","40","37080","34290"
"In post","2021","50-59","Greater Manchester North East","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Greater Manchester North East","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","50-59","Greater Manchester North East","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Greater Manchester North East","Unknown","Heterosexual / straight","30","30","30160","26020"
"In post","2021","50-59","Greater Manchester North East","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Greater Manchester North East","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Greater Manchester North East","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Greater Manchester North West","AA/AO","Heterosexual / straight","210","185","21060","21010"
"In post","2021","50-59","Greater Manchester North West","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","50-59","Greater Manchester North West","AA/AO","Undeclared","40","35","21040","20180"
"In post","2021","50-59","Greater Manchester North West","AA/AO","Unknown","100","90","22130","20180"
"In post","2021","50-59","Greater Manchester North West","EO","Heterosexual / straight","165","150","27240","27570"
"In post","2021","50-59","Greater Manchester North West","EO","LGBO","5","5","[c]","[c]"
"In post","2021","50-59","Greater Manchester North West","EO","Undeclared","25","25","[c]","[c]"
"In post","2021","50-59","Greater Manchester North West","EO","Unknown","60","55","27710","27570"
"In post","2021","50-59","Greater Manchester North West","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","50-59","Greater Manchester North West","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Greater Manchester North West","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Greater Manchester North West","SEO/HEO","Heterosexual / straight","55","55","37330","35310"
"In post","2021","50-59","Greater Manchester North West","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Greater Manchester North West","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","50-59","Greater Manchester North West","SEO/HEO","Unknown","15","10","[c]","[c]"
"In post","2021","50-59","Greater Manchester North West","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","50-59","Greater Manchester North West","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Greater Manchester North West","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Greater Manchester North West","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Greater Manchester South East","AA/AO","Heterosexual / straight","160","140","20670","21010"
