"Status","Year","Ethnicity","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Chinese","Communications","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Corporate Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Corporate Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Corporate Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Corporate Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Corporate Finance","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Corporate Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Corporate Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Corporate Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","Outside London","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Chinese","Economics","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Chinese","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Chinese","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chinese","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chinese","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Inspector of Education and Training","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Inspector of Education and Training","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Inspector of Education and Training","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Inspector of Education and Training","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Inspector of Education and Training","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Inspector of Education and Training","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Inspector of Education and Training","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Inspector of Education and Training","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","International Trade","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","London","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Chinese","Legal","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Chinese","Legal","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chinese","Medicine","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Medicine","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","London","Heterosexual / straight","75","70","35740","32380"
"In post","2021","Chinese","Operational Delivery","London","LGBO","10","5","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","London","Undeclared","15","15","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","London","Unknown","15","15","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","Outside London","Heterosexual / straight","190","180","25030","22910"
"In post","2021","Chinese","Operational Delivery","Outside London","LGBO","15","10","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","Outside London","Unknown","25","20","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Chinese","Other","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","London","Unknown","5","5","[c]","[c]"
"In post","2021","Chinese","Other","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Chinese","Other","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning Inspectors","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning Inspectors","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning Inspectors","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning Inspectors","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Policy","London","Heterosexual / straight","80","80","46310","41850"
"In post","2021","Chinese","Policy","London","LGBO","5","5","[c]","[c]"
"In post","2021","Chinese","Policy","London","Undeclared","15","15","[c]","[c]"
"In post","2021","Chinese","Policy","London","Unknown","5","5","[c]","[c]"
"In post","2021","Chinese","Policy","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Chinese","Policy","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Policy","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Policy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Policy","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Policy","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Policy","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Policy","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Policy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Chinese","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chinese","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Property","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Psychology","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Psychology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Psychology","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Psychology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Psychology","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Psychology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Psychology","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Psychology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Science and Engineering","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chinese","Science and Engineering","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Science and Engineering","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Science and Engineering","London","Unknown","[c]","[c]","[c]","[c]"
