"Status","Year","Age","Organisation","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","LGBO","35","35","46400","39850"
"In post","2021","30-39","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Undeclared","25","25","[c]","[c]"
"In post","2021","30-39","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Unknown","30","30","30050","25880"
"In post","2021","30-39","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Heterosexual / straight","160","160","45070","40000"
"In post","2021","30-39","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","LGBO","20","20","[c]","[c]"
"In post","2021","30-39","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Undeclared","15","15","[c]","[c]"
"In post","2021","30-39","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Unknown","210","205","46760","45910"
"In post","2021","30-39","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Heterosexual / straight","60","60","41720","38000"
"In post","2021","30-39","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Unknown","20","15","[c]","[c]"
"In post","2021","30-39","Office of Rail and Road","Office of Rail and Road","Heterosexual / straight","55","55","50060","51060"
"In post","2021","30-39","Office of Rail and Road","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office of Rail and Road","Office of Rail and Road","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","Office of Rail and Road","Office of Rail and Road","Unknown","25","25","[c]","[c]"
"In post","2021","30-39","Office of the Public Guardian","Ministry of Justice","Heterosexual / straight","395","360","21720","19930"
"In post","2021","30-39","Office of the Public Guardian","Ministry of Justice","LGBO","20","15","[c]","[c]"
"In post","2021","30-39","Office of the Public Guardian","Ministry of Justice","Undeclared","35","30","22570","20650"
"In post","2021","30-39","Office of the Public Guardian","Ministry of Justice","Unknown","45","40","20640","19930"
"In post","2021","30-39","Office of the Scottish Charity Regulator","Scottish Government","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","30-39","Office of the Scottish Charity Regulator","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office of the Scottish Charity Regulator","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Heterosexual / straight","125","115","38910","34860"
"In post","2021","30-39","Planning Inspectorate","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Unknown","35","30","35470","32780"
"In post","2021","30-39","Public Health England","Department of Health and Social Care","Heterosexual / straight","1195","1105","39140","37190"
"In post","2021","30-39","Public Health England","Department of Health and Social Care","LGBO","65","60","39860","36330"
"In post","2021","30-39","Public Health England","Department of Health and Social Care","Undeclared","155","145","42010","39110"
"In post","2021","30-39","Public Health England","Department of Health and Social Care","Unknown","175","160","40190","37980"
"In post","2021","30-39","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Registers of Scotland","Scottish Government","Heterosexual / straight","155","150","33520","30080"
"In post","2021","30-39","Registers of Scotland","Scottish Government","LGBO","10","10","[c]","[c]"
"In post","2021","30-39","Registers of Scotland","Scottish Government","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","Registers of Scotland","Scottish Government","Unknown","65","60","34410","30080"
"In post","2021","30-39","Revenue Scotland","Scottish Government","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","30-39","Revenue Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Revenue Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Royal Fleet Auxiliary","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Royal Fleet Auxiliary","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Royal Fleet Auxiliary","Ministry of Defence","Unknown","410","410","37420","34460"
"In post","2021","30-39","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Heterosexual / straight","180","155","26640","25190"
"In post","2021","30-39","Rural Payments Agency","Department for Environment, Food and Rural Affairs","LGBO","10","10","[c]","[c]"
"In post","2021","30-39","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Unknown","230","210","23840","21050"
"In post","2021","30-39","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","30-39","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Unknown","20","20","[c]","[c]"
"In post","2021","30-39","Scottish Courts and Tribunals Service","Scottish Government","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","30-39","Scottish Courts and Tribunals Service","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Courts and Tribunals Service","Scottish Government","Undeclared","380","355","28100","29350"
"In post","2021","30-39","Scottish Fiscal Commission","Scottish Government","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","30-39","Scottish Fiscal Commission","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Fiscal Commission","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Forestry","Scottish Government","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","30-39","Scottish Forestry","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Forestry","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Forestry","Scottish Government","Unknown","30","25","[c]","[c]"
"In post","2021","30-39","Scottish Government (excl. agencies)","Scottish Government","Heterosexual / straight","1330","1270","41920","38580"
"In post","2021","30-39","Scottish Government (excl. agencies)","Scottish Government","LGBO","130","125","41310","38540"
"In post","2021","30-39","Scottish Government (excl. agencies)","Scottish Government","Undeclared","95","95","42270","38580"
"In post","2021","30-39","Scottish Government (excl. agencies)","Scottish Government","Unknown","380","365","40430","38540"
"In post","2021","30-39","Scottish Housing Regulator","Scottish Government","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","30-39","Scottish Housing Regulator","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Housing Regulator","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Prison Service","Scottish Government","Heterosexual / straight","320","305","31250","33650"
"In post","2021","30-39","Scottish Prison Service","Scottish Government","LGBO","40","40","32050","33650"
"In post","2021","30-39","Scottish Prison Service","Scottish Government","Undeclared","20","20","[c]","[c]"
"In post","2021","30-39","Scottish Prison Service","Scottish Government","Unknown","700","685","29080","28410"
"In post","2021","30-39","Scottish Public Pensions Agency","Scottish Government","Heterosexual / straight","50","45","28940","26160"
"In post","2021","30-39","Scottish Public Pensions Agency","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Public Pensions Agency","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Public Pensions Agency","Scottish Government","Unknown","20","20","[c]","[c]"
"In post","2021","30-39","Serious Fraud Office","Attorney General's Departments","Heterosexual / straight","90","85","46580","41590"
"In post","2021","30-39","Serious Fraud Office","Attorney General's Departments","LGBO","10","10","[c]","[c]"
"In post","2021","30-39","Serious Fraud Office","Attorney General's Departments","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","Serious Fraud Office","Attorney General's Departments","Unknown","45","45","45500","41140"
"In post","2021","30-39","Social Security Scotland","Scottish Government","Heterosexual / straight","225","220","31440","27150"
"In post","2021","30-39","Social Security Scotland","Scottish Government","LGBO","30","30","29740","27150"
"In post","2021","30-39","Social Security Scotland","Scottish Government","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","Social Security Scotland","Scottish Government","Unknown","50","50","31190","26160"
"In post","2021","30-39","Standards and Testing Agency","Department for Education","Heterosexual / straight","35","35","42630","42220"
"In post","2021","30-39","Standards and Testing Agency","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Standards and Testing Agency","Department for Education","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","Standards and Testing Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Student Awards Agency for Scotland","Scottish Government","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","30-39","Student Awards Agency for Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Student Awards Agency for Scotland","Scottish Government","Unknown","25","25","[c]","[c]"
"In post","2021","30-39","Submarine Delivery Agency","Ministry of Defence","Heterosexual / straight","340","335","39480","39860"
"In post","2021","30-39","Submarine Delivery Agency","Ministry of Defence","LGBO","15","15","[c]","[c]"
"In post","2021","30-39","Submarine Delivery Agency","Ministry of Defence","Undeclared","40","40","39130","39920"
"In post","2021","30-39","Submarine Delivery Agency","Ministry of Defence","Unknown","35","35","41070","40000"
"In post","2021","30-39","Teaching Regulation Agency","Department for Education","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","30-39","Teaching Regulation Agency","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Teaching Regulation Agency","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Teaching Regulation Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","The National Archives","The National Archives","Heterosexual / straight","50","50","34280","32230"
"In post","2021","30-39","The National Archives","The National Archives","LGBO","10","10","[c]","[c]"
"In post","2021","30-39","The National Archives","The National Archives","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","The National Archives","The National Archives","Unknown","45","45","35340","34770"
"In post","2021","30-39","Transport Scotland","Scottish Government","Heterosexual / straight","85","80","42850","39660"
"In post","2021","30-39","Transport Scotland","Scottish Government","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","Transport Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Transport Scotland","Scottish Government","Unknown","20","20","[c]","[c]"
"In post","2021","30-39","UK Export Finance","UK Export Finance","Heterosexual / straight","70","70","50840","49520"
"In post","2021","30-39","UK Export Finance","UK Export Finance","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","UK Export Finance","UK Export Finance","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","UK Export Finance","UK Export Finance","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","UK Hydrographic Office","Ministry of Defence","Heterosexual / straight","145","140","33350","33290"
"In post","2021","30-39","UK Hydrographic Office","Ministry of Defence","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","UK Hydrographic Office","Ministry of Defence","Undeclared","20","20","[c]","[c]"
"In post","2021","30-39","UK Hydrographic Office","Ministry of Defence","Unknown","45","45","33220","33290"
"In post","2021","30-39","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","215","205","37570","39120"
"In post","2021","30-39","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","LGBO","20","20","[c]","[c]"
"In post","2021","30-39","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Undeclared","20","15","[c]","[c]"
"In post","2021","30-39","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Unknown","135","130","32860","27080"
"In post","2021","30-39","UK Space Agency","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","55","55","44680","40140"
"In post","2021","30-39","UK Space Agency","Department for Business, Energy and Industrial Strategy","LGBO","10","10","[c]","[c]"
"In post","2021","30-39","UK Space Agency","Department for Business, Energy and Industrial Strategy","Undeclared","30","25","[c]","[c]"
"In post","2021","30-39","UK Space Agency","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","UK Supreme Court","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Heterosexual / straight","825","770","35630","36030"
"In post","2021","30-39","United Kingdom Statistics Authority","United Kingdom Statistics Authority","LGBO","65","65","34850","34280"
"In post","2021","30-39","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Undeclared","45","40","34680","32540"
"In post","2021","30-39","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Unknown","375","350","33940","31040"
"In post","2021","30-39","Valuation Office Agency","HM Revenue and Customs","Heterosexual / straight","395","370","34690","32100"
"In post","2021","30-39","Valuation Office Agency","HM Revenue and Customs","LGBO","25","25","[c]","[c]"
"In post","2021","30-39","Valuation Office Agency","HM Revenue and Customs","Undeclared","35","30","31590","28120"
"In post","2021","30-39","Valuation Office Agency","HM Revenue and Customs","Unknown","180","170","30530","26000"
"In post","2021","30-39","Vehicle Certification Agency","Department for Transport","Heterosexual / straight","50","50","35540","34290"
"In post","2021","30-39","Vehicle Certification Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Vehicle Certification Agency","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Vehicle Certification Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","30-39","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Wales Office","Wales Office","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","30-39","Wales Office","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","Wales Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","Water Services Regulation Authority","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","Water Services Regulation Authority","Unknown","40","40","51860","47000"
"In post","2021","30-39","Welsh Government (excl. agencies)","Welsh Government","Heterosexual / straight","1045","990","37170","37410"
"In post","2021","30-39","Welsh Government (excl. agencies)","Welsh Government","LGBO","60","55","40660","37410"
"In post","2021","30-39","Welsh Government (excl. agencies)","Welsh Government","Undeclared","115","110","38490","37410"
"In post","2021","30-39","Welsh Government (excl. agencies)","Welsh Government","Unknown","35","35","36790","30700"
"In post","2021","30-39","Welsh Revenue Authority","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Welsh Revenue Authority","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Welsh Revenue Authority","Welsh Government","Unknown","25","25","[c]","[c]"
"In post","2021","30-39","Wilton Park","Foreign, Commonwealth and Development Office","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","30-39","Wilton Park","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wilton Park","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wilton Park","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Accountant in Bankruptcy","Scottish Government","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","40-49","Accountant in Bankruptcy","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Accountant in Bankruptcy","Scottish Government","Unknown","15","10","[c]","[c]"
"In post","2021","40-49","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","165","155","35480","34500"
"In post","2021","40-49","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Undeclared","25","25","[c]","[c]"
"In post","2021","40-49","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Unknown","65","60","30220","24250"
"In post","2021","40-49","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Heterosexual / straight","480","450","31770","29180"
"In post","2021","40-49","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Undeclared","95","90","35500","35960"
"In post","2021","40-49","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","105","95","32000","27960"
"In post","2021","40-49","Attorney General's Office","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Attorney General's Office","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Attorney General's Office","Attorney General's Departments","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Cabinet Office (excl. agencies)","Cabinet Office","Heterosexual / straight","1035","1000","55760","54700"
"In post","2021","40-49","Cabinet Office (excl. agencies)","Cabinet Office","LGBO","60","60","52610","54700"
"In post","2021","40-49","Cabinet Office (excl. agencies)","Cabinet Office","Undeclared","105","105","51970","54700"
"In post","2021","40-49","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","645","630","63580","60240"
"In post","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Heterosexual / straight","55","50","35730","35900"
"In post","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Unknown","110","100","35430","31070"
"In post","2021","40-49","Charity Commission","Charity Commission","Heterosexual / straight","65","65","35540","29160"
"In post","2021","40-49","Charity Commission","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Charity Commission","Charity Commission","Undeclared","10","5","[c]","[c]"
"In post","2021","40-49","Charity Commission","Charity Commission","Unknown","55","50","40040","37910"
"In post","2021","40-49","Companies House","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","180","170","35260","30660"
"In post","2021","40-49","Companies House","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Companies House","Department for Business, Energy and Industrial Strategy","Undeclared","30","25","[c]","[c]"
"In post","2021","40-49","Companies House","Department for Business, Energy and Industrial Strategy","Unknown","45","45","29560","25100"
"In post","2021","40-49","Competition and Markets Authority","Competition and Markets Authority","Heterosexual / straight","180","170","70570","72430"
"In post","2021","40-49","Competition and Markets Authority","Competition and Markets Authority","LGBO","15","15","[c]","[c]"
"In post","2021","40-49","Competition and Markets Authority","Competition and Markets Authority","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Competition and Markets Authority","Competition and Markets Authority","Unknown","15","15","[c]","[c]"
"In post","2021","40-49","Criminal Injuries Compensation Authority","Ministry of Justice","Heterosexual / straight","50","45","25720","22710"
"In post","2021","40-49","Criminal Injuries Compensation Authority","Ministry of Justice","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Criminal Injuries Compensation Authority","Ministry of Justice","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Criminal Injuries Compensation Authority","Ministry of Justice","Unknown","20","20","[c]","[c]"
"In post","2021","40-49","Crown Commercial Service","Other Cabinet Office Agencies","Heterosexual / straight","145","140","42620","37550"
"In post","2021","40-49","Crown Commercial Service","Other Cabinet Office Agencies","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Crown Commercial Service","Other Cabinet Office Agencies","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Crown Commercial Service","Other Cabinet Office Agencies","Unknown","35","35","40270","34800"
"In post","2021","40-49","Crown Office and Procurator Fiscal Service","Scottish Government","Heterosexual / straight","370","340","41840","34150"
"In post","2021","40-49","Crown Office and Procurator Fiscal Service","Scottish Government","LGBO","15","15","[c]","[c]"
"In post","2021","40-49","Crown Office and Procurator Fiscal Service","Scottish Government","Undeclared","15","15","[c]","[c]"
"In post","2021","40-49","Crown Office and Procurator Fiscal Service","Scottish Government","Unknown","35","30","46930","52490"
"In post","2021","40-49","Crown Prosecution Service","Attorney General's Departments","Heterosexual / straight","1345","1245","43360","48080"
"In post","2021","40-49","Crown Prosecution Service","Attorney General's Departments","LGBO","55","55","46560","50520"
"In post","2021","40-49","Crown Prosecution Service","Attorney General's Departments","Undeclared","50","50","45980","49670"
"In post","2021","40-49","Crown Prosecution Service","Attorney General's Departments","Unknown","460","405","43740","48450"
"In post","2021","40-49","Crown Prosecution Service Inspectorate","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Crown Prosecution Service Inspectorate","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Crown Prosecution Service Inspectorate","Attorney General's Departments","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Debt Management Office","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt Management Office","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt Management Office","HM Treasury","Unknown","25","25","[c]","[c]"
"In post","2021","40-49","Defence Electronics and Components Agency","Ministry of Defence","Heterosexual / straight","30","30","29690","27460"
"In post","2021","40-49","Defence Electronics and Components Agency","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Defence Electronics and Components Agency","Ministry of Defence","Undeclared","55","50","28640","27460"
"In post","2021","40-49","Defence Electronics and Components Agency","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Defence Equipment and Support","Ministry of Defence","Heterosexual / straight","1740","1680","41000","39860"
"In post","2021","40-49","Defence Equipment and Support","Ministry of Defence","LGBO","45","45","39520","37460"
"In post","2021","40-49","Defence Equipment and Support","Ministry of Defence","Undeclared","285","275","41610","40410"
"In post","2021","40-49","Defence Equipment and Support","Ministry of Defence","Unknown","110","100","36820","36280"
"In post","2021","40-49","Defence Science and Technology Laboratory","Ministry of Defence","Heterosexual / straight","725","690","44540","46080"
"In post","2021","40-49","Defence Science and Technology Laboratory","Ministry of Defence","LGBO","20","20","[c]","[c]"
"In post","2021","40-49","Defence Science and Technology Laboratory","Ministry of Defence","Undeclared","80","80","44190","46080"
"In post","2021","40-49","Defence Science and Technology Laboratory","Ministry of Defence","Unknown","185","180","46240","46090"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","750","715","56890","54220"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","LGBO","60","60","60460","58090"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Undeclared","100","95","56260","55600"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","80","75","53700","53380"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Heterosexual / straight","215","205","58240","57000"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","LGBO","15","15","[c]","[c]"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Undeclared","20","20","[c]","[c]"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Unknown","35","30","57000","58600"
"In post","2021","40-49","Department for Education (excl. agencies)","Department for Education","Heterosexual / straight","1045","985","48390","49860"
"In post","2021","40-49","Department for Education (excl. agencies)","Department for Education","LGBO","80","80","45840","42780"
"In post","2021","40-49","Department for Education (excl. agencies)","Department for Education","Undeclared","100","100","46750","41580"
"In post","2021","40-49","Department for Education (excl. agencies)","Department for Education","Unknown","235","220","51640","50130"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Heterosexual / straight","1045","985","46360","47550"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","LGBO","60","60","50460","47960"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Undeclared","95","95","44760","41550"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","250","235","45670","40930"
"In post","2021","40-49","Department for International Trade","Department for International Trade","Heterosexual / straight","290","280","53230","51970"
"In post","2021","40-49","Department for International Trade","Department for International Trade","LGBO","25","25","[c]","[c]"
"In post","2021","40-49","Department for International Trade","Department for International Trade","Undeclared","25","25","[c]","[c]"
"In post","2021","40-49","Department for International Trade","Department for International Trade","Unknown","110","110","52750","51970"
"In post","2021","40-49","Department for Transport (excl. agencies)","Department for Transport","Heterosexual / straight","530","515","55750","54760"
"In post","2021","40-49","Department for Transport (excl. agencies)","Department for Transport","LGBO","55","55","56260","54650"
"In post","2021","40-49","Department for Transport (excl. agencies)","Department for Transport","Undeclared","75","70","53090","47770"
"In post","2021","40-49","Department for Transport (excl. agencies)","Department for Transport","Unknown","115","110","51100","49010"
"In post","2021","40-49","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Heterosexual / straight","13855","12595","28430","27570"
"In post","2021","40-49","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","LGBO","785","755","29030","27570"
"In post","2021","40-49","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Undeclared","1575","1435","27360","27570"
"In post","2021","40-49","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","5455","4715","27380","27570"
"In post","2021","40-49","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Heterosexual / straight","340","320","52100","51540"
